wavelength, nm;	absorption
379.00;	0.8251
379.31;	0.8362
379.61;	0.8474
379.92;	0.8586
380.23;	0.8700
380.53;	0.8814
380.84;	0.8930
381.14;	0.9046
381.45;	0.9163
381.76;	0.9282
382.06;	0.9401
382.37;	0.9521
382.68;	0.9642
382.98;	0.9763
383.29;	0.9886
383.60;	1.0010
383.90;	1.0134
384.21;	1.0259
384.51;	1.0386
384.82;	1.0513
385.13;	1.0641
385.43;	1.0770
385.74;	1.0899
386.05;	1.1030
386.35;	1.1161
386.66;	1.1293
386.96;	1.1426
387.27;	1.1560
387.58;	1.1695
387.88;	1.1830
388.19;	1.1966
388.50;	1.2103
388.80;	1.2241
389.11;	1.2380
389.42;	1.2519
389.72;	1.2659
390.03;	1.2800
390.33;	1.2941
390.64;	1.3083
390.95;	1.3226
391.25;	1.3370
391.56;	1.3514
391.87;	1.3659
392.17;	1.3805
392.48;	1.3951
392.79;	1.4098
393.09;	1.4245
393.40;	1.4393
393.70;	1.4542
394.01;	1.4691
394.32;	1.4841
394.62;	1.4992
394.93;	1.5143
395.24;	1.5294
395.54;	1.5446
395.85;	1.5598
396.15;	1.5751
396.46;	1.5905
396.77;	1.6059
397.07;	1.6213
397.38;	1.6368
397.69;	1.6523
397.99;	1.6678
398.30;	1.6834
398.61;	1.6991
398.91;	1.7147
399.22;	1.7304
399.52;	1.7461
399.83;	1.7619
400.14;	1.7776
400.44;	1.7934
400.75;	1.8093
401.06;	1.8251
401.36;	1.8410
401.67;	1.8569
401.98;	1.8727
402.28;	1.8887
402.59;	1.9046
402.89;	1.9205
403.20;	1.9364
403.51;	1.9524
403.81;	1.9683
404.12;	1.9843
404.43;	2.0002
404.73;	2.0162
405.04;	2.0321
405.34;	2.0480
405.65;	2.0640
405.96;	2.0799
406.26;	2.0958
406.57;	2.1116
406.88;	2.1275
407.18;	2.1433
407.49;	2.1592
407.80;	2.1750
408.10;	2.1907
408.41;	2.2065
408.71;	2.2222
409.02;	2.2378
409.33;	2.2535
409.63;	2.2691
409.94;	2.2846
410.25;	2.3002
410.55;	2.3156
410.86;	2.3311
411.17;	2.3464
411.47;	2.3618
411.78;	2.3770
412.08;	2.3922
412.39;	2.4074
412.70;	2.4225
