wavelength, nm;	absorption
393.00;	0.6767
393.34;	0.6844
393.67;	0.6922
394.01;	0.7000
394.34;	0.7078
394.68;	0.7157
395.01;	0.7236
395.35;	0.7315
395.69;	0.7394
396.02;	0.7474
396.36;	0.7554
396.69;	0.7635
397.03;	0.7715
397.36;	0.7796
397.70;	0.7877
398.04;	0.7958
398.37;	0.8040
398.71;	0.8121
399.04;	0.8203
399.38;	0.8285
399.72;	0.8368
400.05;	0.8450
400.39;	0.8532
400.72;	0.8615
401.06;	0.8698
401.39;	0.8781
401.73;	0.8864
402.07;	0.8947
402.40;	0.9030
402.74;	0.9113
403.07;	0.9196
403.41;	0.9280
403.74;	0.9363
404.08;	0.9446
404.42;	0.9530
404.75;	0.9613
405.09;	0.9696
405.42;	0.9779
405.76;	0.9863
406.09;	0.9946
406.43;	1.0029
406.77;	1.0112
407.10;	1.0194
407.44;	1.0277
407.77;	1.0360
408.11;	1.0442
408.45;	1.0524
408.78;	1.0606
409.12;	1.0688
409.45;	1.0770
409.79;	1.0851
410.12;	1.0933
410.46;	1.1013
410.80;	1.1094
411.13;	1.1175
411.47;	1.1255
411.80;	1.1334
412.14;	1.1414
412.47;	1.1493
412.81;	1.1572
413.15;	1.1650
413.48;	1.1728
413.82;	1.1806
414.15;	1.1883
414.49;	1.1960
414.82;	1.2036
415.16;	1.2112
415.50;	1.2187
415.83;	1.2262
416.17;	1.2337
416.50;	1.2411
416.84;	1.2484
417.18;	1.2557
417.51;	1.2629
417.85;	1.2701
418.18;	1.2772
418.52;	1.2843
418.85;	1.2912
419.19;	1.2982
419.53;	1.3050
419.86;	1.3118
420.20;	1.3185
420.53;	1.3252
420.87;	1.3318
421.20;	1.3383
421.54;	1.3448
421.88;	1.3511
422.21;	1.3574
422.55;	1.3636
422.88;	1.3698
423.22;	1.3758
423.55;	1.3818
423.89;	1.3877
424.23;	1.3935
424.56;	1.3992
424.90;	1.4049
425.23;	1.4104
425.57;	1.4159
425.91;	1.4213
426.24;	1.4266
426.58;	1.4318
426.91;	1.4369
427.25;	1.4419
427.58;	1.4468
427.92;	1.4516
428.26;	1.4563
428.59;	1.4609
428.93;	1.4655
429.26;	1.4699
429.60;	1.4742
429.93;	1.4784
430.27;	1.4825
430.61;	1.4865
430.94;	1.4904
431.28;	1.4942
431.61;	1.4979
431.95;	1.5015
432.28;	1.5050
432.62;	1.5083
432.96;	1.5116
433.29;	1.5147
433.63;	1.5178
433.96;	1.5207
434.30;	1.5235
434.64;	1.5262
434.97;	1.5288
435.31;	1.5312
435.64;	1.5336
435.98;	1.5358
436.31;	1.5379
436.65;	1.5399
436.99;	1.5418
437.32;	1.5436
437.66;	1.5452
437.99;	1.5468
438.33;	1.5482
438.66;	1.5495
439.00;	1.5506
439.34;	1.5517
439.67;	1.5526
440.01;	1.5534
440.34;	1.5541
440.68;	1.5547
441.01;	1.5551
441.35;	1.5555
441.69;	1.5557
442.02;	1.5558
442.36;	1.5557
442.69;	1.5556
443.03;	1.5553
443.36;	1.5549
443.70;	1.5544
444.04;	1.5537
444.37;	1.5530
444.71;	1.5521
445.04;	1.5511
445.38;	1.5500
445.72;	1.5488
446.05;	1.5474
446.39;	1.5459
446.72;	1.5444
447.06;	1.5426
447.39;	1.5408
447.73;	1.5389
448.07;	1.5368
448.40;	1.5346
448.74;	1.5324
449.07;	1.5300
449.41;	1.5274
449.74;	1.5248
450.08;	1.5221
450.42;	1.5192
450.75;	1.5162
451.09;	1.5131
451.42;	1.5100
451.76;	1.5067
452.09;	1.5032
452.43;	1.4997
452.77;	1.4961
453.10;	1.4924
453.44;	1.4885
453.77;	1.4846
454.11;	1.4805
454.45;	1.4764
454.78;	1.4722
455.12;	1.4678
455.45;	1.4634
455.79;	1.4588
456.12;	1.4542
456.46;	1.4494
456.80;	1.4446
457.13;	1.4397
457.47;	1.4346
457.80;	1.4295
458.14;	1.4243
458.47;	1.4190
458.81;	1.4136
459.15;	1.4081
459.48;	1.4026
459.82;	1.3969
460.15;	1.3912
460.49;	1.3854
460.82;	1.3795
461.16;	1.3735
461.50;	1.3675
461.83;	1.3614
462.17;	1.3552
462.50;	1.3489
462.84;	1.3425
463.18;	1.3361
463.51;	1.3296
463.85;	1.3231
464.18;	1.3164
464.52;	1.3098
464.85;	1.3030
465.19;	1.2962
465.53;	1.2893
465.86;	1.2824
466.20;	1.2754
466.53;	1.2683
466.87;	1.2612
467.20;	1.2540
467.54;	1.2468
467.88;	1.2395
468.21;	1.2322
468.55;	1.2248
468.88;	1.2174
469.22;	1.2099
469.55;	1.2024
469.89;	1.1949
470.23;	1.1873
470.56;	1.1797
470.90;	1.1720
471.23;	1.1643
471.57;	1.1565
471.91;	1.1488
472.24;	1.1410
472.58;	1.1331
472.91;	1.1253
473.25;	1.1174
473.58;	1.1095
473.92;	1.1015
474.26;	1.0935
474.59;	1.0856
474.93;	1.0775
475.26;	1.0695
475.60;	1.0615
475.93;	1.0534
476.27;	1.0453
476.61;	1.0373
476.94;	1.0292
477.28;	1.0211
477.61;	1.0129
477.95;	1,0048
478.28;	0.9967
478.62;	0.9885
478.96;	0.9804
479.29;	0.9723
479.63;	0.9641
479.96;	0.9560
480.30;	0.9479
480.64;	0.9397
480.97;	0.9316
481.31;	0.9235
481.64;	0.9154
481.98;	0.9073
482.31;	0.8992
482.65;	0.8911
482.99;	0.8830
483.32;	0.8750
483.66;	0.8669
483.99;	0.8589
484.33;	0.8509
484.66;	0.8429
485.00;	0.8349
485.34;	0.8270
485.67;	0.8191
486.01;	0.8112
486.34;	0.8033
486.68;	0.7954
487.01;	0.7876
487.35;	0.7798
487.69;	0.7720
488.02;	0.7643
488.36;	0.7566
488.69;	0.7489
489.03;	0.7413
489.36;	0.7337
489.70;	0.7261
490.04;	0.7185
490.37;	0.7110
490.71;	0.7036
491.04;	0.6961
491.38;	0.6887
491.72;	0.6814
492.05;	0.6741
492.39;	0.6668
492.72;	0.6596
493.06;	0.6524
493.39;	0.6452
493.73;	0.6381
494.07;	0.6311
494.40;	0.6241
494.74;	0.6171
495.07;	0.6102
495.41;	0.6033
495.74;	0.5965
496.08;	0.5897
496.42;	0.5830
496.75;	0.5763
497.09;	0.5697
497.42;	0.5632
497.76;	0.5566
498.09;	0.5502
498.43;	0.5438
498.77;	0.5374
499.10;	0.5311
499.44;	0.5248
499.77;	0.5186
500.11;	0.5125
500.45;	0.5064
500.78;	0.5004
501.12;	0.4944
501.45;	0.4885
501.79;	0.4826
502.12;	0.4768
502.46;	0.4710
502.80;	0.4654
503.13;	0.4597
503.47;	0.4541
503.80;	0.4486
504.14;	0.4432
504.47;	0.4378
504.81;	0.4324
505.15;	0.4271
505.48;	0.4219
505.82;	0.4167
506.15;	0.4116
506.49;	0.4066
506.82;	0.4016
507.16;	0.3967
507.50;	0.3918
507.83;	0.3870
508.17;	0.3822
508.50;	0.3775
508.84;	0.3729
509.18;	0.3683
509.51;	0.3638
509.85;	0.3594
510.18;	0.3550
510.52;	0.3507
510.85;	0.3464
511.19;	0.3422
511.53;	0.3380
511.86;	0.3340
512.20;	0.3299
512.53;	0.3259
512.87;	0.3220
513.20;	0.3182
513.54;	0.3144
513.88;	0.3107
