wavelength, nm;	absorption
386.00;	1.1818
386.30;	1.1957
386.60;	1.2096
386.90;	1.2236
387.20;	1.2377
387.50;	1.2519
387.81;	1.2661
388.11;	1.2805
388.41;	1.2949
388.71;	1.3094
389.01;	1.3240
389.31;	1.3386
389.61;	1.3534
389.91;	1.3682
390.21;	1.3831
390.51;	1.3980
390.82;	1.4131
391.12;	1.4282
391.42;	1.4434
391.72;	1.4586
392.02;	1.4739
392.32;	1.4893
392.62;	1.5048
392.92;	1.5203
393.22;	1.5359
393.52;	1.5515
393.82;	1.5672
394.13;	1.5830
394.43;	1.5988
394.73;	1.6147
395.03;	1.6306
395.33;	1.6466
395.63;	1.6627
395.93;	1.6787
396.23;	1.6949
396.53;	1.7111
396.83;	1.7273
397.13;	1.7436
397.44;	1.7599
397.74;	1.7763
398.04;	1.7927
398.34;	1.8091
398.64;	1.8256
398.94;	1.8421
399.24;	1.8587
399.54;	1.8753
399.84;	1.8919
400.14;	1.9085
400.45;	1.9252
400.75;	1.9418
401.05;	1.9585
401.35;	1.9753
401.65;	1.9920
401.95;	2.0088
402.25;	2.0256
402.55;	2.0423
402.85;	2.0591
403.15;	2.0759
403.45;	2.0927
403.76;	2.1096
404.06;	2.1264
404.36;	2.1432
404.66;	2.1600
404.96;	2.1768
405.26;	2.1936
405.56;	2.2104
405.86;	2.2272
406.16;	2.2439
406.46;	2.2607
406.77;	2.2774
407.07;	2.2941
407.37;	2.3108
407.67;	2.3275
407.97;	2.3441
408.27;	2.3608
408.57;	2.3773
408.87;	2.3939
409.17;	2.4104
409.47;	2.4269
409.77;	2.4433
410.08;	2.4597
410.38;	2.4760
410.68;	2.4923
410.98;	2.5086
411.28;	2.5248
411.58;	2.5409
411.88;	2.5570
412.18;	2.5730
412.48;	2.5889
412.78;	2.6048
413.08;	2.6207
413.39;	2.6364
413.69;	2.6521
413.99;	2.6677
414.29;	2.6833
414.59;	2.6987
414.89;	2.7141
415.19;	2.7294
415.49;	2.7446
415.79;	2.7597
416.09;	2.7747
416.40;	2.7897
416.70;	2.8045
417.00;	2.8192
417.30;	2.8339
417.60;	2.8484
417.90;	2.8629
418.20;	2.8772
418.50;	2.8914
418.80;	2.9055
419.10;	2.9195
419.40;	2.9334
419.71;	2.9471
420.01;	2.9608
420.31;	2.9743
420.61;	2.9876
420.91;	3.0009
421.21;	3.0140
421.51;	3.0270
421.81;	3.0399
422.11;	3.0526
422.41;	3.0652
422.72;	3.0776
423.02;	3.0899
423.32;	3.1021
423.62;	3.1141
423.92;	3.1259
424.22;	3.1376
424.52;	3.1492
424.82;	3.1606
425.12;	3.1718
425.42;	3.1829
425.72;	3.1938
426.03;	3.2046
426.33;	3.2151
426.63;	3.2256
426.93;	3.2358
427.23;	3.2459
427.53;	3.2558
427.83;	3.2655
428.13;	3.2751
428.43;	3.2845
428.73;	3.2937
429.03;	3.3027
429.34;	3.3115
429.64;	3.3202
429.94;	3.3286
430.24;	3.3369
430.54;	3.3450
430.84;	3.3529
431.14;	3.3606
431.44;	3.3681
431.74;	3.3754
432.04;	3.3825
432.35;	3.3894
432.65;	3.3962
432.95;	3.4027
433.25;	3.4090
433.55;	3.4151
433.85;	3.4210
434.15;	3.4267
434.45;	3.4322
434.75;	3.4375
435.05;	3.4426
435.35;	3.4475
435.66;	3.4522
435.96;	3.4566
436.26;	3.4609
436.56;	3.4649
436.86;	3.4687
437.16;	3.4724
437.46;	3.4757
437.76;	3.4789
438.06;	3.4819
438.36;	3.4846
438.66;	3.4872
438.97;	3.4895
439.27;	3.4916
439.57;	3.4935
439.87;	3.4951
440.17;	3.4966
440.47;	3.4978
440.77;	3.4988
441.07;	3.4996
441.37;	3.5002
