wavelength, nm;	absorption
396.00;	1.3523
396.36;	1.3679
396.72;	1.3835
397.08;	1.3992
397.44;	1.4149
397.80;	1.4307
398.16;	1.4465
398.52;	1.4623
398.88;	1.4782
399.24;	1.4941
399.60;	1.5101
399.97;	1.5261
400.33;	1.5421
400.69;	1.5582
401.05;	1.5743
401.41;	1.5904
401.77;	1.6065
402.13;	1.6227
402.49;	1.6388
402.85;	1.6550
403.21;	1.6712
403.57;	1.6874
403.93;	1.7035
404.29;	1.7197
404.65;	1.7359
405.01;	1.7521
405.37;	1.7683
405.73;	1.7844
406.09;	1.8006
406.45;	1.8167
406.81;	1.8328
407.18;	1.8489
407.54;	1.8650
407.90;	1.8810
408.26;	1.8970
408.62;	1.9130
408.98;	1.9289
409.34;	1.9448
409.70;	1.9606
410.06;	1.9764
410.42;	1.9921
410.78;	2.0078
411.14;	2.0234
411.50;	2.0390
411.86;	2.0545
412.22;	2.0699
412.58;	2.0853
412.94;	2.1006
413.30;	2.1158
413.66;	2.1309
414.02;	2.1459
414.38;	2.1608
414.75;	2.1757
415.11;	2.1905
415.47;	2.2051
415.83;	2.2197
416.19;	2.2341
416.55;	2.2485
416.91;	2.2627
417.27;	2.2768
417.63;	2.2908
417.99;	2.3047
418.35;	2.3185
418.71;	2.3321
419.07;	2.3456
419.43;	2.3589
419.79;	2.3722
420.15;	2.3853
420.51;	2.3982
420.87;	2.4110
421.23;	2.4236
421.59;	2.4361
421.95;	2.4485
422.32;	2.4606
422.68;	2.4726
423.04;	2.4845
423.40;	2.4962
423.76;	2.5077
424.12;	2.5190
424.48;	2.5302
424.84;	2.5412
425.20;	2.5520
425.56;	2.5626
425.92;	2.5730
426.28;	2.5833
426.64;	2.5933
427.00;	2.6031
427.36;	2.6128
427.72;	2.6223
428.08;	2.6315
428.44;	2.6406
428.80;	2.6494
429.16;	2.6580
429.52;	2.6664
429.89;	2.6746
430.25;	2.6826
430.61;	2.6904
430.97;	2.6979
431.33;	2.7053
431.69;	2.7124
432.05;	2.7192
432.41;	2.7259
432.77;	2.7323
433.13;	2.7385
433.49;	2.7445
433.85;	2.7502
434.21;	2.7557
434.57;	2.7609
434.93;	2.7659
435.29;	2.7707
435.65;	2.7752
436.01;	2.7795
436.37;	2.7835
436.73;	2.7873
437.10;	2.7909
437.46;	2.7942
437.82;	2.7973
438.18;	2.8001
438.54;	2.8026
438.90;	2.8049
439.26;	2.8070
439.62;	2.8088
439.98;	2.8104
440.34;	2.8117
440.70;	2.8127
441.06;	2.8135
441.42;	2.8141
441.78;	2.8144
442.14;	2.8144
442.50;	2.8142
442.86;	2.8137
443.22;	2.8130
443.58;	2.8120
443.94;	2.8108
444.30;	2.8093
444.67;	2.8076
445.03;	2.8056
445.39;	2.8034
445.75;	2.8009
446.11;	2.7982
446.47;	2.7952
446.83;	2.7920
447.19;	2.7885
447.55;	2.7848
447.91;	2.7809
448.27;	2.7767
448.63;	2.7722
448.99;	2.7675
449.35;	2.7626
449.71;	2.7574
450.07;	2.7520
450.43;	2.7464
450.79;	2.7405
451.15;	2.7344
451.51;	2.7281
451.88;	2.7215
452.24;	2.7147
452.60;	2.7077
452.96;	2.7004
453.32;	2.6929
453.68;	2.6853
454.04;	2.6774
454.40;	2.6692
454.76;	2.6609
455.12;	2.6523
455.48;	2.6436
455.84;	2.6346
456.20;	2.6254
456.56;	2.6161
456.92;	2.6065
457.28;	2.5967
457.64;	2.5867
458.00;	2.5766
458.36;	2.5662
458.72;	2.5557
459.08;	2.5450
459.45;	2.5341
459.81;	2.5230
460.17;	2.5117
460.53;	2.5003
460.89;	2.4887
461.25;	2.4769
461.61;	2.4650
461.97;	2.4529
462.33;	2.4406
462.69;	2.4282
463.05;	2.4156
463.41;	2.4029
463.77;	2.3900
464.13;	2.3770
464.49;	2.3639
464.85;	2.3506
465.21;	2.3372
465.57;	2.3236
465.93;	2.3099
466.29;	2.2961
466.65;	2.2822
467.02;	2.2681
467.38;	2.2540
467.74;	2.2397
468.10;	2.2253
468.46;	2.2109
468.82;	2.1963
469.18;	2.1816
469.54;	2.1668
469.90;	2.1519
470.26;	2.1370
470.62;	2.1219
470.98;	2.1068
471.34;	2.0916
471.70;	2.0763
472.06;	2.0610
472.42;	2.0455
472.78;	2.0301
473.14;	2.0145
473.50;	1.9989
473.86;	1.9832
474.23;	1.9675
474.59;	1.9518
474.95;	1.9360
475.31;	1.9201
475.67;	1.9042
476.03;	1.8883
476.39;	1.8723
476.75;	1.8564
477.11;	1.8403
477.47;	1.8243
477.83;	1.8082
478.19;	1.7922
478.55;	1.7761
478.91;	1.7600
479.27;	1.7439
479.63;	1.7278
479.99;	1.7117
480.35;	1.6956
480.71;	1.6794
481.07;	1.6633
481.43;	1.6473
481.80;	1.6312
482.16;	1.6151
482.52;	1.5991
482.88;	1.5830
483.24;	1.5670
483.60;	1.5511
483.96;	1.5351
484.32;	1.5192
484.68;	1.5033
485.04;	1.4875
485.40;	1.4717
485.76;	1.4559
486.12;	1.4402
486.48;	1.4245
486.84;	1.4089
487.20;	1.3933
487.56;	1.3778
487.92;	1.3623
488.28;	1.3469
488.64;	1.3316
489.00;	1.3163
489.37;	1.3011
489.73;	1.2859
490.09;	1.2708
490.45;	1.2558
490.81;	1.2409
491.17;	1.2260
491.53;	1.2112
