wavelength, nm;	absorption
356.00;	0.2592
356.40;	0.2655
356.81;	0.2719
357.21;	0.2785
357.62;	0.2851
358.02;	0.2919
358.43;	0.2989
358.83;	0.3059
359.24;	0.3131
359.64;	0.3205
360.05;	0.3279
360.45;	0.3355
360.86;	0.3433
361.26;	0.3511
361.66;	0.3592
362.07;	0.3673
362.47;	0.3756
362.88;	0.3840
363.28;	0.3926
363.69;	0.4014
364.09;	0.4102
364.50;	0.4193
364.90;	0.4285
365.31;	0.4378
365.71;	0.4473
366.12;	0.4569
366.52;	0.4667
366.92;	0.4767
367.33;	0.4868
367.73;	0.4970
368.14;	0.5075
368.54;	0.5180
368.95;	0.5288
369.35;	0.5397
369.76;	0.5507
370.16;	0.5620
370.57;	0.5734
370.97;	0.5849
371.38;	0.5967
371.78;	0.6085
372.18;	0.6206
372.59;	0.6328
372.99;	0.6452
373.40;	0.6578
373.80;	0.6705
374.21;	0.6834
374.61;	0.6965
375.02;	0.7097
375.42;	0.7231
375.83;	0.7367
376.23;	0.7504
376.64;	0.7644
377.04;	0.7784
377.44;	0.7927
377.85;	0.8071
378.25;	0.8217
378.66;	0.8365
379.06;	0.8514
379.47;	0.8665
379.87;	0.8818
380.28;	0.8972
380.68;	0.9128
381.09;	0.9286
381.49;	0.9445
381.90;	0.9606
382.30;	0.9769
382.70;	0.9933
383.11;	1.0099
383.51;	1.0266
383.92;	1.0435
384.32;	1.0606
384.73;	1.0778
385.13;	1.0952
385.54;	1.1127
385.94;	1.1304
386.35;	1.1482
386.75;	1.1662
387.16;	1.1843
387.56;	1.2026
387.96;	1.2210
388.37;	1.2396
388.77;	1.2583
389.18;	1.2771
389.58;	1.2961
389.99;	1.3152
390.39;	1.3344
390.80;	1.3537
391.20;	1.3732
391.61;	1.3928
392.01;	1.4126
392.42;	1.4324
392.82;	1.4524
393.22;	1.4724
393.63;	1.4926
394.03;	1.5129
394.44;	1.5333
394.84;	1.5538
395.25;	1.5743
395.65;	1.5950
396.06;	1.6158
396.46;	1.6366
396.87;	1.6575
397.27;	1.6785
397.68;	1.6996
398.08;	1.7208
398.49;	1.7420
398.89;	1.7632
399.29;	1.7846
399.70;	1.8059
400.10;	1.8274
400.51;	1.8489
400.91;	1.8704
401.32;	1.8919
401.72;	1.9135
402.13;	1.9351
402.53;	1.9567
402.94;	1.9784
403.34;	2.0000
403.75;	2.0217
404.15;	2.0434
404.55;	2.0651
404.96;	2.0867
405.36;	2.1084
405.77;	2.1300
406.17;	2.1516
406.58;	2.1732
406.98;	2.1948
407.39;	2.2163
407.79;	2.2378
408.20;	2.2592
408.60;	2.2806
409.01;	2.3019
409.41;	2.3231
409.81;	2.3443
410.22;	2.3654
410.62;	2.3864
411.03;	2.4074
411.43;	2.4282
411.84;	2.4490
412.24;	2.4696
412.65;	2.4901
413.05;	2.5106
413.46;	2.5309
413.86;	2.5511
414.27;	2.5711
414.67;	2.5910
415.07;	2.6108
415.48;	2.6304
415.88;	2.6499
416.29;	2.6692
416.69;	2.6883
417.10;	2.7073
417.50;	2.7261
417.91;	2.7447
418.31;	2.7632
418.72;	2.7814
419.12;	2.7995
419.53;	2.8173
419.93;	2.8350
420.33;	2.8524
420.74;	2.8696
421.14;	2.8866
421.55;	2.9033
421.95;	2.9199
422.36;	2.9361
422.76;	2.9522
423.17;	2.9680
423.57;	2.9835
423.98;	2.9988
424.38;	3.0138
424.79;	3.0285
425.19;	3.0430
425.59;	3.0572
426.00;	3.0711
426.40;	3.0848
426.81;	3.0981
427.21;	3.1111
427.62;	3.1239
428.02;	3.1363
428.43;	3.1484
428.83;	3.1603
429.24;	3.1718
429.64;	3.1830
430.05;	3.1938
430.45;	3.2044
430.85;	3.2146
431.26;	3.2244
431.66;	3.2340
432.07;	3.2432
432.47;	3.2520
432.88;	3.2605
433.28;	3.2687
433.69;	3.2765
434.09;	3.2840
434.50;	3.2911
434.90;	3.2978
435.31;	3.3042
435.71;	3.3102
436.11;	3.3159
436.52;	3.3212
436.92;	3.3261
437.33;	3.3306
437.73;	3.3348
438.14;	3.3386
438.54;	3.3420
438.95;	3.3451
439.35;	3.3478
439.76;	3.3501
440.16;	3.3520
440.57;	3.3535
440.97;	3.3547
441.37;	3.3555
441.78;	3.3559
442.18;	3.3559
442.59;	3.3555
442.99;	3.3548
443.40;	3.3537
443.80;	3.3522
444.21;	3.3503
444.61;	3.3480
445.02;	3.3454
445.42;	3.3424
445.83;	3.3390
446.23;	3.3353
446.63;	3.3311
447.04;	3.3266
447.44;	3.3217
447.85;	3.3165
448.25;	3.3109
448.66;	3.3049
449.06;	3.2986
449.47;	3.2919
449.87;	3.2848
450.28;	3.2774
450.68;	3.2696
451.09;	3.2615
451.49;	3.2530
451.89;	3.2442
452.30;	3.2351
452.70;	3.2256
453.11;	3.2157
453.51;	3.2056
453.92;	3.1951
454.32;	3.1842
454.73;	3.1731
455.13;	3.1616
455.54;	3.1498
455.94;	3.1378
456.35;	3.1254
456.75;	3.1127
457.15;	3.0997
457.56;	3.0864
457.96;	3.0728
458.37;	3.0589
458.77;	3.0447
459.18;	3.0303
459.58;	3.0156
459.99;	3.0006
460.39;	2.9854
460.80;	2.9699
461.20;	2.9541
461.61;	2.9381
462.01;	2.9219
462.41;	2.9054
462.82;	2.8886
463.22;	2.8717
463.63;	2.8545
464.03;	2.8371
464.44;	2.8195
464.84;	2.8017
465.25;	2.7837
465.65;	2.7655
466.06;	2.7471
466.46;	2.7285
466.87;	2.7097
467.27;	2.6908
467.67;	2.6717
468.08;	2.6524
468.48;	2.6329
468.89;	2.6133
469.29;	2.5936
469.70;	2.5737
470.10;	2.5537
470.51;	2.5335
470.91;	2.5133
471.32;	2.4929
471.72;	2.4724
472.13;	2.4517
472.53;	2.4310
472.93;	2.4102
473.34;	2.3893
473.74;	2.3683
474.15;	2.3472
474.55;	2.3261
474.96;	2.3048
475.36;	2.2836
475.77;	2.2622
476.17;	2.2408
476.58;	2.2194
476.98;	2.1979
477.39;	2.1763
477.79;	2.1548
478.20;	2.1332
478.60;	2.1116
479.00;	2.0900
479.41;	2.0683
479.81;	2.0467
480.22;	2.0250
480.62;	2.0034
481.03;	1.9817
481.43;	1.9601
481.84;	1.9385
482.24;	1.9169
482.65;	1.8954
483.05;	1.8738
483.46;	1.8524
483.86;	1.8309
484.26;	1.8095
484.67;	1.7881
485.07;	1.7668
485.48;	1.7456
485.88;	1.7244
486.29;	1.7033
486.69;	1.6822
487.10;	1.6613
487.50;	1.6404
487.91;	1.6196
488.31;	1.5988
488.72;	1.5782
489.12;	1.5576
489.52;	1.5372
489.93;	1.5168
490.33;	1.4966
490.74;	1.4764
491.14;	1.4564
491.55;	1.4364
491.95;	1.4166
492.36;	1.3969
492.76;	1.3773
493.17;	1.3579
493.57;	1.3386
493.98;	1.3194
494.38;	1.3003
494.78;	1.2813
495.19;	1.2625
495.59;	1.2439
496.00;	1.2253
496.40;	1.2070
496.81;	1.1887
497.21;	1.1706
497.62;	1.1527
498.02;	1.1349
498.43;	1.1172
498.83;	1.0997
499.24;	1.0824
499.64;	1.0652
500.04;	1.0482
500.45;	1.0313
500.85;	1.0146
501.26;	0.9981
501.66;	0.9817
502.07;	0.9655
502.47;	0.9494
502.88;	0.9335
503.28;	0.9178
503.69;	0.9023
504.09;	0.8869
504.50;	0.8716
504.90;	0.8566
505.30;	0.8417
505.71;	0.8270
506.11;	0.8124
506.52;	0.7981
506.92;	0.7839
507.33;	0.7698
507.73;	0.7560
508.14;	0.7423
508.54;	0.7288
508.95;	0.7154
509.35;	0.7022
509.76;	0.6892
510.16;	0.6764
510.56;	0.6637
510.97;	0.6512
511.37;	0.6389
511.78;	0.6267
512.18;	0.6147
512.59;	0.6029
512.99;	0.5912
513.40;	0.5797
513.80;	0.5684
514.21;	0.5572
514.61;	0.5462
515.02;	0.5354
515.42;	0.5247
515.82;	0.5142
516.23;	0.5039
516.63;	0.4937
517.04;	0.4836
517.44;	0.4738
517.85;	0.4641
518.25;	0.4545
518.66;	0.4451
519.06;	0.4358
519.47;	0.4267
519.87;	0.4178
520.28;	0.4090
520.68;	0.4003
521.08;	0.3918
521.49;	0.3835
521.89;	0.3753
522.30;	0.3672
522.70;	0.3593
523.11;	0.3515
523.51;	0.3439
523.92;	0.3364
524.32;	0.3290
524.73;	0.3218
525.13;	0.3147
525.54;	0.3077
525.94;	0.3009
526.34;	0.2942
526.75;	0.2876
527.15;	0.2812
527.56;	0.2749
527.96;	0.2687
528.37;	0.2626
528.77;	0.2566
529.18;	0.2508
529.58;	0.2451
529.99;	0.2395
530.39;	0.2340
530.80;	0.2287
531.20;	0.2234
531.60;	0.2182
532.01;	0.2132
532.41;	0.2083
532.82;	0.2035
533.22;	0.1987
533.63;	0.1941
534.03;	0.1896
534.44;	0.1852
534.84;	0.1809
535.25;	0.1767
535.65;	0.1725
536.06;	0.1685
536.46;	0.1646
536.86;	0.1607
537.27;	0.1570
537.67;	0.1533
538.08;	0.1497
538.48;	0.1463
538.89;	0.1428
539.29;	0.1395
539.70;	0.1363
540.10;	0.1331
540.51;	0.1300
540.91;	0.1270
541.32;	0.1241
541.72;	0.1212
542.12;	0.1184
542.53;	0.1157
542.93;	0.1131
543.34;	0.1105
543.74;	0.1080
544.15;	0.1056
544.55;	0.1032
544.96;	0.1009
545.36;	0.0986
545.77;	0.0965
546.17;	0.0943
546.58;	0.0923
546.98;	0.0903
547.38;	0.0883
547.79;	0.0864
548.19;	0.0846
548.60;	0.0828
549.00;	0.0811
549.41;	0.0794
549.81;	0.0778
550.22;	0.0762
550.62;	0.0747
551.03;	0.0732
551.43;	0.0718
551.84;	0.0704
552.24;	0.0690
552.64;	0.0677
553.05;	0.0665
553.45;	0.0653
553.86;	0.0641
554.26;	0.0630
554.67;	0.0619
555.07;	0.0608
555.48;	0.0598
555.88;	0.0588
556.29;	0.0579
556.69;	0.0570
557.10;	0.0561
557.50;	0.0553
557.91;	0.0545
558.31;	0.0537
558.71;	0.0529
559.12;	0.0522
559.52;	0.0515
559.93;	0.0509
560.33;	0.0503
560.74;	0.0497
561.14;	0.0491
561.55;	0.0485
561.95;	0.0480
562.36;	0.0475
562.76;	0.0471
563.17;	0.0466
563.57;	0.0462
