wavelength, nm;	absorption
384.00;	0.8242
384.29;	0.8337
384.57;	0.8432
384.86;	0.8529
385.15;	0.8626
385.43;	0.8723
385.72;	0.8821
386.00;	0.8920
386.29;	0.9020
386.58;	0.9120
386.86;	0.9220
387.15;	0.9321
387.44;	0.9423
387.72;	0.9525
388.01;	0.9628
388.30;	0.9731
388.58;	0.9835
388.87;	0.9940
389.15;	1.0045
389.44;	1.0150
389.73;	1.0256
390.01;	1.0363
390.30;	1.0470
390.59;	1.0578
390.87;	1.0686
391.16;	1.0794
391.45;	1.0903
391.73;	1.1013
392.02;	1.1123
392.30;	1.1233
392.59;	1.1344
392.88;	1.1456
393.16;	1.1568
393.45;	1.1680
393.74;	1.1792
394.02;	1.1906
394.31;	1.2019
394.60;	1.2133
394.88;	1.2247
395.17;	1.2362
395.45;	1.2477
395.74;	1.2592
396.03;	1.2708
396.31;	1.2824
396.60;	1.2940
396.89;	1.3057
397.17;	1.3174
397.46;	1.3291
397.75;	1.3409
398.03;	1.3527
398.32;	1.3645
398.60;	1.3763
398.89;	1.3882
399.18;	1.4000
399.46;	1.4119
399.75;	1.4239
400.04;	1.4358
400.32;	1.4478
400.61;	1.4597
400.90;	1.4717
401.18;	1.4837
401.47;	1.4957
401.75;	1.5078
402.04;	1.5198
402.33;	1.5319
402.61;	1.5439
402.90;	1.5560
403.19;	1.5680
403.47;	1.5801
403.76;	1.5922
404.05;	1.6043
404.33;	1.6163
404.62;	1.6284
404.90;	1.6405
405.19;	1.6526
405.48;	1.6646
405.76;	1.6767
406.05;	1.6887
406.34;	1.7008
406.62;	1.7128
406.91;	1.7248
407.20;	1.7368
407.48;	1.7488
407.77;	1.7607
408.06;	1.7727
408.34;	1.7846
408.63;	1.7965
408.91;	1.8084
409.20;	1.8202
409.49;	1.8321
409.77;	1.8439
410.06;	1.8556
410.35;	1.8674
410.63;	1.8791
410.92;	1.8908
411.21;	1.9024
411.49;	1.9140
411.78;	1.9256
412.06;	1.9371
412.35;	1.9486
412.64;	1.9600
412.92;	1.9714
413.21;	1.9827
413.50;	1.9940
413.78;	2.0053
414.07;	2.0165
414.36;	2.0276
414.64;	2.0387
414.93;	2.0498
415.21;	2.0607
415.50;	2.0717
415.79;	2.0825
416.07;	2.0933
416.36;	2.1040
416.65;	2.1147
416.93;	2.1253
417.22;	2.1358
417.51;	2.1463
417.79;	2.1567
418.08;	2.1670
418.36;	2.1773
418.65;	2.1874
418.94;	2.1975
419.22;	2.2075
419.51;	2.2175
419.80;	2.2273
420.08;	2.2371
420.37;	2.2468
420.66;	2.2564
420.94;	2.2659
421.23;	2.2753
421.51;	2.2847
421.80;	2.2939
422.09;	2.3030
422.37;	2.3121
422.66;	2.3210
422.95;	2.3299
423.23;	2.3387
423.52;	2.3473
423.81;	2.3559
424.09;	2.3643
424.38;	2.3727
424.66;	2.3809
424.95;	2.3891
425.24;	2.3971
425.52;	2.4050
