wavelength, nm;	absorption
403.00;	2.0719
403.26;	2.0863
403.51;	2.1007
403.77;	2.1151
404.03;	2.1296
404.29;	2.1440
404.54;	2.1584
404.80;	2.1728
405.06;	2.1872
405.32;	2.2016
405.57;	2.2160
405.83;	2.2304
406.09;	2.2448
406.35;	2.2591
406.60;	2.2735
406.86;	2.2878
407.12;	2.3021
407.38;	2.3164
407.63;	2.3307
407.89;	2.3450
408.15;	2.3593
408.41;	2.3735
408.66;	2.3877
408.92;	2.4019
409.18;	2.4160
409.44;	2.4301
409.69;	2.4442
409.95;	2.4583
410.21;	2.4723
410.47;	2.4863
410.72;	2.5003
410.98;	2.5142
411.24;	2.5281
411.49;	2.5419
411.75;	2.5557
412.01;	2.5695
412.27;	2.5832
412.52;	2.5969
412.78;	2.6105
413.04;	2.6241
413.30;	2.6376
413.55;	2.6510
413.81;	2.6645
414.07;	2.6778
414.33;	2.6911
414.58;	2.7044
414.84;	2.7176
415.10;	2.7307
415.36;	2.7437
415.61;	2.7567
415.87;	2.7697
416.13;	2.7826
416.39;	2.7953
416.64;	2.8081
416.90;	2.8207
417.16;	2.8333
417.42;	2.8458
417.67;	2.8583
417.93;	2.8706
418.19;	2.8829
418.44;	2.8951
418.70;	2.9072
418.96;	2.9192
419.22;	2.9312
419.47;	2.9431
419.73;	2.9548
419.99;	2.9665
420.25;	2.9781
420.50;	2.9896
420.76;	3.0010
421.02;	3.0123
421.28;	3.0236
421.53;	3.0347
421.79;	3.0457
422.05;	3.0566
422.31;	3.0674
422.56;	3.0782
422.82;	3.0888
423.08;	3.0993
423.34;	3.1097
423.59;	3.1200
423.85;	3.1302
424.11;	3.1402
424.37;	3.1502
424.62;	3.1600
424.88;	3.1698
425.14;	3.1794
425.40;	3.1889
425.65;	3.1983
425.91;	3.2075
426.17;	3.2167
426.42;	3.2257
426.68;	3.2346
426.94;	3.2433
427.20;	3.2520
427.45;	3.2605
427.71;	3.2689
427.97;	3.2772
428.23;	3.2853
428.48;	3.2933
428.74;	3.3012
429.00;	3.3089
429.26;	3.3165
429.51;	3.3240
429.77;	3.3313
430.03;	3.3385
430.29;	3.3455
430.54;	3.3525
430.80;	3.3592
431.06;	3.3659
431.32;	3.3724
431.57;	3.3787
431.83;	3.3849
432.09;	3.3910
432.35;	3.3969
432.60;	3.4027
432.86;	3.4083
433.12;	3.4138
433.37;	3.4191
433.63;	3.4243
433.89;	3.4293
434.15;	3.4342
434.40;	3.4390
434.66;	3.4435
434.92;	3.4480
435.18;	3.4522
435.43;	3.4564
435.69;	3.4603
435.95;	3.4642
436.21;	3.4678
436.46;	3.4713
436.72;	3.4747
436.98;	3.4779
437.24;	3.4809
437.49;	3.4838
437.75;	3.4865
438.01;	3.4891
438.27;	3.4915
438.52;	3.4937
438.78;	3.4958
439.04;	3.4977
439.30;	3.4995
439.55;	3.5011
439.81;	3.5025
440.07;	3.5038
440.33;	3.5050
440.58;	3.5059
440.84;	3.5067
441.10;	3.5074
441.35;	3.5079
441.61;	3.5082
441.87;	3.5083
442.13;	3.5083
442.38;	3.5082
442.64;	3.5079
442.90;	3.5074
443.16;	3.5067
443.41;	3.5059
443.67;	3.5050
443.93;	3.5039
444.19;	3.5026
444.44;	3.5011
444.70;	3.4995
444.96;	3.4978
445.22;	3.4958
445.47;	3.4938
445.73;	3.4915
445.99;	3.4891
446.25;	3.4866
446.50;	3.4838
446.76;	3.4810
447.02;	3.4779
447.28;	3.4747
447.53;	3.4714
447.79;	3.4679
448.05;	3.4642
448.30;	3.4604
448.56;	3.4565
448.82;	3.4523
449.08;	3.4481
449.33;	3.4437
449.59;	3.4391
449.85;	3.4343
450.11;	3.4295
450.36;	3.4244
450.62;	3.4193
450.88;	3.4139
451.14;	3.4085
451.39;	3.4028
451.65;	3.3971
451.91;	3.3911
452.17;	3.3851
452.42;	3.3789
452.68;	3.3725
452.94;	3.3660
453.20;	3.3594
453.45;	3.3526
453.71;	3.3457
453.97;	3.3387
454.23;	3.3315
454.48;	3.3241
454.74;	3.3167
455.00;	3.3091
455.26;	3.3014
455.51;	3.2935
455.77;	3.2855
456.03;	3.2774
456.28;	3.2691
456.54;	3.2607
456.80;	3.2522
457.06;	3.2436
457.31;	3.2348
457.57;	3.2259
457.83;	3.2169
458.09;	3.2078
458.34;	3.1985
458.60;	3.1891
458.86;	3.1796
459.12;	3.1700
459.37;	3.1603
459.63;	3.1504
459.89;	3.1405
460.15;	3.1304
460.40;	3.1202
460.66;	3.1100
460.92;	3.0996
461.18;	3.0891
461.43;	3.0784
461.69;	3.0677
461.95;	3.0569
462.21;	3.0460
462.46;	3.0350
462.72;	3.0239
462.98;	3.0126
463.23;	3.0013
463.49;	2.9899
463.75;	2.9784
464.01;	2.9668
464.26;	2.9552
464.52;	2.9434
464.78;	2.9315
465.04;	2.9196
465.29;	2.9076
465.55;	2.8954
465.81;	2.8833
466.07;	2.8710
466.32;	2.8586
466.58;	2.8462
466.84;	2.8337
467.10;	2.8211
467.35;	2.8085
467.61;	2.7957
467.87;	2.7829
468.13;	2.7701
468.38;	2.7571
468.64;	2.7441
468.90;	2.7311
469.16;	2.7180
469.41;	2.7048
469.67;	2.6915
469.93;	2.6782
470.19;	2.6649
470.44;	2.6515
470.70;	2.6380
470.96;	2.6245
471.21;	2.6109
471.47;	2.5973
471.73;	2.5836
471.99;	2.5699
472.24;	2.5562
472.50;	2.5424
472.76;	2.5285
473.02;	2.5146
473.27;	2.5007
473.53;	2.4868
473.79;	2.4728
474.05;	2.4588
474.30;	2.4447
474.56;	2.4306
474.82;	2.4165
475.08;	2.4024
475.33;	2.3882
475.59;	2.3740
475.85;	2.3598
476.11;	2.3455
476.36;	2.3313
476.62;	2.3170
476.88;	2.3027
477.14;	2.2883
477.39;	2.2740
477.65;	2.2597
477.91;	2.2453
478.16;	2.2309
478.42;	2.2166
478.68;	2.2022
478.94;	2.1878
479.19;	2.1734
479.45;	2.1590
479.71;	2.1446
479.97;	2.1301
480.22;	2.1157
480.48;	2.1013
480.74;	2.0869
481.00;	2.0725
481.25;	2.0581
481.51;	2.0437
481.77;	2.0293
482.03;	2.0150
482.28;	2.0006
482.54;	1.9863
482.80;	1.9719
483.06;	1.9576
483.31;	1.9433
483.57;	1.9290
483.83;	1.9147
484.09;	1.9004
484.34;	1.8862
484.60;	1.8720
484.86;	1.8578
485.12;	1.8436
485.37;	1.8295
485.63;	1.8153
485.89;	1.8012
486.14;	1.7872
486.40;	1.7731
486.66;	1.7591
486.92;	1.7452
487.17;	1.7312
487.43;	1.7173
487.69;	1.7034
487.95;	1.6896
488.20;	1.6758
488.46;	1.6620
488.72;	1.6482
488.98;	1.6345
489.23;	1.6209
489.49;	1.6073
489.75;	1.5937
490.01;	1.5802
490.26;	1.5667
490.52;	1.5532
490.78;	1.5398
491.04;	1.5265
