wavelength, nm;	absorption
394.00;	0.7537
394.25;	0.7600
394.51;	0.7664
394.76;	0.7728
395.01;	0.7792
395.26;	0.7856
395.52;	0.7921
395.77;	0.7985
396.02;	0.8050
396.28;	0.8115
396.53;	0.8180
396.78;	0.8245
397.03;	0.8310
397.29;	0.8376
397.54;	0.8442
397.79;	0.8507
398.05;	0.8573
398.30;	0.8639
398.55;	0.8706
398.80;	0.8772
399.06;	0.8838
399.31;	0.8905
399.56;	0.8971
399.82;	0.9038
400.07;	0.9105
400.32;	0.9172
400.57;	0.9239
400.83;	0.9306
401.08;	0.9373
401.33;	0.9440
401.59;	0.9508
401.84;	0.9575
402.09;	0.9642
402.34;	0.9710
402.60;	0.9777
402.85;	0.9845
403.10;	0.9912
403.36;	0.9980
403.61;	1.0047
403.86;	1.0115
404.11;	1.0182
404.37;	1.0250
404.62;	1.0318
404.87;	1.0385
405.13;	1.0453
405.38;	1.0520
405.63;	1.0588
405.88;	1.0655
406.14;	1.0722
406.39;	1.0790
406.64;	1.0857
406.90;	1.0924
407.15;	1.0991
407.40;	1.1058
407.65;	1.1125
407.91;	1.1192
408.16;	1.1259
408.41;	1.1326
408.67;	1.1392
408.92;	1.1459
409.17;	1.1525
409.42;	1.1591
409.68;	1.1657
409.93;	1.1723
410.18;	1.1789
410.44;	1.1855
410.69;	1.1920
410.94;	1.1986
411.19;	1.2051
411.45;	1.2116
411.70;	1.2180
411.95;	1.2245
412.21;	1.2309
412.46;	1.2373
412.71;	1.2437
412.96;	1.2501
413.22;	1.2565
413.47;	1.2628
413.72;	1.2691
413.98;	1.2754
414.23;	1.2816
414.48;	1.2878
414.73;	1.2940
414.99;	1.3002
415.24;	1.3063
415.49;	1.3124
415.75;	1.3185
416.00;	1.3246
416.25;	1.3306
416.50;	1.3366
416.76;	1.3425
417.01;	1.3485
417.26;	1.3544
417.52;	1.3602
417.77;	1.3660
418.02;	1.3718
418.27;	1.3776
418.53;	1.3833
418.78;	1.3889
419.03;	1.3946
419.29;	1.4002
419.54;	1.4057
419.79;	1.4112
420.04;	1.4167
420.30;	1.4221
420.55;	1.4275
420.80;	1.4329
421.06;	1.4382
421.31;	1.4434
421.56;	1.4487
421.81;	1.4538
422.07;	1.4589
422.32;	1.4640
422.57;	1.4690
422.83;	1.4740
423.08;	1.4790
423.33;	1.4838
423.58;	1.4887
423.84;	1.4935
424.09;	1.4982
424.34;	1.5029
424.60;	1.5075
424.85;	1.5121
425.10;	1.5166
425.35;	1.5211
425.61;	1.5255
425.86;	1.5298
426.11;	1.5341
426.37;	1.5384
426.62;	1.5426
426.87;	1.5467
427.12;	1.5508
427.38;	1.5548
427.63;	1.5588
427.88;	1.5627
428.14;	1.5665
428.39;	1.5703
428.64;	1.5740
428.89;	1.5777
429.15;	1.5813
429.40;	1.5848
429.65;	1.5883
429.91;	1.5917
430.16;	1.5951
430.41;	1.5984
430.66;	1.6016
430.92;	1.6048
431.17;	1.6078
431.42;	1.6109
431.68;	1.6138
431.93;	1.6167
432.18;	1.6196
432.43;	1.6223
432.69;	1.6250
432.94;	1.6277
433.19;	1.6302
433.45;	1.6327
433.70;	1.6351
433.95;	1.6375
434.20;	1.6398
434.46;	1.6420
434.71;	1.6442
434.96;	1.6462
435.22;	1.6482
435.47;	1.6502
435.72;	1.6521
435.97;	1.6539
436.23;	1.6556
436.48;	1.6572
436.73;	1.6588
436.98;	1.6603
437.24;	1.6618
437.49;	1.6631
437.74;	1.6644
438.00;	1.6657
438.25;	1.6668
438.50;	1.6679
438.75;	1.6689
439.01;	1.6698
439.26;	1.6707
439.51;	1.6715
439.77;	1.6722
440.02;	1.6728
440.27;	1.6734
440.52;	1.6739
440.78;	1.6743
441.03;	1.6746
441.28;	1.6749
441.54;	1.6751
441.79;	1.6752
442.04;	1.6753
442.29;	1.6753
442.55;	1.6752
442.80;	1.6750
443.05;	1.6747
443.31;	1.6744
443.56;	1.6740
443.81;	1.6736
444.06;	1.6730
444.32;	1.6724
444.57;	1.6717
444.82;	1.6710
445.08;	1.6701
445.33;	1.6692
445.58;	1.6682
445.83;	1.6672
446.09;	1.6661
446.34;	1.6649
446.59;	1.6636
446.85;	1.6623
447.10;	1.6609
447.35;	1.6594
447.60;	1.6578
447.86;	1.6562
448.11;	1.6545
448.36;	1.6527
448.62;	1.6509
448.87;	1.6490
449.12;	1.6470
449.37;	1.6449
449.63;	1.6428
449.88;	1.6406
450.13;	1.6384
450.39;	1.6360
450.64;	1.6336
450.89;	1.6312
451.14;	1.6287
451.40;	1.6261
451.65;	1.6234
451.90;	1.6207
452.16;	1.6179
452.41;	1.6150
452.66;	1.6121
452.91;	1.6091
453.17;	1.6060
453.42;	1.6029
453.67;	1.5997
453.93;	1.5965
454.18;	1.5931
454.43;	1.5898
454.68;	1.5863
454.94;	1.5828
455.19;	1.5793
455.44;	1.5756
455.70;	1.5720
455.95;	1.5682
456.20;	1.5644
456.45;	1.5605
456.71;	1.5566
456.96;	1.5526
457.21;	1.5486
457.47;	1.5445
457.72;	1.5404
457.97;	1.5362
458.22;	1.5319
458.48;	1.5276
458.73;	1.5232
458.98;	1.5188
459.24;	1.5143
459.49;	1.5098
459.74;	1.5052
459.99;	1.5006
460.25;	1.4959
460.50;	1.4912
460.75;	1.4864
461.01;	1.4816
461.26;	1.4767
461.51;	1.4718
461.76;	1.4668
462.02;	1.4618
462.27;	1.4567
462.52;	1.4516
462.78;	1.4465
463.03;	1.4413
463.28;	1.4360
463.53;	1.4307
463.79;	1.4254
464.04;	1.4200
464.29;	1.4146
464.55;	1.4092
464.80;	1.4037
465.05;	1.3982
465.30;	1.3926
465.56;	1.3870
465.81;	1.3813
466.06;	1.3757
466.32;	1.3700
466.57;	1.3642
466.82;	1.3584
467.07;	1.3526
467.33;	1.3468
467.58;	1.3409
467.83;	1.3350
468.09;	1.3290
468.34;	1.3231
468.59;	1.3171
468.84;	1.3110
469.10;	1.3050
469.35;	1.2989
469.60;	1.2928
469.86;	1.2866
470.11;	1.2805
470.36;	1.2743
470.61;	1.2681
470.87;	1.2618
471.12;	1.2556
471.37;	1.2493
471.63;	1.2430
471.88;	1.2367
472.13;	1.2304
472.38;	1.2240
472.64;	1.2176
472.89;	1.2112
473.14;	1.2048
473.40;	1.1984
473.65;	1.1919
473.90;	1.1855
474.15;	1.1790
474.41;	1.1725
474.66;	1.1660
474.91;	1.1595
475.17;	1.1530
475.42;	1.1465
475.67;	1.1399
475.92;	1.1334
476.18;	1.1268
476.43;	1.1202
476.68;	1.1136
476.94;	1.1071
477.19;	1.1005
477.44;	1.0939
477.69;	1.0873
477.95;	1.0807
478.20;	1.0740
478.45;	1.0674
478.71;	1.0608
478.96;	1.0542
479.21;	1.0476
479.46;	1.0410
479.72;	1.0343
479.97;	1.0277
480.22;	1.0211
480.48;	1.0145
480.73;	1.0079
480.98;	1.0013
481.23;	0.9947
481.49;	0.9880
481.74;	0.9815
481.99;	0.9749
482.25;	0.9683
482.50;	0.9617
482.75;	0.9551
483.00;	0.9486
483.26;	0.9420
483.51;	0.9355
483.76;	0.9289
484.02;	0.9224
484.27;	0.9159
484.52;	0.9094
484.77;	0.9029
485.03;	0.8964
485.28;	0.8899
485.53;	0.8835
485.79;	0.8770
486.04;	0.8706
486.29;	0.8642
486.54;	0.8578
486.80;	0.8514
487.05;	0.8450
487.30;	0.8387
487.56;	0.8323
487.81;	0.8260
488.06;	0.8197
488.31;	0.8134
488.57;	0.8072
488.82;	0.8009
489.07;	0.7947
489.33;	0.7885
489.58;	0.7823
489.83;	0.7762
490.08;	0.7700
490.34;	0.7639
490.59;	0.7578
490.84;	0.7518
491.10;	0.7457
491.35;	0.7397
491.60;	0.7337
491.85;	0.7277
492.11;	0.7217
492.36;	0.7158
492.61;	0.7099
492.87;	0.7040
493.12;	0.6982
493.37;	0.6924
493.62;	0.6866
493.88;	0.6808
494.13;	0.6751
494.38;	0.6693
