wavelength, nm;	absorption
370.00;	0.5877
370.43;	0.6003
370.86;	0.6131
371.28;	0.6262
371.71;	0.6394
372.14;	0.6528
372.57;	0.6664
372.99;	0.6802
373.42;	0.6942
373.85;	0.7084
374.28;	0.7228
374.71;	0.7374
375.13;	0.7522
375.56;	0.7672
375.99;	0.7824
376.42;	0.7978
376.84;	0.8134
377.27;	0.8292
377.70;	0.8452
378.13;	0.8614
378.56;	0.8778
378.98;	0.8944
379.41;	0.9112
379.84;	0.9282
380.27;	0.9454
380.69;	0.9628
381.12;	0.9803
381.55;	0.9981
381.98;	1.0161
382.41;	1.0343
382.83;	1.0526
383.26;	1.0712
383.69;	1.0899
384.12;	1.1088
384.54;	1.1279
384.97;	1.1472
385.40;	1.1667
385.83;	1.1863
386.25;	1.2062
386.68;	1.2262
387.11;	1.2463
387.54;	1.2667
387.97;	1.2872
388.39;	1.3079
388.82;	1.3288
389.25;	1.3498
389.68;	1.3709
390.10;	1.3923
390.53;	1.4137
390.96;	1.4354
391.39;	1.4571
391.82;	1.4791
392.24;	1.5011
392.67;	1.5233
393.10;	1.5456
393.53;	1.5681
393.95;	1.5907
394.38;	1.6134
394.81;	1.6362
395.24;	1.6591
395.67;	1.6821
396.09;	1.7053
396.52;	1.7285
396.95;	1.7519
397.38;	1.7753
397.80;	1.7988
398.23;	1.8224
398.66;	1.8461
399.09;	1.8698
399.52;	1.8936
399.94;	1.9174
400.37;	1.9414
400.80;	1.9653
401.23;	1.9893
401.65;	2.0134
402.08;	2.0375
402.51;	2.0616
402.94;	2.0857
403.37;	2.1098
403.79;	2.1340
404.22;	2.1581
404.65;	2.1823
405.08;	2.2064
405.50;	2.2306
405.93;	2.2547
406.36;	2.2787
406.79;	2.3028
407.22;	2.3268
407.64;	2.3507
408.07;	2.3746
408.50;	2.3985
408.93;	2.4222
409.35;	2.4459
409.78;	2.4695
410.21;	2.4931
410.64;	2.5165
411.07;	2.5398
411.49;	2.5630
411.92;	2.5861
412.35;	2.6091
412.78;	2.6320
413.20;	2.6547
413.63;	2.6773
414.06;	2.6997
414.49;	2.7219
414.92;	2.7440
415.34;	2.7660
415.77;	2.7877
416.20;	2.8093
416.63;	2.8307
417.05;	2.8518
417.48;	2.8728
417.91;	2.8936
418.34;	2.9141
418.76;	2.9344
419.19;	2.9545
419.62;	2.9743
420.05;	2.9939
420.48;	3.0133
420.90;	3.0324
421.33;	3.0512
421.76;	3.0697
422.19;	3.0880
422.61;	3.1060
423.04;	3.1237
423.47;	3.1411
423.90;	3.1581
424.33;	3.1749
424.75;	3.1914
425.18;	3.2075
425.61;	3.2234
426.04;	3.2388
426.46;	3.2540
426.89;	3.2688
427.32;	3.2832
427.75;	3.2973
428.18;	3.3111
428.60;	3.3245
429.03;	3.3375
429.46;	3.3501
429.89;	3.3624
430.31;	3.3742
430.74;	3.3857
431.17;	3.3968
431.60;	3.4075
432.03;	3.4178
432.45;	3.4277
432.88;	3.4372
433.31;	3.4463
433.74;	3.4549
434.16;	3.4632
434.59;	3.4710
435.02;	3.4784
435.45;	3.4854
435.88;	3.4920
436.30;	3.4981
436.73;	3.5038
437.16;	3.5090
437.59;	3.5138
438.01;	3.5182
438.44;	3.5221
438.87;	3.5256
439.30;	3.5287
439.73;	3.5313
440.15;	3.5334
440.58;	3.5352
441.01;	3.5364
441.44;	3.5372
441.86;	3.5376
442.29;	3.5375
442.72;	3.5370
443.15;	3.5360
443.58;	3.5346
444.00;	3.5327
444.43;	3.5304
444.86;	3.5276
445.29;	3.5244
445.71;	3.5208
446.14;	3.5167
446.57;	3.5121
447.00;	3.5072
447.42;	3.5018
447.85;	3.4959
448.28;	3.4896
448.71;	3.4829
449.14;	3.4758
449.56;	3.4682
449.99;	3.4603
450.42;	3.4519
450.85;	3.4431
451.27;	3.4338
451.70;	3.4242
452.13;	3.4141
452.56;	3.4037
452.99;	3.3929
453.41;	3.3816
453.84;	3.3700
454.27;	3.3580
454.70;	3.3456
455.12;	3.3328
455.55;	3.3197
455.98;	3.3062
456.41;	3.2923
456.84;	3.2781
457.26;	3.2635
457.69;	3.2486
458.12;	3.2333
458.55;	3.2177
458.97;	3.2018
459.40;	3.1855
459.83;	3.1689
460.26;	3.1520
460.69;	3.1348
461.11;	3.1173
461.54;	3.0995
461.97;	3.0815
462.40;	3.0631
462.82;	3.0444
463.25;	3.0255
463.68;	3.0064
464.11;	2.9869
464.54;	2.9672
464.96;	2.9473
465.39;	2.9271
465.82;	2.9068
466.25;	2.8861
466.67;	2.8653
467.10;	2.8443
467.53;	2.8230
467.96;	2.8016
468.39;	2.7799
468.81;	2.7581
469.24;	2.7361
469.67;	2.7140
470.10;	2.6916
470.52;	2.6692
470.95;	2.6466
471.38;	2.6238
471.81;	2.6009
472.24;	2.5779
472.66;	2.5547
473.09;	2.5315
473.52;	2.5081
473.95;	2.4846
474.37;	2.4611
474.80;	2.4374
475.23;	2.4137
475.66;	2.3899
476.08;	2.3661
476.51;	2.3422
476.94;	2.3182
477.37;	2.2942
477.80;	2.2701
478.22;	2.2461
478.65;	2.2220
479.08;	2.1978
479.51;	2.1737
479.93;	2.1495
480.36;	2.1254
480.79;	2.1012
481.22;	2.0771
481.65;	2.0530
482.07;	2.0289
482.50;	2.0048
482.93;	1.9808
483.36;	1.9568
483.78;	1.9329
484.21;	1.9090
484.64;	1.8852
485.07;	1.8614
485.50;	1.8377
485.92;	1.8140
486.35;	1.7905
486.78;	1.7670
487.21;	1.7436
487.63;	1.7203
488.06;	1.6971
488.49;	1.6740
488.92;	1.6510
489.35;	1.6282
489.77;	1.6054
490.20;	1.5827
490.63;	1.5602
491.06;	1.5378
491.48;	1.5155
491.91;	1.4934
492.34;	1.4714
492.77;	1.4495
493.20;	1.4278
493.62;	1.4063
494.05;	1.3848
494.48;	1.3636
494.91;	1.3425
495.33;	1.3215
495.76;	1.3007
496.19;	1.2801
496.62;	1.2597
497.05;	1.2394
497.47;	1.2193
497.90;	1.1993
498.33;	1.1796
498.76;	1.1600
499.18;	1.1406
499.61;	1.1214
500.04;	1.1024
500.47;	1.0835
500.90;	1.0649
501.32;	1.0464
501.75;	1.0281
502.18;	1.0100
502.61;	0.9921
