wavelength, nm;	absorption
392.00;	1.4491
392.37;	1.4675
392.73;	1.4860
393.10;	1.5046
393.46;	1.5233
393.83;	1.5421
394.19;	1.5610
394.56;	1.5799
394.93;	1.5989
395.29;	1.6180
395.66;	1.6372
396.02;	1.6565
396.39;	1.6758
396.76;	1.6952
397.12;	1.7147
397.49;	1.7342
397.85;	1.7538
398.22;	1.7734
398.58;	1.7931
398.95;	1.8128
399.32;	1.8326
399.68;	1.8525
400.05;	1.8724
400.41;	1.8923
400.78;	1.9122
401.14;	1.9322
401.51;	1.9522
401.88;	1.9722
402.24;	1.9923
402.61;	2.0124
402.97;	2.0325
403.34;	2.0526
403.71;	2.0727
404.07;	2.0928
404.44;	2.1129
404.80;	2.1330
405.17;	2.1531
405.53;	2.1732
405.90;	2.1932
406.27;	2.2133
406.63;	2.2333
407.00;	2.2533
407.36;	2.2733
407.73;	2.2932
408.09;	2.3131
408.46;	2.3329
408.83;	2.3527
409.19;	2.3725
409.56;	2.3921
409.92;	2.4118
410.29;	2.4313
410.66;	2.4508
411.02;	2.4703
411.39;	2.4896
411.75;	2.5089
412.12;	2.5280
412.48;	2.5471
412.85;	2.5661
413.22;	2.5850
413.58;	2.6038
413.95;	2.6225
414.31;	2.6411
414.68;	2.6596
415.04;	2.6779
415.41;	2.6961
415.78;	2.7142
416.14;	2.7322
416.51;	2.7500
416.87;	2.7677
417.24;	2.7853
417.61;	2.8027
417.97;	2.8199
418.34;	2.8370
418.70;	2.8539
419.07;	2.8707
419.43;	2.8873
419.80;	2.9037
420.17;	2.9199
420.53;	2.9360
420.90;	2.9519
421.26;	2.9675
421.63;	2.9830
421.99;	2.9983
422.36;	3.0134
422.73;	3.0283
423.09;	3.0430
423.46;	3.0575
423.82;	3.0717
424.19;	3.0857
424.56;	3.0996
424.92;	3.1131
425.29;	3.1265
425.65;	3.1396
426.02;	3.1525
426.38;	3.1651
426.75;	3.1775
427.12;	3.1897
427.48;	3.2016
427.85;	3.2132
428.21;	3.2246
428.58;	3.2358
428.94;	3.2466
429.31;	3.2572
429.68;	3.2676
430.04;	3.2776
430.41;	3.2874
430.77;	3.2970
431.14;	3.3062
431.51;	3.3151
431.87;	3.3238
432.24;	3.3322
432.60;	3.3403
432.97;	3.3481
433.33;	3.3556
433.70;	3.3628
434.07;	3.3698
434.43;	3.3764
434.80;	3.3827
435.16;	3.3887
435.53;	3.3945
435.89;	3.3999
436.26;	3.4050
436.63;	3.4098
436.99;	3.4143
437.36;	3.4184
437.72;	3.4223
438.09;	3.4259
438.46;	3.4291
438.82;	3.4320
439.19;	3.4346
439.55;	3.4369
439.92;	3.4389
440.28;	3.4405
440.65;	3.4419
441.02;	3.4429
441.38;	3.4436
441.75;	3.4440
442.11;	3.4441
442.48;	3.4438
442.84;	3.4432
443.21;	3.4423
443.58;	3.4411
443.94;	3.4396
444.31;	3.4377
444.67;	3.4356
445.04;	3.4331
445.41;	3.4303
445.77;	3.4272
446.14;	3.4237
446.50;	3.4200
446.87;	3.4160
447.23;	3.4116
447.60;	3.4069
447.97;	3.4019
448.33;	3.3966
448.70;	3.3910
449.06;	3.3851
449.43;	3.3789
449.79;	3.3724
450.16;	3.3656
450.53;	3.3585
450.89;	3.3511
451.26;	3.3434
451.62;	3.3355
451.99;	3.3272
452.36;	3.3186
452.72;	3.3098
453.09;	3.3007
453.45;	3.2913
453.82;	3.2816
454.18;	3.2716
454.55;	3.2614
454.92;	3.2509
455.28;	3.2401
455.65;	3.2291
456.01;	3.2178
456.38;	3.2063
456.74;	3.1945
457.11;	3.1824
457.48;	3.1701
457.84;	3.1576
458.21;	3.1448
458.57;	3.1318
458.94;	3.1185
459.31;	3.1050
459.67;	3.0913
460.04;	3.0774
460.40;	3.0632
460.77;	3.0488
461.13;	3.0342
461.50;	3.0194
461.87;	3.0044
462.23;	2.9892
462.60;	2.9738
462.96;	2.9582
463.33;	2.9424
463.69;	2.9264
464.06;	2.9102
464.43;	2.8939
464.79;	2.8774
465.16;	2.8607
465.52;	2.8438
465.89;	2.8268
466.26;	2.8096
466.62;	2.7923
466.99;	2.7748
467.35;	2.7572
467.72;	2.7394
468.08;	2.7215
468.45;	2.7035
468.82;	2.6853
469.18;	2.6670
469.55;	2.6486
469.91;	2.6301
470.28;	2.6115
470.64;	2.5927
471.01;	2.5739
471.38;	2.5549
471.74;	2.5359
472.11;	2.5167
472.47;	2.4975
472.84;	2.4782
473.21;	2.4588
473.57;	2.4393
473.94;	2.4198
474.30;	2.4002
474.67;	2.3806
475.03;	2.3609
475.40;	2.3411
475.77;	2.3213
476.13;	2.3014
476.50;	2.2815
476.86;	2.2616
477.23;	2.2416
477.59;	2.2216
477.96;	2.2016
478.33;	2.1815
478.69;	2.1615
479.06;	2.1414
479.42;	2.1213
479.79;	2.1012
480.16;	2.0811
480.52;	2.0610
480.89;	2.0409
481.25;	2.0209
481.62;	2.0008
481.98;	1.9807
482.35;	1.9607
482.72;	1.9407
483.08;	1.9207
483.45;	1.9008
483.81;	1.8809
484.18;	1.8610
484.54;	1.8412
484.91;	1.8214
485.28;	1.8016
485.64;	1.7819
486.01;	1.7623
486.37;	1.7427
486.74;	1.7231
487.11;	1.7037
487.47;	1.6843
487.84;	1.6649
488.20;	1.6457
488.57;	1.6265
488.93;	1.6074
489.30;	1.5883
489.67;	1.5694
490.03;	1.5505
490.40;	1.5317
490.76;	1.5130
491.13;	1.4944
491.49;	1.4759
491.86;	1.4575
492.23;	1.4391
492.59;	1.4209
492.96;	1.4028
493.32;	1.3848
493.69;	1.3669
494.06;	1.3491
494.42;	1.3314
494.79;	1.3138
495.15;	1.2963
495.52;	1.2790
495.88;	1.2617
496.25;	1.2446
496.62;	1.2276
496.98;	1.2107
497.35;	1.1940
497.71;	1.1774
498.08;	1.1609
498.44;	1.1445
498.81;	1.1282
499.18;	1.1121
499.54;	1.0961
499.91;	1.0803
500.27;	1.0645
500.64;	1.0489
501.01;	1.0335
501.37;	1.0182
501.74;	1.0030
502.10;	0.9879
502.47;	0.9730
502.83;	0.9582
503.20;	0.9436
503.57;	0.9291
503.93;	0.9148
504.30;	0.9005
504.66;	0.8865
505.03;	0.8725
505.39;	0.8587
505.76;	0.8451
506.13;	0.8316
