wavelength, nm;	absorption
399.00;	1.7989
399.23;	1.8113
399.46;	1.8237
399.69;	1.8362
399.93;	1.8486
400.16;	1.8611
400.39;	1.8736
400.62;	1.8861
400.85;	1.8986
401.08;	1.9112
401.31;	1.9237
401.55;	1.9363
401.78;	1.9488
402.01;	1.9614
402.24;	1.9740
402.47;	1.9865
402.70;	1.9991
402.94;	2.0117
403.17;	2.0243
403.40;	2.0369
403.63;	2.0495
403.86;	2.0622
404.09;	2.0748
404.32;	2.0874
404.56;	2.1000
404.79;	2.1126
405.02;	2.1252
405.25;	2.1378
405.48;	2.1504
405.71;	2.1629
405.94;	2.1755
406.18;	2.1881
406.41;	2.2007
406.64;	2.2132
406.87;	2.2257
407.10;	2.2383
407.33;	2.2508
407.56;	2.2633
407.80;	2.2758
408.03;	2.2882
408.26;	2.3007
408.49;	2.3131
408.72;	2.3256
408.95;	2.3379
409.18;	2.3503
409.42;	2.3627
409.65;	2.3750
409.88;	2.3873
410.11;	2.3996
410.34;	2.4118
410.57;	2.4241
410.81;	2.4363
411.04;	2.4484
411.27;	2.4606
411.50;	2.4727
411.73;	2.4848
411.96;	2.4968
412.19;	2.5088
412.43;	2.5208
412.66;	2.5327
412.89;	2.5446
413.12;	2.5564
413.35;	2.5683
413.58;	2.5800
413.81;	2.5918
414.05;	2.6035
414.28;	2.6151
414.51;	2.6267
414.74;	2.6383
414.97;	2.6498
415.20;	2.6612
415.43;	2.6726
415.67;	2.6840
415.90;	2.6953
416.13;	2.7065
416.36;	2.7177
416.59;	2.7289
416.82;	2.7400
417.06;	2.7510
417.29;	2.7620
417.52;	2.7729
417.75;	2.7837
417.98;	2.7945
418.21;	2.8052
418.44;	2.8159
418.68;	2.8265
418.91;	2.8370
419.14;	2.8475
419.37;	2.8579
419.60;	2.8683
419.83;	2.8785
420.06;	2.8887
420.30;	2.8988
420.53;	2.9089
420.76;	2.9189
420.99;	2.9288
421.22;	2.9386
421.45;	2.9483
421.68;	2.9580
421.92;	2.9676
422.15;	2.9771
422.38;	2.9866
422.61;	2.9959
422.84;	3.0052
423.07;	3.0144
423.30;	3.0235
423.54;	3.0325
423.77;	3.0414
424.00;	3.0503
424.23;	3.0590
424.46;	3.0677
424.69;	3.0763
424.93;	3.0848
425.16;	3.0932
425.39;	3.1015
425.62;	3.1097
425.85;	3.1178
426.08;	3.1258
426.31;	3.1338
426.55;	3.1416
426.78;	3.1493
427.01;	3.1570
427.24;	3.1645
427.47;	3.1719
427.70;	3.1793
427.93;	3.1865
428.17;	3.1936
428.40;	3.2007
428.63;	3.2076
428.86;	3.2144
429.09;	3.2211
429.32;	3.2278
429.55;	3.2343
429.79;	3.2407
430.02;	3.2470
430.25;	3.2531
430.48;	3.2592
430.71;	3.2652
430.94;	3.2710
431.18;	3.2768
431.41;	3.2824
431.64;	3.2879
431.87;	3.2933
432.10;	3.2986
432.33;	3.3038
432.56;	3.3089
432.80;	3.3138
433.03;	3.3186
433.26;	3.3234
433.49;	3.3280
433.72;	3.3324
433.95;	3.3368
434.18;	3.3410
434.42;	3.3452
434.65;	3.3492
434.88;	3.3531
435.11;	3.3568
435.34;	3.3605
435.57;	3.3640
435.80;	3.3674
436.04;	3.3707
436.27;	3.3739
436.50;	3.3769
436.73;	3.3798
436.96;	3.3826
437.19;	3.3853
437.43;	3.3878
437.66;	3.3903
437.89;	3.3926
438.12;	3.3947
438.35;	3.3968
438.58;	3.3987
438.81;	3.4005
439.05;	3.4022
439.28;	3.4037
439.51;	3.4052
439.74;	3.4065
439.97;	3.4076
440.20;	3.4087
440.43;	3.4096
440.67;	3.4104
440.90;	3.4111
441.13;	3.4116
441.36;	3.4120
441.59;	3.4123
441.82;	3.4125
442.05;	3.4125
442.29;	3.4124
442.52;	3.4122
442.75;	3.4119
442.98;	3.4114
443.21;	3.4108
443.44;	3.4101
443.67;	3.4092
443.91;	3.4082
444.14;	3.4071
444.37;	3.4059
444.60;	3.4046
444.83;	3.4031
445.06;	3.4015
445.30;	3.3997
445.53;	3.3979
445.76;	3.3959
445.99;	3.3938
446.22;	3.3916
446.45;	3.3892
446.68;	3.3867
446.92;	3.3841
447.15;	3.3814
447.38;	3.3786
447.61;	3.3756
447.84;	3.3725
448.07;	3.3693
448.30;	3.3659
448.54;	3.3625
448.77;	3.3589
449.00;	3.3552
449.23;	3.3514
449.46;	3.3474
449.69;	3.3434
449.92;	3.3392
450.16;	3.3349
