wavelength, nm;	absorption
396.00;	1.6932
396.32;	1.7103
396.63;	1.7275
396.95;	1.7447
397.27;	1.7620
397.58;	1.7793
397.90;	1.7967
398.22;	1.8141
398.53;	1.8315
398.85;	1.8490
399.17;	1.8665
399.48;	1.8841
399.80;	1.9017
400.12;	1.9193
400.44;	1.9369
400.75;	1.9546
401.07;	1.9723
401.39;	1.9900
401.70;	2.0078
402.02;	2.0255
402.34;	2.0433
402.65;	2.0611
402.97;	2.0789
403.29;	2.0967
403.60;	2.1145
403.92;	2.1323
404.24;	2.1501
404.55;	2.1680
404.87;	2.1858
405.19;	2.2036
405.50;	2.2214
405.82;	2.2391
406.14;	2.2569
406.45;	2.2746
406.77;	2.2924
407.09;	2.3101
407.40;	2.3278
407.72;	2.3454
408.04;	2.3630
408.35;	2.3806
408.67;	2.3982
408.99;	2.4157
409.31;	2.4332
409.62;	2.4506
409.94;	2.4680
410.26;	2.4853
410.57;	2.5026
410.89;	2.5198
411.21;	2.5370
411.52;	2.5541
411.84;	2.5711
412.16;	2.5881
412.47;	2.6050
412.79;	2.6219
413.11;	2.6386
413.42;	2.6553
413.74;	2.6719
414.06;	2.6885
414.37;	2.7049
414.69;	2.7212
415.01;	2.7375
415.32;	2.7537
415.64;	2.7697
415.96;	2.7857
416.27;	2.8016
416.59;	2.8173
416.91;	2.8330
417.23;	2.8485
417.54;	2.8639
417.86;	2.8792
418.18;	2.8944
418.49;	2.9095
418.81;	2.9244
419.13;	2.9393
419.44;	2.9539
419.76;	2.9685
420.08;	2.9829
420.39;	2.9972
420.71;	3.0113
421.03;	3.0253
421.34;	3.0392
421.66;	3.0529
421.98;	3.0664
422.29;	3.0798
422.61;	3.0930
422.93;	3.1061
423.24;	3.1190
423.56;	3.1318
423.88;	3.1444
424.19;	3.1568
424.51;	3.1690
424.83;	3.1811
425.15;	3.1930
425.46;	3.2047
425.78;	3.2162
426.10;	3.2276
426.41;	3.2388
426.73;	3.2498
427.05;	3.2605
427.36;	3.2711
427.68;	3.2816
428.00;	3.2918
428.31;	3.3018
428.63;	3.3116
428.95;	3.3212
429.26;	3.3306
429.58;	3.3398
429.90;	3.3488
430.21;	3.3576
430.53;	3.3662
430.85;	3.3745
431.16;	3.3827
431.48;	3.3906
431.80;	3.3983
432.11;	3.4058
432.43;	3.4131
432.75;	3.4202
433.06;	3.4270
433.38;	3.4336
433.70;	3.4400
434.02;	3.4461
434.33;	3.4521
434.65;	3.4578
434.97;	3.4632
435.28;	3.4684
435.60;	3.4734
435.92;	3.4782
436.23;	3.4827
436.55;	3.4870
436.87;	3.4911
437.18;	3.4949
437.50;	3.4985
437.82;	3.5018
438.13;	3.5049
438.45;	3.5077
438.77;	3.5103
439.08;	3.5127
439.40;	3.5148
439.72;	3.5167
440.03;	3.5184
440.35;	3.5198
440.67;	3.5209
440.98;	3.5218
441.30;	3.5225
441.62;	3.5229
441.94;	3.5231
442.25;	3.5230
442.57;	3.5227
442.89;	3.5221
443.20;	3.5213
443.52;	3.5203
443.84;	3.5190
444.15;	3.5174
444.47;	3.5157
444.79;	3.5136
445.10;	3.5114
445.42;	3.5089
445.74;	3.5061
446.05;	3.5031
446.37;	3.4999
446.69;	3.4964
447.00;	3.4927
447.32;	3.4887
447.64;	3.4845
447.95;	3.4801
448.27;	3.4754
448.59;	3.4706
448.90;	3.4654
449.22;	3.4601
449.54;	3.4545
449.85;	3.4486
450.17;	3.4426
450.49;	3.4363
450.81;	3.4298
451.12;	3.4230
451.44;	3.4161
451.76;	3.4089
452.07;	3.4015
452.39;	3.3939
452.71;	3.3860
453.02;	3.3780
453.34;	3.3697
453.66;	3.3612
453.97;	3.3525
454.29;	3.3436
454.61;	3.3345
454.92;	3.3252
455.24;	3.3156
455.56;	3.3059
455.87;	3.2960
456.19;	3.2858
456.51;	3.2755
456.82;	3.2650
457.14;	3.2543
457.46;	3.2434
457.77;	3.2323
458.09;	3.2210
458.41;	3.2095
458.73;	3.1979
459.04;	3.1861
459.36;	3.1741
459.68;	3.1619
459.99;	3.1496
460.31;	3.1371
460.63;	3.1244
460.94;	3.1115
461.26;	3.0985
461.58;	3.0853
461.89;	3.0720
462.21;	3.0585
462.53;	3.0449
462.84;	3.0311
463.16;	3.0172
463.48;	3.0031
463.79;	2.9889
464.11;	2.9745
464.43;	2.9600
464.74;	2.9454
465.06;	2.9307
465.38;	2.9158
465.69;	2.9008
466.01;	2.8856
466.33;	2.8704
466.65;	2.8550
466.96;	2.8395
467.28;	2.8239
467.60;	2.8082
467.91;	2.7924
468.23;	2.7764
468.55;	2.7604
468.86;	2.7443
469.18;	2.7281
469.50;	2.7118
469.81;	2.6954
470.13;	2.6789
470.45;	2.6623
470.76;	2.6457
471.08;	2.6289
471.40;	2.6121
471.71;	2.5953
472.03;	2.5783
472.35;	2.5613
472.66;	2.5442
472.98;	2.5271
473.30;	2.5099
473.61;	2.4926
473.93;	2.4753
474.25;	2.4579
474.56;	2.4405
474.88;	2.4231
475.20;	2.4056
475.52;	2.3881
475.83;	2.3705
476.15;	2.3529
476.47;	2.3352
476.78;	2.3176
477.10;	2.2999
477.42;	2.2822
477.73;	2.2644
478.05;	2.2467
478.37;	2.2289
478.68;	2.2111
479.00;	2.1933
479.32;	2.1755
479.63;	2.1577
479.95;	2.1399
480.27;	2.1221
480.58;	2.1043
480.90;	2.0865
