wavelength, nm;	absorption
355.00;	0.2551
355.39;	0.2612
355.78;	0.2674
356.18;	0.2737
356.57;	0.2801
356.96;	0.2867
357.35;	0.2933
357.74;	0.3001
358.13;	0.3071
358.53;	0.3141
358.92;	0.3213
359.31;	0.3286
359.70;	0.3360
360.09;	0.3436
360.48;	0.3513
360.88;	0.3591
361.27;	0.3671
361.66;	0.3752
362.05;	0.3835
362.44;	0.3918
362.83;	0.4004
363.23;	0.4090
363.62;	0.4178
364.01;	0.4268
364.40;	0.4359
364.79;	0.4452
365.18;	0.4546
365.58;	0.4641
365.97;	0.4738
366.36;	0.4836
366.75;	0.4936
367.14;	0.5038
367.53;	0.5141
367.93;	0.5246
368.32;	0.5352
368.71;	0.5460
369.10;	0.5569
369.49;	0.5680
369.88;	0.5792
370.28;	0.5906
370.67;	0.6022
371.06;	0.6139
371.45;	0.6258
371.84;	0.6379
372.23;	0.6501
372.63;	0.6625
373.02;	0.6751
373.41;	0.6878
373.80;	0.7007
374.19;	0.7137
374.58;	0.7269
374.98;	0.7403
375.37;	0.7538
375.76;	0.7675
376.15;	0.7814
376.54;	0.7954
376.93;	0.8096
377.33;	0.8240
377.72;	0.8386
378.11;	0.8533
378.50;	0.8681
378.89;	0.8832
379.28;	0.8984
379.68;	0.9137
380.07;	0.9293
380.46;	0.9450
380.85;	0.9608
381.24;	0.9768
381.63;	0.9930
382.03;	1.0094
382.42;	1.0259
382.81;	1.0425
383.20;	1.0593
383.59;	1.0763
383.98;	1.0934
384.38;	1.1107
384.77;	1.1282
385.16;	1.1457
385.55;	1.1635
385.94;	1.1814
386.33;	1.1994
386.73;	1.2176
387.12;	1.2359
387.51;	1.2544
387.90;	1.2730
388.29;	1.2917
388.69;	1.3106
389.08;	1.3297
389.47;	1.3488
389.86;	1.3681
390.25;	1.3875
390.64;	1.4070
391.04;	1.4267
391.43;	1.4465
391.82;	1.4664
392.21;	1.4864
392.60;	1.5065
392.99;	1.5268
393.39;	1.5471
393.78;	1.5676
394.17;	1.5881
394.56;	1.6088
394.95;	1.6295
395.34;	1.6504
395.74;	1.6713
396.13;	1.6923
396.52;	1.7134
396.91;	1.7346
397.30;	1.7559
397.69;	1.7772
398.09;	1.7986
398.48;	1.8200
398.87;	1.8415
399.26;	1.8631
399.65;	1.8847
400.04;	1.9064
400.44;	1.9281
400.83;	1.9499
401.22;	1.9717
401.61;	1.9935
402.00;	2.0154
402.39;	2.0372
402.79;	2.0591
403.18;	2.0810
403.57;	2.1030
403.96;	2.1249
404.35;	2.1468
404.74;	2.1687
405.14;	2.1906
405.53;	2.2125
405.92;	2.2344
406.31;	2.2563
406.70;	2.2781
407.09;	2.2999
407.49;	2.3217
407.88;	2.3434
408.27;	2.3650
408.66;	2.3866
409.05;	2.4082
409.44;	2.4297
409.84;	2.4511
410.23;	2.4725
410.62;	2.4937
411.01;	2.5149
411.40;	2.5360
411.79;	2.5570
412.19;	2.5779
412.58;	2.5987
412.97;	2.6194
413.36;	2.6399
413.75;	2.6604
414.14;	2.6807
414.54;	2.7009
414.93;	2.7209
415.32;	2.7409
415.71;	2.7606
416.10;	2.7802
416.49;	2.7997
416.89;	2.8190
417.28;	2.8381
417.67;	2.8570
418.06;	2.8758
418.45;	2.8944
418.84;	2.9128
419.24;	2.9310
419.63;	2.9490
420.02;	2.9668
420.41;	2.9843
420.80;	3.0017
421.20;	3.0188
421.59;	3.0358
421.98;	3.0525
422.37;	3.0689
422.76;	3.0851
423.15;	3.1011
423.55;	3.1169
423.94;	3.1323
424.33;	3.1475
424.72;	3.1625
425.11;	3.1772
425.50;	3.1916
425.90;	3.2058
426.29;	3.2196
426.68;	3.2332
427.07;	3.2465
427.46;	3.2595
427.85;	3.2722
428.25;	3.2846
428.64;	3.2967
429.03;	3.3085
429.42;	3.3200
429.81;	3.3312
430.20;	3.3420
430.60;	3.3526
430.99;	3.3628
431.38;	3.3726
431.77;	3.3822
432.16;	3.3914
432.55;	3.4003
432.95;	3.4088
433.34;	3.4170
433.73;	3.4249
434.12;	3.4324
434.51;	3.4396
434.90;	3.4464
435.30;	3.4528
435.69;	3.4589
436.08;	3.4647
436.47;	3.4701
436.86;	3.4751
437.25;	3.4798
437.65;	3.4841
438.04;	3.4880
438.43;	3.4916
438.82;	3.4948
439.21;	3.4976
439.60;	3.5000
440.00;	3.5021
440.39;	3.5039
440.78;	3.5052
441.17;	3.5062
441.56;	3.5068
441.95;	3.5070
442.35;	3.5069
442.74;	3.5064
443.13;	3.5055
443.52;	3.5042
443.91;	3.5026
444.30;	3.5006
444.70;	3.4982
445.09;	3.4955
445.48;	3.4924
445.87;	3.4889
446.26;	3.4850
446.65;	3.4808
447.05;	3.4762
447.44;	3.4713
447.83;	3.4660
448.22;	3.4603
448.61;	3.4543
449.00;	3.4480
449.40;	3.4412
449.79;	3.4342
450.18;	3.4267
450.57;	3.4190
450.96;	3.4108
451.35;	3.4024
451.75;	3.3936
452.14;	3.3844
452.53;	3.3750
452.92;	3.3652
453.31;	3.3550
453.71;	3.3446
454.10;	3.3338
454.49;	3.3227
454.88;	3.3113
455.27;	3.2996
455.66;	3.2875
456.06;	3.2752
456.45;	3.2626
456.84;	3.2496
457.23;	3.2364
457.62;	3.2229
458.01;	3.2091
458.41;	3.1950
458.80;	3.1807
459.19;	3.1661
459.58;	3.1512
459.97;	3.1360
460.36;	3.1206
460.76;	3.1049
461.15;	3.0890
461.54;	3.0729
461.93;	3.0565
462.32;	3.0398
462.71;	3.0230
463.11;	3.0059
463.50;	2.9886
463.89;	2.9710
464.28;	2.9533
464.67;	2.9353
465.06;	2.9172
465.46;	2.8989
465.85;	2.8803
466.24;	2.8616
466.63;	2.8427
467.02;	2.8236
467.41;	2.8044
467.81;	2.7850
468.20;	2.7654
468.59;	2.7457
468.98;	2.7258
469.37;	2.7058
469.76;	2.6857
470.16;	2.6654
470.55;	2.6450
470.94;	2.6244
471.33;	2.6038
471.72;	2.5830
472.11;	2.5621
472.51;	2.5412
472.90;	2.5201
473.29;	2.4989
473.68;	2.4777
474.07;	2.4564
474.46;	2.4350
474.86;	2.4135
475.25;	2.3920
475.64;	2.3704
476.03;	2.3487
476.42;	2.3270
476.81;	2.3053
477.21;	2.2835
477.60;	2.2617
477.99;	2.2399
478.38;	2.2180
478.77;	2.1961
479.16;	2.1742
479.56;	2.1523
479.95;	2.1304
480.34;	2.1085
480.73;	2.0865
481.12;	2.0646
481.51;	2.0427
481.91;	2.0209
482.30;	1.9990
482.69;	1.9772
483.08;	1.9554
483.47;	1.9336
483.86;	1.9119
484.26;	1.8903
484.65;	1.8686
485.04;	1.8470
485.43;	1.8255
485.82;	1.8041
486.22;	1.7827
486.61;	1.7613
487.00;	1.7401
487.39;	1.7189
487.78;	1.6978
488.17;	1.6768
488.57;	1.6558
488.96;	1.6350
489.35;	1.6142
489.74;	1.5935
490.13;	1.5730
490.52;	1.5525
490.92;	1.5321
491.31;	1.5119
491.70;	1.4917
492.09;	1.4717
492.48;	1.4518
492.87;	1.4320
493.27;	1.4123
493.66;	1.3927
494.05;	1.3733
494.44;	1.3540
494.83;	1.3348
495.22;	1.3158
495.62;	1.2969
496.01;	1.2781
496.40;	1.2595
496.79;	1.2410
497.18;	1.2227
497.57;	1.2045
497.97;	1.1864
498.36;	1.1685
498.75;	1.1507
499.14;	1.1331
499.53;	1.1157
499.92;	1.0984
500.32;	1.0812
500.71;	1.0642
501.10;	1.0474
501.49;	1.0307
501.88;	1.0142
502.27;	0.9978
502.67;	0.9816
503.06;	0.9656
503.45;	0.9497
503.84;	0.9340
504.23;	0.9184
504.62;	0.9030
505.02;	0.8878
505.41;	0.8728
505.80;	0.8579
506.19;	0.8431
506.58;	0.8286
506.97;	0.8142
507.37;	0.8000
507.76;	0.7859
508.15;	0.7720
508.54;	0.7583
508.93;	0.7447
509.32;	0.7313
509.72;	0.7181
510.11;	0.7050
510.50;	0.6921
510.89;	0.6794
511.28;	0.6668
511.67;	0.6544
512.07;	0.6422
512.46;	0.6301
512.85;	0.6182
513.24;	0.6065
513.63;	0.5949
514.02;	0.5835
514.42;	0.5722
514.81;	0.5611
515.20;	0.5501
515.59;	0.5394
