wavelength, nm;	absorption
359.00;	0.2643
359.39;	0.2703
359.79;	0.2765
360.18;	0.2827
360.58;	0.2891
360.97;	0.2956
361.36;	0.3021
361.76;	0.3089
362.15;	0.3157
362.54;	0.3226
362.94;	0.3297
363.33;	0.3368
363.73;	0.3441
364.12;	0.3515
364.51;	0.3590
364.91;	0.3667
365.30;	0.3745
365.70;	0.3824
366.09;	0.3904
366.48;	0.3985
366.88;	0.4068
367.27;	0.4152
367.67;	0.4237
368.06;	0.4324
368.45;	0.4412
368.85;	0.4501
369.24;	0.4591
369.63;	0.4683
370.03;	0.4776
370.42;	0.4871
370.82;	0.4966
371.21;	0.5064
371.60;	0.5162
372.00;	0.5262
372.39;	0.5363
372.79;	0.5465
373.18;	0.5569
373.57;	0.5675
373.97;	0.5781
374.36;	0.5889
374.76;	0.5998
375.15;	0.6109
375.54;	0.6221
375.94;	0.6335
376.33;	0.6450
376.72;	0.6566
377.12;	0.6683
377.51;	0.6802
377.91;	0.6923
378.30;	0.7044
378.69;	0.7168
379.09;	0.7292
379.48;	0.7418
379.88;	0.7545
380.27;	0.7673
380.66;	0.7803
381.06;	0.7935
381.45;	0.8067
381.85;	0.8201
382.24;	0.8336
382.63;	0.8473
383.03;	0.8611
383.42;	0.8750
383.81;	0.8890
384.21;	0.9032
384.60;	0.9175
385.00;	0.9319
385.39;	0.9465
385.78;	0.9612
386.18;	0.9760
386.57;	0.9909
386.97;	1.0059
387.36;	1.0211
387.75;	1.0364
388.15;	1.0518
388.54;	1.0673
388.94;	1.0829
389.33;	1.0986
389.72;	1.1145
390.12;	1.1304
390.51;	1.1465
390.90;	1.1626
391.30;	1.1789
391.69;	1.1952
392.09;	1.2117
392.48;	1.2282
392.87;	1.2448
393.27;	1.2616
393.66;	1.2784
394.06;	1.2953
394.45;	1.3123
394.84;	1.3293
395.24;	1.3465
395.63;	1.3637
396.03;	1.3810
396.42;	1.3983
396.81;	1.4157
397.21;	1.4332
397.60;	1.4508
397.99;	1.4684
398.39;	1.4860
398.78;	1.5037
399.18;	1.5215
399.57;	1.5393
399.96;	1.5571
400.36;	1.5750
400.75;	1.5929
401.15;	1.6108
401.54;	1.6288
401.93;	1.6468
402.33;	1.6648
402.72;	1.6828
403.12;	1.7008
403.51;	1.7189
403.90;	1.7369
404.30;	1.7550
404.69;	1.7730
405.08;	1.7911
405.48;	1.8091
405.87;	1.8271
406.27;	1.8451
406.66;	1.8631
407.05;	1.8810
407.45;	1.8989
407.84;	1.9168
408.24;	1.9347
408.63;	1.9525
409.02;	1.9702
409.42;	1.9879
409.81;	2.0055
410.21;	2.0231
410.60;	2.0406
410.99;	2.0581
411.39;	2.0755
411.78;	2.0928
412.17;	2.1100
412.57;	2.1271
412.96;	2.1441
413.36;	2.1611
413.75;	2.1779
414.14;	2.1946
414.54;	2.2112
414.93;	2.2278
415.33;	2.2441
415.72;	2.2604
416.11;	2.2766
416.51;	2.2926
416.90;	2.3084
417.29;	2.3242
417.69;	2.3398
418.08;	2.3552
418.48;	2.3705
418.87;	2.3856
419.26;	2.4006
419.66;	2.4154
420.05;	2.4301
420.45;	2.4445
420.84;	2.4588
421.23;	2.4729
421.63;	2.4868
422.02;	2.5006
422.42;	2.5141
422.81;	2.5274
423.20;	2.5406
423.60;	2.5535
423.99;	2.5662
424.38;	2.5787
424.78;	2.5910
425.17;	2.6031
425.57;	2.6149
425.96;	2.6265
426.35;	2.6379
426.75;	2.6490
427.14;	2.6599
427.54;	2.6706
427.93;	2.6810
