wavelength, nm;	absorption
381.00;	0.8438
381.25;	0.8529
381.51;	0.8620
381.76;	0.8712
382.02;	0.8805
382.27;	0.8898
382.52;	0.8992
382.78;	0.9086
383.03;	0.9181
383.29;	0.9277
383.54;	0.9373
383.80;	0.9470
384.05;	0.9567
384.30;	0.9665
384.56;	0.9763
384.81;	0.9862
385.07;	0.9962
385.32;	1.0062
385.57;	1.0162
385.83;	1.0264
386.08;	1.0365
386.34;	1.0468
386.59;	1.0570
386.84;	1.0674
387.10;	1.0778
387.35;	1.0882
387.61;	1.0987
387.86;	1.1092
388.11;	1.1198
388.37;	1.1305
388.62;	1.1412
388.88;	1.1519
389.13;	1.1627
389.39;	1.1735
389.64;	1.1844
389.89;	1.1954
390.15;	1.2063
390.40;	1.2174
390.66;	1.2284
390.91;	1.2396
391.16;	1.2507
391.42;	1.2619
391.67;	1.2732
391.93;	1.2845
392.18;	1.2958
392.43;	1.3072
392.69;	1.3186
392.94;	1.3301
393.20;	1.3416
393.45;	1.3531
393.70;	1.3647
393.96;	1.3763
394.21;	1.3880
394.47;	1.3997
394.72;	1.4114
394.98;	1.4232
395.23;	1.4350
395.48;	1.4468
395.74;	1.4586
395.99;	1.4705
396.25;	1.4825
396.50;	1.4944
396.75;	1.5064
397.01;	1.5184
397.26;	1.5304
397.52;	1.5425
397.77;	1.5546
398.02;	1.5667
398.28;	1.5788
398.53;	1.5910
398.79;	1.6032
399.04;	1.6154
399.29;	1.6276
399.55;	1.6398
399.80;	1.6521
400.06;	1.6644
400.31;	1.6767
400.57;	1.6890
400.82;	1.7013
401.07;	1.7136
401.33;	1.7260
401.58;	1.7383
401.84;	1.7507
402.09;	1.7631
402.34;	1.7755
402.60;	1.7878
402.85;	1.8002
403.11;	1.8126
403.36;	1.8251
403.61;	1.8375
403.87;	1.8499
404.12;	1.8623
404.38;	1.8747
404.63;	1.8871
404.88;	1.8995
405.14;	1.9119
405.39;	1.9243
405.65;	1.9367
405.90;	1.9491
406.16;	1.9615
406.41;	1.9739
406.66;	1.9862
406.92;	1.9986
407.17;	2.0109
407.43;	2.0232
407.68;	2.0355
407.93;	2.0478
408.19;	2.0601
408.44;	2.0723
408.70;	2.0845
408.95;	2.0967
409.20;	2.1089
409.46;	2.1211
409.71;	2.1332
409.97;	2.1453
410.22;	2.1574
410.47;	2.1694
410.73;	2.1815
410.98;	2.1935
411.24;	2.2054
411.49;	2.2173
411.75;	2.2292
412.00;	2.2411
412.25;	2.2529
412.51;	2.2647
412.76;	2.2764
413.02;	2.2881
413.27;	2.2997
413.52;	2.3113
413.78;	2.3229
414.03;	2.3344
414.29;	2.3459
414.54;	2.3573
414.79;	2.3687
415.05;	2.3800
415.30;	2.3912
415.56;	2.4024
415.81;	2.4136
416.06;	2.4247
416.32;	2.4357
416.57;	2.4467
416.83;	2.4576
417.08;	2.4685
417.34;	2.4793
417.59;	2.4900
417.84;	2.5007
418.10;	2.5113
418.35;	2.5218
418.61;	2.5323
418.86;	2.5426
419.11;	2.5530
419.37;	2.5632
419.62;	2.5734
419.88;	2.5835
420.13;	2.5935
420.38;	2.6034
420.64;	2.6133
420.89;	2.6231
421.15;	2.6328
421.40;	2.6424
421.65;	2.6520
421.91;	2.6614
422.16;	2.6708
422.42;	2.6801
422.67;	2.6892
422.93;	2.6984
423.18;	2.7074
423.43;	2.7163
423.69;	2.7251
423.94;	2.7339
424.20;	2.7425
424.45;	2.7510
424.70;	2.7595
424.96;	2.7678
425.21;	2.7761
425.47;	2.7842
425.72;	2.7923
425.97;	2.8002
426.23;	2.8081
426.48;	2.8158
426.74;	2.8235
426.99;	2.8310
427.24;	2.8384
427.50;	2.8458
427.75;	2.8530
428.01;	2.8601
428.26;	2.8671
428.52;	2.8739
428.77;	2.8807
429.02;	2.8874
429.28;	2.8939
429.53;	2.9003
429.79;	2.9066
430.04;	2.9128
430.29;	2.9189
430.55;	2.9248
430.80;	2.9307
431.06;	2.9364
431.31;	2.9420
431.56;	2.9475
431.82;	2.9528
432.07;	2.9581
432.33;	2.9632
432.58;	2.9682
432.84;	2.9730
433.09;	2.9778
433.34;	2.9824
433.60;	2.9868
433.85;	2.9912
434.11;	2.9954
434.36;	2.9995
434.61;	3.0035
434.87;	3.0073
435.12;	3.0111
435.38;	3.0146
435.63;	3.0181
435.88;	3.0214
436.14;	3.0246
436.39;	3.0277
436.65;	3.0306
436.90;	3.0334
437.15;	3.0360
437.41;	3.0386
437.66;	3.0410
437.92;	3.0432
438.17;	3.0454
438.43;	3.0473
438.68;	3.0492
438.93;	3.0509
439.19;	3.0525
439.44;	3.0539
439.70;	3.0553
439.95;	3.0564
440.20;	3.0575
440.46;	3.0584
440.71;	3.0592
440.97;	3.0598
441.22;	3.0603
441.47;	3.0606
441.73;	3.0609
441.98;	3.0609
442.24;	3.0609
442.49;	3.0607
442.74;	3.0604
443.00;	3.0599
443.25;	3.0593
443.51;	3.0586
443.76;	3.0577
444.02;	3.0567
444.27;	3.0556
444.52;	3.0543
444.78;	3.0529
445.03;	3.0513
445.29;	3.0496
445.54;	3.0478
445.79;	3.0458
446.05;	3.0437
446.30;	3.0415
446.56;	3.0392
446.81;	3.0367
447.06;	3.0340
447.32;	3.0313
447.57;	3.0284
447.83;	3.0254
448.08;	3.0222
448.33;	3.0189
448.59;	3.0155
448.84;	3.0119
449.10;	3.0083
449.35;	3.0044
449.61;	3.0005
449.86;	2.9964
450.11;	2.9922
450.37;	2.9879
450.62;	2.9835
450.88;	2.9789
451.13;	2.9742
451.38;	2.9693
451.64;	2.9644
451.89;	2.9593
452.15;	2.9541
452.40;	2.9488
452.65;	2.9434
452.91;	2.9378
453.16;	2.9321
453.42;	2.9263
453.67;	2.9204
453.92;	2.9143
454.18;	2.9082
454.43;	2.9019
454.69;	2.8955
454.94;	2.8890
455.20;	2.8824
455.45;	2.8756
455.70;	2.8688
455.96;	2.8618
456.21;	2.8548
456.47;	2.8476
456.72;	2.8403
456.97;	2.8329
457.23;	2.8254
457.48;	2.8178
457.74;	2.8101
457.99;	2.8023
458.24;	2.7944
458.50;	2.7863
458.75;	2.7782
459.01;	2.7700
459.26;	2.7617
459.51;	2.7532
459.77;	2.7447
460.02;	2.7361
460.28;	2.7274
460.53;	2.7186
460.79;	2.7097
461.04;	2.7007
