wavelength, nm;	absorption
380.00;	0.9036
380.35;	0.9173
380.70;	0.9312
381.06;	0.9452
381.41;	0.9593
381.76;	0.9735
382.11;	0.9879
382.46;	1.0024
382.82;	1.0170
383.17;	1.0317
383.52;	1.0466
383.87;	1.0615
384.22;	1.0766
384.58;	1.0919
384.93;	1.1072
385.28;	1.1227
385.63;	1.1383
385.98;	1.1540
386.34;	1.1698
386.69;	1.1857
387.04;	1.2018
387.39;	1.2179
387.74;	1.2342
388.10;	1.2506
388.45;	1.2670
388.80;	1.2836
389.15;	1.3003
389.50;	1.3171
389.86;	1.3341
390.21;	1.3511
390.56;	1.3682
390.91;	1.3854
391.26;	1.4027
391.62;	1.4201
391.97;	1.4376
392.32;	1.4551
392.67;	1.4728
393.03;	1.4906
393.38;	1.5084
393.73;	1.5263
394.08;	1.5443
394.43;	1.5624
394.79;	1.5806
395.14;	1.5988
395.49;	1.6171
395.84;	1.6355
396.19;	1.6539
396.55;	1.6724
396.90;	1.6910
397.25;	1.7096
397.60;	1.7283
397.95;	1.7470
398.31;	1.7658
398.66;	1.7846
399.01;	1.8035
399.36;	1.8224
399.71;	1.8414
400.07;	1.8604
400.42;	1.8794
400.77;	1.8985
401.12;	1.9176
401.47;	1.9367
401.83;	1.9558
402.18;	1.9750
402.53;	1.9942
402.88;	2.0134
403.23;	2.0326
403.59;	2.0518
403.94;	2.0710
404.29;	2.0902
404.64;	2.1095
404.99;	2.1287
405.35;	2.1479
405.70;	2.1670
406.05;	2.1862
406.40;	2.2054
406.75;	2.2245
407.11;	2.2436
407.46;	2.2627
407.81;	2.2817
408.16;	2.3007
408.51;	2.3197
408.87;	2.3386
409.22;	2.3574
409.57;	2.3762
409.92;	2.3950
410.27;	2.4137
410.63;	2.4323
410.98;	2.4509
411.33;	2.4694
411.68;	2.4878
412.03;	2.5062
412.39;	2.5245
412.74;	2.5426
413.09;	2.5607
413.44;	2.5787
413.79;	2.5966
414.15;	2.6144
414.50;	2.6321
414.85;	2.6497
415.20;	2.6672
415.55;	2.6846
415.91;	2.7018
416.26;	2.7190
416.61;	2.7360
416.96;	2.7528
417.31;	2.7696
417.67;	2.7862
418.02;	2.8026
418.37;	2.8189
418.72;	2.8351
419.08;	2.8511
419.43;	2.8670
419.78;	2.8827
420.13;	2.8982
420.48;	2.9136
420.84;	2.9288
421.19;	2.9438
421.54;	2.9586
421.89;	2.9733
422.24;	2.9878
422.60;	3.0021
422.95;	3.0162
423.30;	3.0301
423.65;	3.0438
424.00;	3.0573
424.36;	3.0706
424.71;	3.0837
425.06;	3.0966
425.41;	3.1093
425.76;	3.1218
426.12;	3.1340
426.47;	3.1461
426.82;	3.1579
427.17;	3.1694
427.52;	3.1808
427.88;	3.1919
428.23;	3.2028
428.58;	3.2134
428.93;	3.2238
429.28;	3.2339
429.64;	3.2438
429.99;	3.2535
430.34;	3.2629
430.69;	3.2721
431.04;	3.2809
431.40;	3.2896
431.75;	3.2980
432.10;	3.3061
432.45;	3.3139
432.80;	3.3215
433.16;	3.3288
433.51;	3.3359
433.86;	3.3426
434.21;	3.3491
434.56;	3.3553
434.92;	3.3613
435.27;	3.3670
435.62;	3.3723
435.97;	3.3775
436.32;	3.3823
436.68;	3.3868
437.03;	3.3911
437.38;	3.3950
437.73;	3.3987
438.08;	3.4021
438.44;	3.4052
438.79;	3.4080
439.14;	3.4106
439.49;	3.4128
439.84;	3.4147
440.20;	3.4164
440.55;	3.4177
440.90;	3.4188
441.25;	3.4196
441.60;	3.4201
441.96;	3.4202
442.31;	3.4201
442.66;	3.4197
443.01;	3.4190
443.36;	3.4181
443.72;	3.4168
444.07;	3.4152
444.42;	3.4133
444.77;	3.4112
445.13;	3.4087
445.48;	3.4060
445.83;	3.4030
446.18;	3.3996
446.53;	3.3960
446.89;	3.3921
447.24;	3.3880
447.59;	3.3835
447.94;	3.3788
448.29;	3.3737
448.65;	3.3684
449.00;	3.3628
449.35;	3.3569
449.70;	3.3508
450.05;	3.3444
450.41;	3.3377
450.76;	3.3307
451.11;	3.3235
451.46;	3.3160
451.81;	3.3082
452.17;	3.3001
452.52;	3.2918
452.87;	3.2833
453.22;	3.2744
453.57;	3.2654
453.93;	3.2560
454.28;	3.2464
454.63;	3.2366
454.98;	3.2265
455.33;	3.2162
455.69;	3.2056
456.04;	3.1948
456.39;	3.1838
456.74;	3.1725
457.09;	3.1610
457.45;	3.1492
457.80;	3.1373
458.15;	3.1251
458.50;	3.1127
458.85;	3.1001
459.21;	3.0872
459.56;	3.0742
459.91;	3.0609
460.26;	3.0475
460.61;	3.0338
460.97;	3.0200
461.32;	3.0059
461.67;	2.9917
462.02;	2.9772
462.37;	2.9626
462.73;	2.9478
463.08;	2.9328
463.43;	2.9177
463.78;	2.9024
464.13;	2.8869
464.49;	2.8712
464.84;	2.8554
465.19;	2.8395
465.54;	2.8233
465.89;	2.8071
466.25;	2.7907
466.60;	2.7741
466.95;	2.7574
467.30;	2.7406
467.65;	2.7236
468.01;	2.7065
468.36;	2.6893
468.71;	2.6720
469.06;	2.6546
469.42;	2.6370
469.77;	2.6193
470.12;	2.6016
470.47;	2.5837
470.82;	2.5657
471.18;	2.5477
471.53;	2.5295
471.88;	2.5113
472.23;	2.4930
472.58;	2.4746
472.94;	2.4561
473.29;	2.4376
473.64;	2.4190
473.99;	2.4003
474.34;	2.3816
474.70;	2.3628
475.05;	2.3439
475.40;	2.3250
475.75;	2.3061
476.10;	2.2871
476.46;	2.2681
476.81;	2.2491
477.16;	2.2300
477.51;	2.2109
477.86;	2.1917
478.22;	2.1726
478.57;	2.1534
478.92;	2.1342
479.27;	2.1151
479.62;	2.0959
479.98;	2.0767
480.33;	2.0575
480.68;	2.0383
481.03;	2.0191
481.38;	1.9999
481.74;	1.9807
482.09;	1.9616
482.44;	1.9424
482.79;	1.9233
483.14;	1.9042
483.50;	1.8852
483.85;	1.8661
484.20;	1.8472
484.55;	1.8282
484.90;	1.8093
485.26;	1.7904
485.61;	1.7716
485.96;	1.7528
486.31;	1.7341
486.66;	1.7154
487.02;	1.6968
487.37;	1.6782
487.72;	1.6597
488.07;	1.6413
488.42;	1.6229
488.78;	1.6046
489.13;	1.5864
489.48;	1.5683
489.83;	1.5502
490.18;	1.5322
490.54;	1.5143
490.89;	1.4964
491.24;	1.4787
491.59;	1.4610
491.94;	1.4434
492.30;	1.4259
492.65;	1.4086
493.00;	1.3913
493.35;	1.3740
493.70;	1.3569
494.06;	1.3399
494.41;	1.3230
494.76;	1.3062
495.11;	1.2895
495.47;	1.2729
495.82;	1.2564
496.17;	1.2401
496.52;	1.2238
496.87;	1.2076
497.23;	1.1916
497.58;	1.1757
497.93;	1.1598
498.28;	1.1441
498.63;	1.1286
498.99;	1.1131
499.34;	1.0978
499.69;	1.0825
500.04;	1.0674
500.39;	1.0525
500.75;	1.0376
501.10;	1.0229
501.45;	1.0083
501.80;	0.9938
502.15;	0.9794
502.51;	0.9652
502.86;	0.9511
503.21;	0.9371
503.56;	0.9233
503.91;	0.9095
504.27;	0.8960
504.62;	0.8825
504.97;	0.8692
505.32;	0.8560
505.67;	0.8429
506.03;	0.8300
506.38;	0.8172
506.73;	0.8045
507.08;	0.7919
507.43;	0.7795
507.79;	0.7672
508.14;	0.7551
508.49;	0.7431
508.84;	0.7312
509.19;	0.7194
509.55;	0.7078
509.90;	0.6963
510.25;	0.6849
510.60;	0.6737
510.95;	0.6626
511.31;	0.6516
511.66;	0.6408
512.01;	0.6301
512.36;	0.6195
512.71;	0.6090
513.07;	0.5987
513.42;	0.5885
513.77;	0.5785
514.12;	0.5685
514.47;	0.5587
514.83;	0.5490
515.18;	0.5394
515.53;	0.5300
515.88;	0.5207
516.23;	0.5115
516.59;	0.5024
516.94;	0.4935
517.29;	0.4847
517.64;	0.4760
517.99;	0.4674
518.35;	0.4589
518.70;	0.4506
519.05;	0.4424
519.40;	0.4342
519.75;	0.4263
520.11;	0.4184
520.46;	0.4106
520.81;	0.4030
521.16;	0.3954
521.52;	0.3880
521.87;	0.3807
522.22;	0.3735
522.57;	0.3664
522.92;	0.3595
523.28;	0.3526
523.63;	0.3458
523.98;	0.3392
524.33;	0.3326
524.68;	0.3262
525.04;	0.3198
525.39;	0.3136
525.74;	0.3075
526.09;	0.3014
526.44;	0.2955
526.80;	0.2896
527.15;	0.2839
527.50;	0.2782
527.85;	0.2727
528.20;	0.2672
528.56;	0.2619
528.91;	0.2566
529.26;	0.2514
529.61;	0.2463
529.96;	0.2413
530.32;	0.2364
530.67;	0.2316
531.02;	0.2269
531.37;	0.2222
531.72;	0.2177
532.08;	0.2132
532.43;	0.2088
532.78;	0.2045
533.13;	0.2002
533.48;	0.1961
533.84;	0.1920
534.19;	0.1880
534.54;	0.1841
534.89;	0.1802
535.24;	0.1764
535.60;	0.1727
535.95;	0.1691
536.30;	0.1655
536.65;	0.1621
537.00;	0.1586
537.36;	0.1553
537.71;	0.1520
538.06;	0.1488
538.41;	0.1456
538.76;	0.1426
539.12;	0.1395
539.47;	0.1366
539.82;	0.1337
540.17;	0.1308
540.52;	0.1281
540.88;	0.1253
541.23;	0.1227
541.58;	0.1201
541.93;	0.1175
542.28;	0.1151
542.64;	0.1126
542.99;	0.1102
543.34;	0.1079
543.69;	0.1056
544.04;	0.1034
544.40;	0.1012
544.75;	0.0991
545.10;	0.0970
545.45;	0.0950
545.81;	0.0930
546.16;	0.0911
546.51;	0.0892
546.86;	0.0874
547.21;	0.0856
547.57;	0.0838
547.92;	0.0821
548.27;	0.0804
548.62;	0.0788
548.97;	0.0772
549.33;	0.0757
549.68;	0.0741
550.03;	0.0727
550.38;	0.0712
550.73;	0.0698
551.09;	0.0685
551.44;	0.0671
551.79;	0.0658
552.14;	0.0646
552.49;	0.0634
552.85;	0.0622
553.20;	0.0610
553.55;	0.0599
553.90;	0.0588
554.25;	0.0577
554.61;	0.0567
554.96;	0.0557
555.31;	0.0547
555.66;	0.0537
556.01;	0.0528
556.37;	0.0519
556.72;	0.0511
557.07;	0.0502
557.42;	0.0494
557.77;	0.0486
558.13;	0.0478
558.48;	0.0471
558.83;	0.0464
559.18;	0.0457
559.53;	0.0450
559.89;	0.0443
560.24;	0.0437
560.59;	0.0431
560.94;	0.0425
561.29;	0.0419
561.65;	0.0414
562.00;	0.0409
562.35;	0.0404
562.70;	0.0399
563.05;	0.0394
563.41;	0.0389
563.76;	0.0385
564.11;	0.0381
564.46;	0.0377
564.81;	0.0373
565.17;	0.0369
565.52;	0.0365
565.87;	0.0362
566.22;	0.0359
566.57;	0.0356
566.93;	0.0353
567.28;	0.0350
567.63;	0.0347
567.98;	0.0345
568.33;	0.0342
568.69;	0.0340
569.04;	0.0338
569.39;	0.0336
569.74;	0.0334
570.09;	0.0332
570.45;	0.0330
570.80;	0.0329
571.15;	0.0327
571.50;	0.0326
571.86;	0.0324
572.21;	0.0323
572.56;	0.0322
572.91;	0.0321
573.26;	0.0320
573.62;	0.0319
573.97;	0.0319
574.32;	0.0318
574.67;	0.0318
575.02;	0.0317
575.38;	0.0317
575.73;	0.0317
