wavelength, nm;	absorption
378.00;	0.8574
378.29;	0.8687
378.59;	0.8800
378.88;	0.8915
379.18;	0.9030
379.47;	0.9146
379.77;	0.9263
380.06;	0.9382
380.36;	0.9501
380.65;	0.9621
380.95;	0.9742
381.24;	0.9864
381.54;	0.9986
381.83;	1.0110
382.13;	1.0235
382.42;	1.0360
382.72;	1.0487
383.01;	1.0614
383.31;	1.0742
383.60;	1.0872
383.90;	1.1002
384.19;	1.1133
384.49;	1.1264
384.78;	1.1397
385.08;	1.1531
385.37;	1.1665
385.66;	1.1800
385.96;	1.1937
386.25;	1.2074
386.55;	1.2211
386.84;	1.2350
387.14;	1.2490
387.43;	1.2630
387.73;	1.2771
388.02;	1.2913
388.32;	1.3055
388.61;	1.3199
388.91;	1.3343
389.20;	1.3488
389.50;	1.3634
389.79;	1.3780
390.09;	1.3928
390.38;	1.4076
390.68;	1.4224
390.97;	1.4374
391.27;	1.4524
391.56;	1.4675
391.86;	1.4826
392.15;	1.4978
392.45;	1.5131
392.74;	1.5284
393.03;	1.5438
393.33;	1.5593
393.62;	1.5748
393.92;	1.5904
394.21;	1.6060
394.51;	1.6217
394.80;	1.6375
395.10;	1.6533
395.39;	1.6692
395.69;	1.6851
395.98;	1.7010
396.28;	1.7170
396.57;	1.7331
396.87;	1.7492
397.16;	1.7653
397.46;	1.7815
397.75;	1.7977
398.05;	1.8140
398.34;	1.8303
398.64;	1.8466
398.93;	1.8630
399.23;	1.8793
399.52;	1.8958
399.82;	1.9122
400.11;	1.9287
400.40;	1.9452
400.70;	1.9617
400.99;	1.9783
401.29;	1.9949
401.58;	2.0115
401.88;	2.0281
402.17;	2.0447
402.47;	2.0613
402.76;	2.0780
403.06;	2.0946
403.35;	2.1113
403.65;	2.1279
403.94;	2.1446
404.24;	2.1612
404.53;	2.1779
404.83;	2.1946
405.12;	2.2112
405.42;	2.2279
405.71;	2.2445
406.01;	2.2611
406.30;	2.2777
406.60;	2.2943
406.89;	2.3109
407.18;	2.3274
407.48;	2.3440
407.77;	2.3605
408.07;	2.3770
408.36;	2.3934
408.66;	2.4098
408.95;	2.4262
409.25;	2.4426
409.54;	2.4589
409.84;	2.4751
410.13;	2.4914
410.43;	2.5076
410.72;	2.5237
411.02;	2.5398
411.31;	2.5558
411.61;	2.5718
411.90;	2.5877
412.20;	2.6036
412.49;	2.6194
412.79;	2.6352
413.08;	2.6509
413.38;	2.6665
413.67;	2.6820
413.97;	2.6975
414.26;	2.7129
414.55;	2.7282
414.85;	2.7435
415.14;	2.7586
415.44;	2.7737
415.73;	2.7887
416.03;	2.8036
416.32;	2.8184
416.62;	2.8332
416.91;	2.8478
417.21;	2.8623
417.50;	2.8768
417.80;	2.8911
418.09;	2.9053
418.39;	2.9195
418.68;	2.9335
418.98;	2.9474
419.27;	2.9612
419.57;	2.9749
419.86;	2.9885
420.16;	3.0019
420.45;	3.0152
420.75;	3.0284
421.04;	3.0415
421.34;	3.0545
421.63;	3.0673
421.92;	3.0800
422.22;	3.0925
422.51;	3.1049
422.81;	3.1172
423.10;	3.1294
423.40;	3.1414
423.69;	3.1532
423.99;	3.1649
424.28;	3.1765
424.58;	3.1879
424.87;	3.1992
425.17;	3.2103
425.46;	3.2212
425.76;	3.2320
426.05;	3.2427
426.35;	3.2532
426.64;	3.2635
426.94;	3.2736
427.23;	3.2836
427.53;	3.2934
427.82;	3.3031
428.12;	3.3125
428.41;	3.3218
428.71;	3.3310
429.00;	3.3399
429.29;	3.3487
429.59;	3.3573
429.88;	3.3657
430.18;	3.3739
430.47;	3.3820
430.77;	3.3899
431.06;	3.3975
431.36;	3.4050
431.65;	3.4123
431.95;	3.4195
432.24;	3.4264
432.54;	3.4331
432.83;	3.4396
433.13;	3.4460
433.42;	3.4521
433.72;	3.4581
434.01;	3.4638
434.31;	3.4694
434.60;	3.4747
434.90;	3.4799
435.19;	3.4848
435.49;	3.4896
435.78;	3.4941
436.08;	3.4984
436.37;	3.5026
436.66;	3.5065
436.96;	3.5102
437.25;	3.5137
437.55;	3.5170
437.84;	3.5201
438.14;	3.5230
438.43;	3.5257
438.73;	3.5281
439.02;	3.5304
439.32;	3.5324
439.61;	3.5342
439.91;	3.5359
440.20;	3.5373
440.50;	3.5384
440.79;	3.5394
441.09;	3.5402
441.38;	3.5407
441.68;	3.5411
441.97;	3.5412
442.27;	3.5411
442.56;	3.5408
442.86;	3.5403
443.15;	3.5396
443.45;	3.5387
443.74;	3.5375
444.03;	3.5361
444.33;	3.5346
444.62;	3.5328
444.92;	3.5308
445.21;	3.5286
445.51;	3.5262
445.80;	3.5235
446.10;	3.5207
446.39;	3.5176
446.69;	3.5144
446.98;	3.5109
447.28;	3.5072
447.57;	3.5034
447.87;	3.4993
448.16;	3.4950
448.46;	3.4905
448.75;	3.4858
449.05;	3.4809
449.34;	3.4758
449.64;	3.4705
449.93;	3.4649
450.23;	3.4592
450.52;	3.4533
450.82;	3.4472
451.11;	3.4409
451.40;	3.4344
451.70;	3.4277
451.99;	3.4209
452.29;	3.4138
452.58;	3.4065
452.88;	3.3991
453.17;	3.3914
453.47;	3.3836
453.76;	3.3756
454.06;	3.3674
454.35;	3.3590
454.65;	3.3504
454.94;	3.3417
455.24;	3.3328
455.53;	3.3237
455.83;	3.3144
456.12;	3.3050
456.42;	3.2954
456.71;	3.2856
457.01;	3.2756
457.30;	3.2655
