wavelength, nm;	absorption
396.00;	1.2826
396.28;	1.2942
396.57;	1.3058
396.85;	1.3175
397.13;	1.3292
397.42;	1.3409
397.70;	1.3527
397.99;	1.3645
398.27;	1.3763
398.55;	1.3881
398.84;	1.4000
399.12;	1.4119
399.40;	1.4238
399.69;	1.4357
399.97;	1.4477
400.26;	1.4596
400.54;	1.4716
400.82;	1.4836
401.11;	1.4956
401.39;	1.5077
401.67;	1.5197
401.96;	1.5317
402.24;	1.5438
402.53;	1.5559
402.81;	1.5679
403.09;	1.5800
403.38;	1.5921
403.66;	1.6042
403.94;	1.6163
404.23;	1.6283
404.51;	1.6404
404.80;	1.6525
405.08;	1.6646
405.36;	1.6767
405.65;	1.6887
405.93;	1.7008
406.21;	1.7128
406.50;	1.7249
406.78;	1.7369
407.07;	1.7489
407.35;	1.7609
407.63;	1.7729
407.92;	1.7849
408.20;	1.7968
408.48;	1.8087
408.77;	1.8206
409.05;	1.8325
409.34;	1.8444
409.62;	1.8562
409.90;	1.8680
410.19;	1.8798
410.47;	1.8915
410.75;	1.9032
411.04;	1.9149
411.32;	1.9265
411.61;	1.9381
411.89;	1.9497
412.17;	1.9612
412.46;	1.9726
412.74;	1.9841
413.02;	1.9955
413.31;	2.0068
413.59;	2.0181
413.88;	2.0293
414.16;	2.0405
414.44;	2.0517
414.73;	2.0628
415.01;	2.0738
415.29;	2.0848
415.58;	2.0957
415.86;	2.1065
416.15;	2.1173
416.43;	2.1280
416.71;	2.1387
417.00;	2.1493
417.28;	2.1598
417.56;	2.1703
417.85;	2.1807
418.13;	2.1910
418.42;	2.2012
418.70;	2.2114
418.98;	2.2215
419.27;	2.2315
419.55;	2.2414
419.83;	2.2513
420.12;	2.2610
420.40;	2.2707
420.68;	2.2803
420.97;	2.2898
421.25;	2.2992
421.54;	2.3086
421.82;	2.3178
422.10;	2.3270
422.39;	2.3360
422.67;	2.3450
422.95;	2.3538
423.24;	2.3626
423.52;	2.3713
423.81;	2.3798
424.09;	2.3883
424.37;	2.3966
424.66;	2.4049
424.94;	2.4130
425.22;	2.4211
425.51;	2.4290
425.79;	2.4368
426.08;	2.4445
426.36;	2.4521
426.64;	2.4596
426.93;	2.4670
427.21;	2.4743
427.49;	2.4814
427.78;	2.4884
428.06;	2.4953
428.35;	2.5021
428.63;	2.5087
428.91;	2.5153
429.20;	2.5217
429.48;	2.5280
429.76;	2.5341
430.05;	2.5402
430.33;	2.5461
430.62;	2.5519
430.90;	2.5575
431.18;	2.5630
431.47;	2.5684
431.75;	2.5737
432.03;	2.5788
432.32;	2.5838
432.60;	2.5886
432.89;	2.5934
433.17;	2.5979
433.45;	2.6024
433.74;	2.6067
434.02;	2.6109
434.30;	2.6149
434.59;	2.6188
434.87;	2.6226
435.16;	2.6262
435.44;	2.6296
435.72;	2.6330
436.01;	2.6361
436.29;	2.6392
436.57;	2.6421
436.86;	2.6448
437.14;	2.6474
437.43;	2.6499
437.71;	2.6522
437.99;	2.6544
438.28;	2.6564
438.56;	2.6583
438.84;	2.6600
439.13;	2.6616
