wavelength, nm;	absorption
357.00;	0.2890
357.27;	0.2936
357.54;	0.2983
357.81;	0.3030
358.08;	0.3078
358.34;	0.3127
358.61;	0.3176
358.88;	0.3225
359.15;	0.3275
359.42;	0.3326
359.69;	0.3378
359.96;	0.3430
360.23;	0.3482
360.50;	0.3536
360.76;	0.3590
361.03;	0.3644
361.30;	0.3700
361.57;	0.3756
361.84;	0.3812
362.11;	0.3869
362.38;	0.3927
362.65;	0.3986
362.92;	0.4045
363.18;	0.4105
363.45;	0.4166
363.72;	0.4227
363.99;	0.4289
364.26;	0.4351
364.53;	0.4415
364.80;	0.4479
365.07;	0.4544
365.34;	0.4609
365.60;	0.4675
365.87;	0.4742
366.14;	0.4810
366.41;	0.4878
366.68;	0.4947
366.95;	0.5017
367.22;	0.5087
367.49;	0.5158
367.76;	0.5230
368.02;	0.5303
368.29;	0.5376
368.56;	0.5450
368.83;	0.5525
369.10;	0.5601
369.37;	0.5677
369.64;	0.5755
369.91;	0.5833
370.18;	0.5911
370.44;	0.5991
370.71;	0.6071
370.98;	0.6152
371.25;	0.6234
371.52;	0.6316
371.79;	0.6399
372.06;	0.6483
372.33;	0.6568
372.60;	0.6654
372.86;	0.6740
373.13;	0.6827
373.40;	0.6915
373.67;	0.7004
373.94;	0.7094
374.21;	0.7184
374.48;	0.7275
374.75;	0.7367
375.02;	0.7459
375.28;	0.7553
375.55;	0.7647
375.82;	0.7742
376.09;	0.7838
376.36;	0.7934
376.63;	0.8032
376.90;	0.8130
377.17;	0.8229
377.44;	0.8329
377.70;	0.8429
377.97;	0.8531
378.24;	0.8633
378.51;	0.8736
378.78;	0.8839
379.05;	0.8944
379.32;	0.9049
379.59;	0.9155
379.86;	0.9262
380.12;	0.9369
380.39;	0.9478
380.66;	0.9587
380.93;	0.9697
381.20;	0.9807
381.47;	0.9919
381.74;	1.0031
382.01;	1.0144
382.28;	1.0257
382.54;	1.0372
382.81;	1.0487
383.08;	1.0603
383.35;	1.0720
383.62;	1.0837
383.89;	1.0955
384.16;	1.1074
384.43;	1.1194
384.70;	1.1314
384.96;	1.1435
385.23;	1.1557
385.50;	1.1680
385.77;	1.1803
386.04;	1.1927
386.31;	1.2052
386.58;	1.2177
386.85;	1.2303
387.11;	1.2430
387.38;	1.2557
387.65;	1.2685
387.92;	1.2814
388.19;	1.2943
388.46;	1.3073
388.73;	1.3204
389.00;	1.3335
389.27;	1.3467
389.53;	1.3599
389.80;	1.3733
390.07;	1.3866
390.34;	1.4001
390.61;	1.4136
390.88;	1.4271
391.15;	1.4407
391.42;	1.4544
391.69;	1.4681
391.95;	1.4819
392.22;	1.4958
392.49;	1.5096
392.76;	1.5236
393.03;	1.5376
393.30;	1.5516
393.57;	1.5657
393.84;	1.5799
394.11;	1.5941
394.37;	1.6083
394.64;	1.6226
394.91;	1.6369
395.18;	1.6513
395.45;	1.6657
395.72;	1.6802
395.99;	1.6947
396.26;	1.7092
396.53;	1.7238
396.79;	1.7384
397.06;	1.7531
397.33;	1.7677
397.60;	1.7825
397.87;	1.7972
398.14;	1.8120
398.41;	1.8268
398.68;	1.8417
398.95;	1.8565
399.21;	1.8714
399.48;	1.8863
