wavelength, nm;	absorption
399.00;	1.7977
399.34;	1.8157
399.67;	1.8338
400.01;	1.8519
400.35;	1.8700
400.68;	1.8882
401.02;	1.9064
401.36;	1.9246
401.69;	1.9428
402.03;	1.9611
402.36;	1.9794
402.70;	1.9977
403.04;	2.0159
403.37;	2.0343
403.71;	2.0526
404.05;	2.0709
404.38;	2.0892
404.72;	2.1075
405.06;	2.1258
405.39;	2.1441
405.73;	2.1624
406.07;	2.1807
406.40;	2.1989
406.74;	2.2171
407.08;	2.2353
407.41;	2.2535
407.75;	2.2717
408.09;	2.2898
408.42;	2.3079
408.76;	2.3259
409.09;	2.3439
409.43;	2.3618
409.77;	2.3797
410.10;	2.3976
410.44;	2.4154
410.78;	2.4331
411.11;	2.4508
411.45;	2.4684
411.79;	2.4859
412.12;	2.5034
412.46;	2.5208
412.80;	2.5381
413.13;	2.5553
413.47;	2.5725
413.81;	2.5895
414.14;	2.6065
414.48;	2.6234
414.81;	2.6402
415.15;	2.6568
415.49;	2.6734
415.82;	2.6899
416.16;	2.7062
416.50;	2.7225
416.83;	2.7386
417.17;	2.7546
417.51;	2.7705
417.84;	2.7862
418.18;	2.8018
418.52;	2.8173
418.85;	2.8327
419.19;	2.8479
419.53;	2.8629
419.86;	2.8779
420.20;	2.8926
420.54;	2.9072
420.87;	2.9217
421.21;	2.9360
421.54;	2.9502
421.88;	2.9641
422.22;	2.9779
422.55;	2.9916
422.89;	3.0051
423.23;	3.0184
423.56;	3.0315
423.90;	3.0444
424.24;	3.0572
424.57;	3.0697
424.91;	3.0821
425.25;	3.0943
425.58;	3.1062
425.92;	3.1180
426.26;	3.1296
426.59;	3.1410
426.93;	3.1522
427.27;	3.1631
427.60;	3.1739
427.94;	3.1844
428.27;	3.1948
428.61;	3.2049
428.95;	3.2148
429.28;	3.2244
429.62;	3.2339
429.96;	3.2431
430.29;	3.2521
430.63;	3.2608
430.97;	3.2694
431.30;	3.2777
431.64;	3.2857
431.98;	3.2935
432.31;	3.3011
432.65;	3.3084
432.99;	3.3155
433.32;	3.3224
433.66;	3.3290
433.99;	3.3353
434.33;	3.3414
434.67;	3.3472
435.00;	3.3528
435.34;	3.3582
435.68;	3.3633
436.01;	3.3681
436.35;	3.3727
436.69;	3.3770
437.02;	3.3810
437.36;	3.3848
437.70;	3.3884
438.03;	3.3916
438.37;	3.3946
438.71;	3.3974
439.04;	3.3999
439.38;	3.4021
439.72;	3.4040
440.05;	3.4057
440.39;	3.4071
440.72;	3.4083
441.06;	3.4091
441.40;	3.4098
441.73;	3.4101
442.07;	3.4102
442.41;	3.4100
