wavelength, nm;	absorption
367.00;	0.4958
367.26;	0.5026
367.53;	0.5095
367.79;	0.5165
368.06;	0.5235
368.32;	0.5307
368.59;	0.5379
368.85;	0.5451
369.12;	0.5525
369.38;	0.5599
369.64;	0.5674
369.91;	0.5749
370.17;	0.5825
370.44;	0.5902
370.70;	0.5980
370.97;	0.6059
371.23;	0.6138
371.49;	0.6218
371.76;	0.6298
372.02;	0.6380
372.29;	0.6462
372.55;	0.6545
372.82;	0.6628
373.08;	0.6712
373.35;	0.6798
373.61;	0.6883
373.87;	0.6970
374.14;	0.7057
374.40;	0.7145
374.67;	0.7234
374.93;	0.7324
375.20;	0.7414
375.46;	0.7505
375.73;	0.7597
375.99;	0.7689
376.25;	0.7783
376.52;	0.7877
376.78;	0.7972
377.05;	0.8067
377.31;	0.8164
377.58;	0.8261
377.84;	0.8358
378.10;	0.8457
378.37;	0.8556
378.63;	0.8656
378.90;	0.8757
379.16;	0.8859
379.43;	0.8961
379.69;	0.9064
379.96;	0.9168
380.22;	0.9272
380.48;	0.9378
380.75;	0.9484
381.01;	0.9590
381.28;	0.9698
381.54;	0.9806
381.81;	0.9915
382.07;	1.0025
382.34;	1.0135
382.60;	1.0246
382.86;	1.0358
383.13;	1.0470
383.39;	1.0584
383.66;	1.0698
383.92;	1.0812
384.19;	1.0927
384.45;	1.1044
384.72;	1.1160
384.98;	1.1278
385.24;	1.1396
385.51;	1.1515
385.77;	1.1634
386.04;	1.1754
386.30;	1.1875
386.57;	1.1996
386.83;	1.2118
387.09;	1.2241
387.36;	1.2364
387.62;	1.2489
387.89;	1.2613
388.15;	1.2738
388.42;	1.2864
388.68;	1.2991
388.95;	1.3118
389.21;	1.3246
389.47;	1.3374
389.74;	1.3503
390.00;	1.3633
390.27;	1.3763
390.53;	1.3893
390.80;	1.4024
391.06;	1.4156
391.33;	1.4289
391.59;	1.4421
391.85;	1.4555
392.12;	1.4689
392.38;	1.4823
392.65;	1.4958
392.91;	1.5093
393.18;	1.5229
393.44;	1.5366
393.70;	1.5503
393.97;	1.5640
394.23;	1.5778
394.50;	1.5916
394.76;	1.6055
395.03;	1.6194
395.29;	1.6333
395.56;	1.6473
395.82;	1.6613
396.08;	1.6754
396.35;	1.6895
396.61;	1.7036
396.88;	1.7178
397.14;	1.7320
397.41;	1.7463
397.67;	1.7605
397.94;	1.7749
398.20;	1.7892
398.46;	1.8035
398.73;	1.8179
398.99;	1.8324
399.26;	1.8468
399.52;	1.8613
399.79;	1.8758
400.05;	1.8903
400.31;	1.9048
400.58;	1.9193
400.84;	1.9339
401.11;	1.9485
401.37;	1.9631
401.64;	1.9777
401.90;	1.9923
402.17;	2.0069
402.43;	2.0216
402.69;	2.0362
402.96;	2.0509
403.22;	2.0656
403.49;	2.0802
403.75;	2.0949
404.02;	2.1096
404.28;	2.1242
404.55;	2.1389
404.81;	2.1536
405.07;	2.1682
405.34;	2.1829
405.60;	2.1976
405.87;	2.2122
406.13;	2.2268
406.40;	2.2414
406.66;	2.2561
406.93;	2.2706
407.19;	2.2852
407.45;	2.2998
407.72;	2.3143
407.98;	2.3288
408.25;	2.3433
408.51;	2.3578
408.78;	2.3722
409.04;	2.3867
409.30;	2.4010
409.57;	2.4154
409.83;	2.4297
410.10;	2.4440
410.36;	2.4583
410.63;	2.4725
410.89;	2.4867
411.16;	2.5008
411.42;	2.5149
411.68;	2.5290
411.95;	2.5430
412.21;	2.5570
412.48;	2.5709
412.74;	2.5848
413.01;	2.5986
413.27;	2.6124
413.54;	2.6261
413.80;	2.6397
414.06;	2.6533
414.33;	2.6669
414.59;	2.6804
414.86;	2.6938
415.12;	2.7072
415.39;	2.7204
415.65;	2.7337
415.91;	2.7468
416.18;	2.7599
416.44;	2.7729
416.71;	2.7859
416.97;	2.7987
417.24;	2.8115
417.50;	2.8242
417.77;	2.8368
418.03;	2.8494
418.29;	2.8619
418.56;	2.8742
418.82;	2.8865
419.09;	2.8987
419.35;	2.9109
419.62;	2.9229
419.88;	2.9348
420.15;	2.9467
420.41;	2.9584
420.67;	2.9700
420.94;	2.9816
421.20;	2.9930
421.47;	3.0044
421.73;	3.0156
422.00;	3.0268
422.26;	3.0378
422.52;	3.0487
422.79;	3.0595
423.05;	3.0703
423.32;	3.0809
423.58;	3.0913
423.85;	3.1017
424.11;	3.1120
424.38;	3.1221
424.64;	3.1321
424.90;	3.1420
425.17;	3.1518
425.43;	3.1614
425.70;	3.1710
425.96;	3.1804
426.23;	3.1896
426.49;	3.1988
426.76;	3.2078
427.02;	3.2167
427.28;	3.2255
427.55;	3.2341
427.81;	3.2426
428.08;	3.2509
428.34;	3.2591
428.61;	3.2672
428.87;	3.2752
429.14;	3.2830
429.40;	3.2906
429.66;	3.2982
429.93;	3.3055
430.19;	3.3128
430.46;	3.3199
430.72;	3.3268
430.99;	3.3336
431.25;	3.3403
431.51;	3.3468
431.78;	3.3531
432.04;	3.3593
432.31;	3.3654
432.57;	3.3713
432.84;	3.3770
433.10;	3.3826
433.37;	3.3880
433.63;	3.3933
433.89;	3.3984
434.16;	3.4034
434.42;	3.4082
434.69;	3.4128
434.95;	3.4173
435.22;	3.4217
435.48;	3.4258
435.75;	3.4298
436.01;	3.4337
436.27;	3.4374
436.54;	3.4409
436.80;	3.4443
437.07;	3.4475
437.33;	3.4505
437.60;	3.4534
437.86;	3.4561
438.12;	3.4586
438.39;	3.4610
438.65;	3.4632
438.92;	3.4652
439.18;	3.4671
439.45;	3.4688
439.71;	3.4703
439.98;	3.4717
440.24;	3.4729
440.50;	3.4740
440.77;	3.4748
441.03;	3.4755
441.30;	3.4761
441.56;	3.4764
441.83;	3.4766
442.09;	3.4766
442.36;	3.4765
442.62;	3.4762
442.88;	3.4757
443.15;	3.4751
443.41;	3.4743
443.68;	3.4733
443.94;	3.4721
444.21;	3.4708
444.47;	3.4693
444.73;	3.4677
445.00;	3.4659
445.26;	3.4639
445.53;	3.4617
445.79;	3.4594
446.06;	3.4569
446.32;	3.4543
446.59;	3.4515
446.85;	3.4485
447.11;	3.4453
447.38;	3.4420
447.64;	3.4386
447.91;	3.4349
448.17;	3.4311
448.44;	3.4272
448.70;	3.4231
448.97;	3.4188
449.23;	3.4143
449.49;	3.4097
449.76;	3.4050
450.02;	3.4001
450.29;	3.3950
450.55;	3.3898
450.82;	3.3844
451.08;	3.3788
451.35;	3.3732
451.61;	3.3673
451.87;	3.3613
452.14;	3.3552
452.40;	3.3489
452.67;	3.3424
452.93;	3.3358
453.20;	3.3291
453.46;	3.3222
453.72;	3.3151
453.99;	3.3079
454.25;	3.3006
454.52;	3.2931
454.78;	3.2855
455.05;	3.2778
