wavelength, nm;	absorption
351.00;	0.1902
351.44;	0.1955
351.87;	0.2009
352.31;	0.2064
352.74;	0.2121
353.18;	0.2178
353.61;	0.2237
354.05;	0.2298
354.48;	0.2359
354.92;	0.2422
355.35;	0.2486
355.79;	0.2552
356.23;	0.2619
356.66;	0.2687
357.10;	0.2757
357.53;	0.2829
357.97;	0.2901
358.40;	0.2976
358.84;	0.3052
359.27;	0.3129
359.71;	0.3208
360.14;	0.3288
360.58;	0.3370
361.02;	0.3453
361.45;	0.3539
361.89;	0.3625
362.32;	0.3714
362.76;	0.3804
363.19;	0.3896
363.63;	0.3989
364.06;	0.4084
364.50;	0.4181
364.93;	0.4280
365.37;	0.4380
365.81;	0.4482
366.24;	0.4586
366.68;	0.4692
367.11;	0.4799
367.55;	0.4908
367.98;	0.5019
368.42;	0.5132
368.85;	0.5247
369.29;	0.5364
369.72;	0.5482
370.16;	0.5603
370.60;	0.5725
371.03;	0.5849
371.47;	0.5976
371.90;	0.6104
372.34;	0.6234
372.77;	0.6366
373.21;	0.6499
373.64;	0.6635
374.08;	0.6773
374.51;	0.6913
374.95;	0.7054
375.39;	0.7198
375.82;	0.7344
376.26;	0.7491
376.69;	0.7641
377.13;	0.7792
377.56;	0.7945
378.00;	0.8101
378.43;	0.8258
378.87;	0.8417
379.30;	0.8579
379.74;	0.8742
380.18;	0.8907
380.61;	0.9074
381.05;	0.9243
381.48;	0.9414
381.92;	0.9586
382.35;	0.9761
382.79;	0.9938
383.22;	1.0116
383.66;	1.0296
384.09;	1.0478
384.53;	1.0662
384.97;	1.0848
385.40;	1.1035
385.84;	1.1225
386.27;	1.1416
386.71;	1.1608
387.14;	1.1803
387.58;	1.1999
388.01;	1.2196
388.45;	1.2396
388.88;	1.2597
389.32;	1.2799
389.76;	1.3004
390.19;	1.3209
390.63;	1.3416
391.06;	1.3625
391.50;	1.3835
391.93;	1.4046
392.37;	1.4259
392.80;	1.4473
393.24;	1.4688
393.67;	1.4905
394.11;	1.5123
394.55;	1.5342
394.98;	1.5562
395.42;	1.5783
395.85;	1.6005
396.29;	1.6229
396.72;	1.6453
397.16;	1.6678
397.59;	1.6904
398.03;	1.7131
398.46;	1.7358
398.90;	1.7586
399.34;	1.7815
399.77;	1.8045
400.21;	1.8275
400.64;	1.8505
401.08;	1.8736
401.51;	1.8968
401.95;	1.9200
402.38;	1.9432
402.82;	1.9664
403.25;	1.9896
403.69;	2.0129
404.13;	2.0361
404.56;	2.0594
405.00;	2.0826
405.43;	2.1059
405.87;	2.1291
406.30;	2.1523
406.74;	2.1754
407.17;	2.1985
407.61;	2.2216
408.04;	2.2446
408.48;	2.2676
408.92;	2.2904
409.35;	2.3133
409.79;	2.3360
410.22;	2.3586
410.66;	2.3812
411.09;	2.4037
411.53;	2.4260
411.96;	2.4482
412.40;	2.4704
412.83;	2.4923
413.27;	2.5142
413.71;	2.5359
414.14;	2.5575
414.58;	2.5789
415.01;	2.6001
415.45;	2.6212
415.88;	2.6421
416.32;	2.6628
416.75;	2.6833
417.19;	2.7037
417.62;	2.7238
418.06;	2.7437
418.50;	2.7634
418.93;	2.7829
419.37;	2.8021
419.80;	2.8211
420.24;	2.8399
420.67;	2.8584
421.11;	2.8767
421.54;	2.8947
421.98;	2.9124
422.41;	2.9298
422.85;	2.9470
423.29;	2.9639
423.72;	2.9805
424.16;	2.9967
424.59;	3.0127
425.03;	3.0284
425.46;	3.0437
425.90;	3.0587
426.33;	3.0734
426.77;	3.0878
427.20;	3.1018
427.64;	3.1154
428.08;	3.1288
428.51;	3.1417
428.95;	3.1543
429.38;	3.1666
429.82;	3.1784
430.25;	3.1899
430.69;	3.2010
431.12;	3.2118
431.56;	3.2221
431.99;	3.2321
432.43;	3.2416
432.87;	3.2508
433.30;	3.2595
433.74;	3.2679
434.17;	3.2758
434.61;	3.2834
435.04;	3.2905
435.48;	3.2972
435.91;	3.3034
436.35;	3.3093
436.78;	3.3147
437.22;	3.3197
437.66;	3.3243
438.09;	3.3285
438.53;	3.3322
438.96;	3.3354
439.40;	3.3383
439.83;	3.3407
440.27;	3.3427
440.70;	3.3442
441.14;	3.3453
441.57;	3.3459
442.01;	3.3462
442.45;	3.3459
442.88;	3.3453
443.32;	3.3442
443.75;	3.3426
444.19;	3.3406
444.62;	3.3382
445.06;	3.3354
445.49;	3.3321
445.93;	3.3284
446.36;	3.3242
446.80;	3.3196
447.24;	3.3146
447.67;	3.3092
448.11;	3.3033
448.54;	3.2970
448.98;	3.2903
449.41;	3.2832
449.85;	3.2757
450.28;	3.2677
450.72;	3.2594
451.15;	3.2506
451.59;	3.2414
452.03;	3.2319
452.46;	3.2219
452.90;	3.2116
453.33;	3.2008
453.77;	3.1897
454.20;	3.1782
454.64;	3.1663
455.07;	3.1541
455.51;	3.1415
455.94;	3.1285
456.38;	3.1152
456.82;	3.1015
457.25;	3.0875
457.69;	3.0732
458.12;	3.0585
458.56;	3.0435
458.99;	3.0281
459.43;	3.0125
459.86;	2.9965
460.30;	2.9802
460.73;	2.9636
461.17;	2.9468
461.61;	2.9296
462.04;	2.9121
462.48;	2.8944
462.91;	2.8764
463.35;	2.8582
463.78;	2.8397
464.22;	2.8209
464.65;	2.8019
465.09;	2.7827
465.52;	2.7632
465.96;	2.7435
466.39;	2.7236
466.83;	2.7035
467.27;	2.6832
467.70;	2.6626
468.14;	2.6419
468.57;	2.6210
469.01;	2.6000
469.44;	2.5788
469.88;	2.5574
470.31;	2.5358
470.75;	2.5141
471.18;	2.4923
471.62;	2.4703
472.06;	2.4482
472.49;	2.4260
472.93;	2.4036
473.36;	2.3812
473.80;	2.3587
474.23;	2.3360
474.67;	2.3133
475.10;	2.2905
475.54;	2.2677
475.97;	2.2447
476.41;	2.2217
476.85;	2.1987
477.28;	2.1756
477.72;	2.1525
478.15;	2.1293
478.59;	2.1061
479.02;	2.0829
479.46;	2.0597
479.89;	2.0365
480.33;	2.0132
480.76;	1.9900
481.20;	1.9668
481.64;	1.9436
482.07;	1.9204
482.51;	1.8973
482.94;	1.8742
483.38;	1.8511
483.81;	1.8281
484.25;	1.8051
484.68;	1.7822
485.12;	1.7594
485.55;	1.7366
485.99;	1.7139
486.43;	1.6912
486.86;	1.6687
487.30;	1.6462
487.73;	1.6238
488.17;	1.6015
488.60;	1.5794
489.04;	1.5573
489.47;	1.5353
489.91;	1.5135
490.34;	1.4917
490.78;	1.4701
491.22;	1.4486
491.65;	1.4273
492.09;	1.4061
492.52;	1.3850
492.96;	1.3640
493.39;	1.3432
493.83;	1.3226
494.26;	1.3020
494.70;	1.2817
495.13;	1.2615
495.57;	1.2414
496.01;	1.2216
496.44;	1.2018
496.88;	1.1823
497.31;	1.1629
497.75;	1.1437
498.18;	1.1247
498.62;	1.1058
499.05;	1.0871
499.49;	1.0686
499.92;	1.0503
500.36;	1.0322
500.80;	1.0142
501.23;	0.9964
501.67;	0.9789
502.10;	0.9615
502.54;	0.9443
502.97;	0.9272
503.41;	0.9104
503.84;	0.8938
504.28;	0.8774
504.71;	0.8611
505.15;	0.8451
505.59;	0.8292
506.02;	0.8136
506.46;	0.7981
506.89;	0.7829
507.33;	0.7678
507.76;	0.7529
508.20;	0.7383
508.63;	0.7238
509.07;	0.7095
509.50;	0.6954
509.94;	0.6816
510.38;	0.6679
510.81;	0.6544
511.25;	0.6411
511.68;	0.6280
512.12;	0.6151
512.55;	0.6024
512.99;	0.5899
513.42;	0.5775
513.86;	0.5654
514.29;	0.5535
514.73;	0.5417
515.17;	0.5301
515.60;	0.5188
516.04;	0.5076
516.47;	0.4966
516.91;	0.4857
517.34;	0.4751
517.78;	0.4646
518.21;	0.4544
518.65;	0.4443
519.08;	0.4344
519.52;	0.4246
519.96;	0.4150
520.39;	0.4057
520.83;	0.3964
521.26;	0.3874
521.70;	0.3785
522.13;	0.3698
522.57;	0.3612
523.00;	0.3528
523.44;	0.3446
523.87;	0.3365
524.31;	0.3286
524.75;	0.3209
525.18;	0.3133
525.62;	0.3059
526.05;	0.2986
526.49;	0.2914
526.92;	0.2844
