wavelength, nm;	absorption
362.00;	0.3539
362.37;	0.3612
362.74;	0.3686
363.11;	0.3761
363.48;	0.3838
363.85;	0.3916
364.22;	0.3995
364.59;	0.4075
364.96;	0.4157
365.33;	0.4239
365.70;	0.4323
366.07;	0.4408
366.44;	0.4495
366.81;	0.4582
367.18;	0.4671
367.55;	0.4762
367.92;	0.4853
368.29;	0.4946
368.66;	0.5040
369.03;	0.5135
369.40;	0.5232
369.77;	0.5330
370.14;	0.5429
370.51;	0.5530
370.88;	0.5632
371.25;	0.5735
371.62;	0.5840
371.99;	0.5946
372.36;	0.6053
372.73;	0.6162
373.10;	0.6272
373.47;	0.6384
373.84;	0.6496
374.21;	0.6611
374.58;	0.6726
374.95;	0.6843
375.32;	0.6961
375.69;	0.7081
376.06;	0.7202
376.43;	0.7324
376.80;	0.7448
377.17;	0.7573
377.54;	0.7700
377.91;	0.7828
378.28;	0.7957
378.65;	0.8088
379.02;	0.8220
379.39;	0.8353
379.76;	0.8488
380.13;	0.8624
380.50;	0.8761
380.87;	0.8900
381.24;	0.9040
381.61;	0.9181
381.98;	0.9324
382.35;	0.9468
382.72;	0.9614
383.09;	0.9760
383.46;	0.9908
383.84;	1.0058
384.21;	1.0208
384.58;	1.0360
384.95;	1.0513
385.32;	1.0667
385.69;	1.0823
386.06;	1.0980
386.43;	1.1138
386.80;	1.1297
387.17;	1.1458
387.54;	1.1619
387.91;	1.1782
388.28;	1.1946
388.65;	1.2111
389.02;	1.2277
389.39;	1.2444
389.76;	1.2613
390.13;	1.2782
390.50;	1.2952
390.87;	1.3124
391.24;	1.3296
391.61;	1.3470
391.98;	1.3644
392.35;	1.3820
392.72;	1.3996
393.09;	1.4173
393.46;	1.4351
393.83;	1.4530
394.20;	1.4710
394.57;	1.4891
394.94;	1.5072
395.31;	1.5254
395.68;	1.5437
396.05;	1.5621
396.42;	1.5805
396.79;	1.5990
397.16;	1.6176
397.53;	1.6362
397.90;	1.6549
398.27;	1.6736
398.64;	1.6924
399.01;	1.7112
399.38;	1.7301
399.75;	1.7490
400.12;	1.7680
400.49;	1.7870
400.86;	1.8060
401.23;	1.8251
401.60;	1.8442
401.97;	1.8633
402.34;	1.8824
402.71;	1.9015
403.08;	1.9207
403.45;	1.9398
403.82;	1.9590
404.19;	1.9782
404.56;	1.9974
404.93;	2.0165
405.30;	2.0357
405.67;	2.0548
406.04;	2.0739
406.41;	2.0930
406.78;	2.1121
407.15;	2.1312
407.52;	2.1502
407.89;	2.1692
408.26;	2.1881
408.63;	2.2070
409.00;	2.2259
409.37;	2.2447
409.74;	2.2634
410.11;	2.2821
410.48;	2.3007
410.85;	2.3193
411.22;	2.3377
411.59;	2.3561
411.96;	2.3745
412.33;	2.3927
412.70;	2.4108
413.07;	2.4289
413.44;	2.4469
413.81;	2.4647
414.18;	2.4825
414.55;	2.5001
414.92;	2.5177
415.29;	2.5351
415.66;	2.5524
416.03;	2.5695
416.40;	2.5866
416.77;	2.6035
417.14;	2.6202
417.51;	2.6369
417.88;	2.6533
418.25;	2.6697
418.62;	2.6858
418.99;	2.7018
419.36;	2.7177
419.73;	2.7334
420.10;	2.7489
420.47;	2.7642
420.84;	2.7794
421.21;	2.7944
421.58;	2.8092
421.95;	2.8238
422.32;	2.8382
422.69;	2.8524
423.06;	2.8664
423.43;	2.8802
423.80;	2.8938
424.17;	2.9072
424.54;	2.9204
424.91;	2.9333
425.28;	2.9461
425.65;	2.9586
426.02;	2.9709
426.39;	2.9829
426.76;	2.9947
427.13;	3.0063
427.51;	3.0177
427.88;	3.0287
428.25;	3.0396
428.62;	3.0502
428.99;	3.0605
429.36;	3.0706
429.73;	3.0804
430.10;	3.0900
430.47;	3.0993
430.84;	3.1083
431.21;	3.1171
431.58;	3.1256
431.95;	3.1338
432.32;	3.1417
432.69;	3.1494
433.06;	3.1568
433.43;	3.1639
433.80;	3.1707
434.17;	3.1772
434.54;	3.1834
434.91;	3.1894
435.28;	3.1950
435.65;	3.2004
436.02;	3.2055
436.39;	3.2102
436.76;	3.2147
437.13;	3.2189
437.50;	3.2228
437.87;	3.2263
438.24;	3.2296
438.61;	3.2326
438.98;	3.2352
439.35;	3.2376
439.72;	3.2397
440.09;	3.2414
440.46;	3.2428
440.83;	3.2440
441.20;	3.2448
441.57;	3.2453
441.94;	3.2455
442.31;	3.2454
442.68;	3.2450
443.05;	3.2443
443.42;	3.2433
443.79;	3.2420
444.16;	3.2403
444.53;	3.2384
444.90;	3.2362
445.27;	3.2336
445.64;	3.2308
446.01;	3.2276
446.38;	3.2241
446.75;	3.2204
447.12;	3.2163
447.49;	3.2120
447.86;	3.2073
448.23;	3.2023
448.60;	3.1971
448.97;	3.1915
449.34;	3.1857
449.71;	3.1796
450.08;	3.1732
450.45;	3.1665
450.82;	3.1595
451.19;	3.1522
451.56;	3.1446
451.93;	3.1368
452.30;	3.1287
452.67;	3.1203
453.04;	3.1117
453.41;	3.1027
453.78;	3.0935
454.15;	3.0841
454.52;	3.0743
454.89;	3.0644
455.26;	3.0541
455.63;	3.0436
456.00;	3.0329
456.37;	3.0219
456.74;	3.0107
457.11;	2.9992
457.48;	2.9875
457.85;	2.9755
458.22;	2.9633
458.59;	2.9509
458.96;	2.9383
459.33;	2.9254
459.70;	2.9123
460.07;	2.8990
460.44;	2.8855
460.81;	2.8718
461.18;	2.8578
461.55;	2.8437
461.92;	2.8294
462.29;	2.8148
462.66;	2.8001
463.03;	2.7852
463.40;	2.7701
463.77;	2.7549
464.14;	2.7394
464.51;	2.7238
464.88;	2.7081
465.25;	2.6921
465.62;	2.6760
465.99;	2.6598
466.36;	2.6434
466.73;	2.6268
467.10;	2.6101
467.47;	2.5933
467.84;	2.5763
468.21;	2.5592
