wavelength, nm;	absorption
355.00;	0.2404
355.31;	0.2450
355.63;	0.2497
355.94;	0.2544
356.26;	0.2592
356.57;	0.2641
356.89;	0.2690
357.20;	0.2740
357.51;	0.2791
357.83;	0.2843
358.14;	0.2895
358.46;	0.2949
358.77;	0.3003
359.09;	0.3057
359.40;	0.3113
359.71;	0.3169
360.03;	0.3227
360.34;	0.3285
360.66;	0.3343
360.97;	0.3403
361.29;	0.3463
361.60;	0.3525
361.92;	0.3587
362.23;	0.3650
362.54;	0.3713
362.86;	0.3778
363.17;	0.3844
363.49;	0.3910
363.80;	0.3977
364.12;	0.4045
364.43;	0.4114
364.74;	0.4184
365.06;	0.4255
365.37;	0.4327
365.69;	0.4400
366.00;	0.4473
366.32;	0.4548
366.63;	0.4623
366.94;	0.4699
367.26;	0.4777
367.57;	0.4855
367.89;	0.4934
368.20;	0.5014
368.52;	0.5095
368.83;	0.5177
369.14;	0.5260
369.46;	0.5344
369.77;	0.5429
370.09;	0.5514
370.40;	0.5601
370.72;	0.5689
371.03;	0.5778
371.34;	0.5868
371.66;	0.5958
371.97;	0.6050
372.29;	0.6143
372.60;	0.6236
372.92;	0.6331
373.23;	0.6427
373.55;	0.6524
373.86;	0.6621
374.17;	0.6720
374.49;	0.6820
374.80;	0.6920
375.12;	0.7022
375.43;	0.7125
375.75;	0.7229
376.06;	0.7333
376.37;	0.7439
376.69;	0.7546
377.00;	0.7654
377.32;	0.7762
377.63;	0.7872
377.95;	0.7983
378.26;	0.8095
378.57;	0.8208
378.89;	0.8322
379.20;	0.8436
379.52;	0.8552
379.83;	0.8669
380.15;	0.8787
380.46;	0.8906
380.77;	0.9025
381.09;	0.9146
381.40;	0.9268
381.72;	0.9391
382.03;	0.9514
382.35;	0.9639
382.66;	0.9765
382.97;	0.9891
383.29;	1.0019
383.60;	1.0147
383.92;	1.0277
384.23;	1.0407
384.55;	1.0539
384.86;	1.0671
385.18;	1.0804
385.49;	1.0938
385.80;	1.1073
386.12;	1.1209
386.43;	1.1346
386.75;	1.1484
387.06;	1.1622
387.38;	1.1762
387.69;	1.1902
388.00;	1.2043
388.32;	1.2185
388.63;	1.2328
388.95;	1.2471
389.26;	1.2616
389.58;	1.2761
389.89;	1.2907
390.20;	1.3054
390.52;	1.3201
390.83;	1.3350
391.15;	1.3499
391.46;	1.3648
391.78;	1.3799
392.09;	1.3950
392.40;	1.4102
392.72;	1.4255
393.03;	1.4408
393.35;	1.4562
393.66;	1.4716
393.98;	1.4872
394.29;	1.5027
394.60;	1.5184
394.92;	1.5341
395.23;	1.5498
395.55;	1.5656
395.86;	1.5815
396.18;	1.5974
396.49;	1.6133
396.81;	1.6293
397.12;	1.6454
397.43;	1.6615
397.75;	1.6776
398.06;	1.6938
398.38;	1.7100
398.69;	1.7263
399.01;	1.7426
399.32;	1.7589
399.63;	1.7753
399.95;	1.7916
400.26;	1.8081
400.58;	1.8245
400.89;	1.8410
401.21;	1.8574
401.52;	1.8739
401.83;	1.8905
402.15;	1.9070
402.46;	1.9236
402.78;	1.9401
403.09;	1.9567
403.41;	1.9733
403.72;	1.9898
404.03;	2.0064
404.35;	2.0230
404.66;	2.0396
404.98;	2.0562
405.29;	2.0727
405.61;	2.0893
405.92;	2.1058
406.23;	2.1224
406.55;	2.1389
406.86;	2.1554
407.18;	2.1718
407.49;	2.1883
407.81;	2.2047
408.12;	2.2211
408.44;	2.2375
408.75;	2.2538
409.06;	2.2701
409.38;	2.2864
409.69;	2.3026
410.01;	2.3187
410.32;	2.3349
410.64;	2.3509
410.95;	2.3670
411.26;	2.3829
411.58;	2.3989
411.89;	2.4147
412.21;	2.4305
412.52;	2.4462
412.84;	2.4619
413.15;	2.4775
413.46;	2.4930
413.78;	2.5085
414.09;	2.5238
414.41;	2.5391
414.72;	2.5543
415.04;	2.5695
415.35;	2.5845
415.66;	2.5994
415.98;	2.6143
416.29;	2.6291
416.61;	2.6437
416.92;	2.6583
417.24;	2.6728
417.55;	2.6871
417.86;	2.7014
418.18;	2.7155
418.49;	2.7295
418.81;	2.7434
419.12;	2.7572
419.44;	2.7709
419.75;	2.7844
420.07;	2.7979
420.38;	2.8112
420.69;	2.8243
421.01;	2.8374
421.32;	2.8503
421.64;	2.8630
421.95;	2.8756
422.27;	2.8881
422.58;	2.9004
422.89;	2.9126
423.21;	2.9247
423.52;	2.9366
423.84;	2.9483
424.15;	2.9599
424.47;	2.9713
424.78;	2.9826
425.09;	2.9937
425.41;	3.0046
425.72;	3.0154
426.04;	3.0260
426.35;	3.0364
426.67;	3.0467
426.98;	3.0567
427.29;	3.0666
427.61;	3.0764
427.92;	3.0859
428.24;	3.0953
428.55;	3.1045
428.87;	3.1135
429.18;	3.1223
429.49;	3.1309
429.81;	3.1393
430.12;	3.1476
430.44;	3.1556
430.75;	3.1635
431.07;	3.1711
431.38;	3.1785
431.70;	3.1858
432.01;	3.1928
432.32;	3.1997
432.64;	3.2063
432.95;	3.2128
433.27;	3.2190
433.58;	3.2250
433.90;	3.2308
434.21;	3.2364
434.52;	3.2418
434.84;	3.2470
435.15;	3.2519
435.47;	3.2567
435.78;	3.2612
436.10;	3.2655
436.41;	3.2696
436.72;	3.2735
437.04;	3.2771
437.35;	3.2805
437.67;	3.2838
437.98;	3.2867
438.30;	3.2895
438.61;	3.2921
438.92;	3.2944
439.24;	3.2965
439.55;	3.2983
439.87;	3.3000
440.18;	3.3014
440.50;	3.3026
440.81;	3.3036
441.12;	3.3043
441.44;	3.3049
441.75;	3.3052
442.07;	3.3052
442.38;	3.3051
442.70;	3.3047
443.01;	3.3041
443.33;	3.3032
443.64;	3.3022
443.95;	3.3009
444.27;	3.2994
444.58;	3.2976
444.90;	3.2957
445.21;	3.2935
445.53;	3.2911
445.84;	3.2885
446.15;	3.2856
446.47;	3.2825
446.78;	3.2792
447.10;	3.2757
447.41;	3.2720
447.73;	3.2680
448.04;	3.2638
448.35;	3.2594
448.67;	3.2548
448.98;	3.2500
449.30;	3.2450
449.61;	3.2397
449.93;	3.2342
450.24;	3.2286
450.55;	3.2227
450.87;	3.2166
451.18;	3.2103
451.50;	3.2038
451.81;	3.1970
452.13;	3.1901
452.44;	3.1830
452.75;	3.1757
453.07;	3.1681
453.38;	3.1604
453.70;	3.1525
454.01;	3.1444
454.33;	3.1361
454.64;	3.1276
454.96;	3.1189
455.27;	3.1100
455.58;	3.1009
455.90;	3.0917
456.21;	3.0822
456.53;	3.0726
456.84;	3.0628
457.16;	3.0529
457.47;	3.0427
457.78;	3.0324
458.10;	3.0219
458.41;	3.0112
458.73;	3.0004
459.04;	2.9894
459.36;	2.9783
459.67;	2.9669
459.98;	2.9555
460.30;	2.9438
460.61;	2.9320
460.93;	2.9201
461.24;	2.9080
461.56;	2.8958
461.87;	2.8834
462.18;	2.8708
462.50;	2.8582
462.81;	2.8454
463.13;	2.8324
463.44;	2.8193
463.76;	2.8061
464.07;	2.7928
464.38;	2.7793
464.70;	2.7657
465.01;	2.7520
465.33;	2.7382
465.64;	2.7243
465.96;	2.7102
466.27;	2.6960
466.59;	2.6817
466.90;	2.6674
467.21;	2.6529
467.53;	2.6383
467.84;	2.6236
468.16;	2.6088
468.47;	2.5939
468.79;	2.5790
469.10;	2.5639
469.41;	2.5487
469.73;	2.5335
470.04;	2.5182
470.36;	2.5028
470.67;	2.4874
470.99;	2.4718
471.30;	2.4562
471.61;	2.4405
471.93;	2.4248
472.24;	2.4090
472.56;	2.3931
472.87;	2.3772
473.19;	2.3612
473.50;	2.3452
473.81;	2.3291
474.13;	2.3130
474.44;	2.2968
474.76;	2.2806
475.07;	2.2644
475.39;	2.2481
475.70;	2.2317
476.01;	2.2154
476.33;	2.1990
476.64;	2.1826
476.96;	2.1661
477.27;	2.1497
477.59;	2.1332
477.90;	2.1167
478.22;	2.1002
478.53;	2.0837
478.84;	2.0671
479.16;	2.0506
479.47;	2.0340
479.79;	2.0175
480.10;	2.0009
480.42;	1.9843
480.73;	1.9678
481.04;	1.9512
481.36;	1.9347
481.67;	1.9182
481.99;	1.9017
482.30;	1.8852
482.62;	1.8687
482.93;	1.8522
483.24;	1.8357
483.56;	1.8193
483.87;	1.8029
484.19;	1.7865
484.50;	1.7702
484.82;	1.7539
485.13;	1.7376
485.44;	1.7214
485.76;	1.7051
486.07;	1.6890
486.39;	1.6728
486.70;	1.6567
487.02;	1.6407
487.33;	1.6247
487.64;	1.6087
487.96;	1.5928
488.27;	1.5770
488.59;	1.5612
488.90;	1.5454
489.22;	1.5297
489.53;	1.5141
489.85;	1.4985
490.16;	1.4830
490.47;	1.4676
490.79;	1.4522
491.10;	1.4369
491.42;	1.4216
491.73;	1.4064
492.05;	1.3913
492.36;	1.3762
492.67;	1.3612
492.99;	1.3463
493.30;	1.3315
493.62;	1.3167
493.93;	1.3021
494.25;	1.2875
494.56;	1.2729
494.87;	1.2585
495.19;	1.2441
495.50;	1.2298
495.82;	1.2156
496.13;	1.2015
496.45;	1.1875
496.76;	1.1735
497.07;	1.1597
497.39;	1.1459
497.70;	1.1322
498.02;	1.1186
498.33;	1.1051
498.65;	1.0917
498.96;	1.0784
499.27;	1.0651
499.59;	1.0520
499.90;	1.0390
500.22;	1.0260
500.53;	1.0132
500.85;	1.0004
501.16;	0.9877
501.48;	0.9752
501.79;	0.9627
502.10;	0.9503
502.42;	0.9380
502.73;	0.9259
503.05;	0.9138
503.36;	0.9018
503.68;	0.8899
503.99;	0.8782
504.30;	0.8665
504.62;	0.8549
504.93;	0.8434
505.25;	0.8320
505.56;	0.8207
505.88;	0.8096
506.19;	0.7985
506.50;	0.7875
506.82;	0.7766
507.13;	0.7659
507.45;	0.7552
507.76;	0.7446
508.08;	0.7342
508.39;	0.7238
508.70;	0.7135
509.02;	0.7034
509.33;	0.6933
509.65;	0.6833
509.96;	0.6735
510.28;	0.6637
510.59;	0.6541
510.90;	0.6445
511.22;	0.6351
511.53;	0.6257
511.85;	0.6164
512.16;	0.6073
512.48;	0.5982
512.79;	0.5893
513.11;	0.5804
513.42;	0.5717
513.73;	0.5630
514.05;	0.5544
514.36;	0.5460
514.68;	0.5376
514.99;	0.5294
515.31;	0.5212
515.62;	0.5131
515.93;	0.5051
516.25;	0.4972
516.56;	0.4895
516.88;	0.4818
517.19;	0.4742
517.51;	0.4667
517.82;	0.4593
518.13;	0.4519
518.45;	0.4447
518.76;	0.4376
519.08;	0.4305
519.39;	0.4236
519.71;	0.4167
520.02;	0.4100
520.33;	0.4033
520.65;	0.3967
