wavelength, nm;	absorption
400.00;	1.2031
400.32;	1.2144
400.65;	1.2258
400.97;	1.2372
401.29;	1.2485
401.62;	1.2599
401.94;	1.2714
402.27;	1.2828
402.59;	1.2942
402.91;	1.3057
403.24;	1.3171
403.56;	1.3285
403.88;	1.3400
404.21;	1.3514
404.53;	1.3629
404.86;	1.3743
405.18;	1.3858
405.50;	1.3972
405.83;	1.4087
406.15;	1.4201
406.47;	1.4315
406.80;	1.4429
407.12;	1.4543
407.45;	1.4656
407.77;	1.4770
408.09;	1.4883
408.42;	1.4996
408.74;	1.5109
409.06;	1.5221
409.39;	1.5334
409.71;	1.5446
410.03;	1.5557
410.36;	1.5669
410.68;	1.5780
411.01;	1.5890
411.33;	1.6000
411.65;	1.6110
411.98;	1.6220
412.30;	1.6329
412.62;	1.6437
412.95;	1.6545
413.27;	1.6653
413.60;	1.6760
413.92;	1.6866
414.24;	1.6972
414.57;	1.7078
414.89;	1.7182
415.21;	1.7286
415.54;	1.7390
415.86;	1.7493
416.19;	1.7595
416.51;	1.7697
416.83;	1.7797
417.16;	1.7897
417.48;	1.7997
417.80;	1.8095
418.13;	1.8193
418.45;	1.8290
418.78;	1.8386
419.10;	1.8482
419.42;	1.8576
419.75;	1.8670
420.07;	1.8763
420.39;	1.8854
420.72;	1.8945
421.04;	1.9035
421.36;	1.9124
421.69;	1.9212
422.01;	1.9299
422.34;	1.9385
422.66;	1.9470
422.98;	1.9554
423.31;	1.9637
423.63;	1.9719
423.95;	1.9800
424.28;	1.9879
424.60;	1.9958
424.93;	2.0035
425.25;	2.0111
425.57;	2.0187
425.90;	2.0260
426.22;	2.0333
426.54;	2.0404
426.87;	2.0474
427.19;	2.0543
427.52;	2.0611
427.84;	2.0677
428.16;	2.0743
428.49;	2.0806
428.81;	2.0869
429.13;	2.0930
429.46;	2.0990
429.78;	2.1048
430.10;	2.1105
430.43;	2.1161
430.75;	2.1215
431.08;	2.1268
431.40;	2.1320
431.72;	2.1370
432.05;	2.1418
432.37;	2.1465
432.69;	2.1511
433.02;	2.1555
433.34;	2.1598
433.67;	2.1640
433.99;	2.1679
434.31;	2.1718
434.64;	2.1755
434.96;	2.1790
435.28;	2.1824
435.61;	2.1856
435.93;	2.1887
436.26;	2.1916
