wavelength, nm;	absorption
386.00;	0.9171
386.31;	0.9281
386.62;	0.9392
386.93;	0.9503
387.23;	0.9615
387.54;	0.9728
387.85;	0.9842
388.16;	0.9956
388.47;	1.0071
388.78;	1.0186
389.09;	1.0303
389.39;	1.0419
389.70;	1.0537
390.01;	1.0655
390.32;	1.0773
390.63;	1.0893
390.94;	1.1013
391.24;	1.1133
391.55;	1.1254
391.86;	1.1376
392.17;	1.1498
392.48;	1.1620
392.79;	1.1744
393.10;	1.1867
393.40;	1.1992
393.71;	1.2116
394.02;	1.2242
394.33;	1.2367
394.64;	1.2494
394.95;	1.2620
395.26;	1.2747
395.56;	1.2875
395.87;	1.3003
396.18;	1.3131
396.49;	1.3260
396.80;	1.3389
397.11;	1.3519
397.41;	1.3648
397.72;	1.3779
398.03;	1.3909
398.34;	1.4040
398.65;	1.4171
398.96;	1.4302
399.27;	1.4434
399.57;	1.4566
399.88;	1.4698
400.19;	1.4831
400.50;	1.4963
400.81;	1.5096
401.12;	1.5229
401.43;	1.5362
401.73;	1.5495
402.04;	1.5629
402.35;	1.5762
402.66;	1.5896
402.97;	1.6029
403.28;	1.6163
403.59;	1.6297
403.89;	1.6430
404.20;	1.6564
404.51;	1.6698
404.82;	1.6832
405.13;	1.6965
405.44;	1.7099
405.74;	1.7233
406.05;	1.7366
406.36;	1.7499
406.67;	1.7633
406.98;	1.7766
407.29;	1.7898
407.60;	1.8031
407.90;	1.8164
408.21;	1.8296
408.52;	1.8428
408.83;	1.8559
409.14;	1.8691
409.45;	1.8822
409.76;	1.8953
410.06;	1.9083
410.37;	1.9213
410.68;	1.9343
410.99;	1.9472
411.30;	1.9601
411.61;	1.9729
411.91;	1.9857
412.22;	1.9984
412.53;	2.0111
412.84;	2.0238
413.15;	2.0363
413.46;	2.0489
413.77;	2.0613
414.07;	2.0737
414.38;	2.0861
414.69;	2.0984
415.00;	2.1106
415.31;	2.1227
415.62;	2.1348
415.93;	2.1468
416.23;	2.1587
416.54;	2.1706
416.85;	2.1823
417.16;	2.1940
417.47;	2.2056
417.78;	2.2171
418.09;	2.2286
418.39;	2.2399
418.70;	2.2512
419.01;	2.2623
419.32;	2.2734
419.63;	2.2844
419.94;	2.2952
420.24;	2.3060
420.55;	2.3167
420.86;	2.3273
421.17;	2.3377
421.48;	2.3481
421.79;	2.3583
422.10;	2.3684
422.40;	2.3785
422.71;	2.3884
423.02;	2.3982
423.33;	2.4078
423.64;	2.4174
423.95;	2.4268
424.26;	2.4361
424.56;	2.4453
424.87;	2.4543
425.18;	2.4632
425.49;	2.4720
425.80;	2.4807
426.11;	2.4892
426.41;	2.4976
426.72;	2.5059
427.03;	2.5140
427.34;	2.5220
427.65;	2.5298
427.96;	2.5375
428.27;	2.5450
428.57;	2.5524
428.88;	2.5597
429.19;	2.5668
429.50;	2.5737
429.81;	2.5805
430.12;	2.5872
430.43;	2.5937
430.73;	2.6000
431.04;	2.6062
431.35;	2.6122
431.66;	2.6181
431.97;	2.6238
432.28;	2.6294
432.59;	2.6348
432.89;	2.6400
433.20;	2.6451
433.51;	2.6500
433.82;	2.6547
434.13;	2.6592
434.44;	2.6636
434.74;	2.6679
435.05;	2.6719
435.36;	2.6758
435.67;	2.6795
435.98;	2.6831
436.29;	2.6865
436.60;	2.6897
436.90;	2.6927
437.21;	2.6955
437.52;	2.6982
437.83;	2.7007
438.14;	2.7031
438.45;	2.7052
438.76;	2.7072
439.06;	2.7090
439.37;	2.7106
439.68;	2.7121
439.99;	2.7133
440.30;	2.7144
