wavelength, nm;	absorption
352.00;	0.1101
352.42;	0.1130
352.83;	0.1159
353.25;	0.1189
353.67;	0.1220
354.08;	0.1252
354.50;	0.1284
354.92;	0.1316
355.34;	0.1350
355.75;	0.1384
356.17;	0.1419
356.59;	0.1454
357.00;	0.1491
357.42;	0.1527
357.84;	0.1565
358.25;	0.1604
358.67;	0.1643
359.09;	0.1683
359.50;	0.1723
359.92;	0.1765
360.34;	0.1807
360.76;	0.1850
361.17;	0.1894
361.59;	0.1938
362.01;	0.1984
362.42;	0.2030
362.84;	0.2077
363.26;	0.2125
363.67;	0.2174
364.09;	0.2223
364.51;	0.2274
364.92;	0.2325
365.34;	0.2377
365.76;	0.2430
366.17;	0.2484
366.59;	0.2539
367.01;	0.2595
367.43;	0.2651
367.84;	0.2709
368.26;	0.2767
368.68;	0.2827
369.09;	0.2887
369.51;	0.2948
369.93;	0.3010
370.34;	0.3073
370.76;	0.3137
371.18;	0.3202
371.59;	0.3268
372.01;	0.3335
372.43;	0.3403
372.85;	0.3472
373.26;	0.3542
373.68;	0.3613
374.10;	0.3684
374.51;	0.3757
374.93;	0.3831
375.35;	0.3906
375.76;	0.3981
376.18;	0.4058
376.60;	0.4135
377.01;	0.4214
377.43;	0.4294
377.85;	0.4374
378.27;	0.4456
378.68;	0.4538
379.10;	0.4621
379.52;	0.4706
379.93;	0.4791
380.35;	0.4878
380.77;	0.4965
381.18;	0.5053
381.60;	0.5142
382.02;	0.5233
382.43;	0.5324
382.85;	0.5416
383.27;	0.5509
383.69;	0.5602
384.10;	0.5697
384.52;	0.5793
384.94;	0.5890
385.35;	0.5987
385.77;	0.6085
386.19;	0.6185
386.60;	0.6285
387.02;	0.6386
387.44;	0.6487
387.85;	0.6590
388.27;	0.6694
388.69;	0.6798
389.10;	0.6903
389.52;	0.7009
389.94;	0.7115
390.36;	0.7223
390.77;	0.7331
391.19;	0.7439
391.61;	0.7549
392.02;	0.7659
392.44;	0.7770
392.86;	0.7881
393.27;	0.7994
393.69;	0.8106
394.11;	0.8220
394.52;	0.8334
394.94;	0.8448
395.36;	0.8563
395.78;	0.8679
396.19;	0.8795
396.61;	0.8912
397.03;	0.9029
397.44;	0.9146
397.86;	0.9264
398.28;	0.9382
398.69;	0.9501
399.11;	0.9620
399.53;	0.9739
399.94;	0.9859
400.36;	0.9979
400.78;	1.0099
401.20;	1.0219
401.61;	1.0339
402.03;	1.0460
402.45;	1.0581
402.86;	1.0702
403.28;	1.0823
403.70;	1.0944
404.11;	1.1065
404.53;	1.1186
404.95;	1.1307
405.36;	1.1428
405.78;	1.1549
406.20;	1.1670
406.62;	1.1790
407.03;	1.1911
407.45;	1.2031
407.87;	1.2151
408.28;	1.2270
408.70;	1.2390
409.12;	1.2509
409.53;	1.2627
409.95;	1.2745
410.37;	1.2863
410.78;	1.2980
411.20;	1.3097
411.62;	1.3213
412.03;	1.3329
412.45;	1.3444
412.87;	1.3559
413.29;	1.3672
413.70;	1.3785
414.12;	1.3898
414.54;	1.4009
414.95;	1.4120
415.37;	1.4230
415.79;	1.4339
416.20;	1.4447
416.62;	1.4554
417.04;	1.4660
417.45;	1.4766
417.87;	1.4870
418.29;	1.4973
418.71;	1.5075
419.12;	1.5176
419.54;	1.5276
419.96;	1.5374
420.37;	1.5471
420.79;	1.5568
421.21;	1.5662
421.62;	1.5756
422.04;	1.5848
422.46;	1.5939
422.87;	1.6028
423.29;	1.6116
423.71;	1.6202
424.13;	1.6287
424.54;	1.6371
424.96;	1.6452
425.38;	1.6533
425.79;	1.6611
426.21;	1.6688
426.63;	1.6764
427.04;	1.6838
427.46;	1.6910
427.88;	1.6980
428.29;	1.7048
428.71;	1.7115
429.13;	1.7180
429.55;	1.7243
429.96;	1.7304
430.38;	1.7364
430.80;	1.7421
431.21;	1.7477
431.63;	1.7530
432.05;	1.7582
432.46;	1.7632
432.88;	1.7680
433.30;	1.7725
433.71;	1.7769
434.13;	1.7811
434.55;	1.7851
434.97;	1.7888
435.38;	1.7924
435.80;	1.7957
436.22;	1.7988
436.63;	1.8018
