wavelength, nm;	absorption
386.00;	1.1676
386.34;	1.1831
386.68;	1.1987
387.02;	1.2144
387.36;	1.2302
387.70;	1.2461
388.04;	1.2621
388.39;	1.2783
388.73;	1.2945
389.07;	1.3108
389.41;	1.3272
389.75;	1.3438
390.09;	1.3604
390.43;	1.3771
390.77;	1.3939
391.11;	1.4108
391.45;	1.4278
391.79;	1.4449
392.13;	1.4620
392.48;	1.4793
392.82;	1.4966
393.16;	1.5140
393.50;	1.5315
393.84;	1.5491
394.18;	1.5667
394.52;	1.5845
394.86;	1.6022
395.20;	1.6201
395.54;	1.6380
395.88;	1.6560
396.22;	1.6741
396.56;	1.6922
396.91;	1.7104
397.25;	1.7286
397.59;	1.7469
397.93;	1.7652
398.27;	1.7836
398.61;	1.8020
398.95;	1.8205
399.29;	1.8390
399.63;	1.8576
399.97;	1.8762
400.31;	1.8948
400.65;	1.9135
401.00;	1.9322
401.34;	1.9509
401.68;	1.9696
402.02;	1.9884
402.36;	2.0071
402.70;	2.0259
403.04;	2.0447
403.38;	2.0635
403.72;	2.0823
404.06;	2.1011
404.40;	2.1199
404.74;	2.1388
405.09;	2.1576
405.43;	2.1764
405.77;	2.1951
406.11;	2.2139
406.45;	2.2326
406.79;	2.2514
407.13;	2.2701
407.47;	2.2887
407.81;	2.3074
408.15;	2.3260
408.49;	2.3445
408.83;	2.3630
409.17;	2.3815
409.52;	2.3999
409.86;	2.4183
410.20;	2.4366
410.54;	2.4549
410.88;	2.4731
411.22;	2.4912
411.56;	2.5093
411.90;	2.5273
412.24;	2.5452
412.58;	2.5630
412.92;	2.5808
413.26;	2.5984
413.61;	2.6160
413.95;	2.6335
414.29;	2.6509
414.63;	2.6682
414.97;	2.6854
415.31;	2.7025
415.65;	2.7194
415.99;	2.7363
416.33;	2.7530
416.67;	2.7696
417.01;	2.7861
417.35;	2.8025
417.69;	2.8187
418.04;	2.8348
418.38;	2.8508
418.72;	2.8666
419.06;	2.8823
419.40;	2.8978
419.74;	2.9132
420.08;	2.9284
420.42;	2.9435
420.76;	2.9584
421.10;	2.9732
421.44;	2.9878
421.78;	3.0022
422.13;	3.0164
422.47;	3.0305
422.81;	3.0443
423.15;	3.0580
423.49;	3.0716
423.83;	3.0849
424.17;	3.0980
424.51;	3.1110
424.85;	3.1237
425.19;	3.1362
425.53;	3.1486
425.87;	3.1607
426.21;	3.1726
426.56;	3.1844
426.90;	3.1959
427.24;	3.2071
427.58;	3.2182
427.92;	3.2290
428.26;	3.2397
428.60;	3.2501
428.94;	3.2602
429.28;	3.2702
429.62;	3.2799
429.96;	3.2893
430.30;	3.2985
430.65;	3.3075
430.99;	3.3163
431.33;	3.3248
431.67;	3.3330
432.01;	3.3410
432.35;	3.3488
432.69;	3.3563
433.03;	3.3635
433.37;	3.3705
433.71;	3.3773
434.05;	3.3837
434.39;	3.3900
434.73;	3.3959
435.08;	3.4016
435.42;	3.4070
435.76;	3.4122
436.10;	3.4171
436.44;	3.4217
436.78;	3.4261
437.12;	3.4302
437.46;	3.4340
437.80;	3.4375
438.14;	3.4408
438.48;	3.4438
438.82;	3.4465
439.17;	3.4490
439.51;	3.4511
439.85;	3.4530
440.19;	3.4546
440.53;	3.4560
440.87;	3.4570
441.21;	3.4578
441.55;	3.4583
441.89;	3.4586
442.23;	3.4585
442.57;	3.4582
442.91;	3.4576
443.26;	3.4567
443.60;	3.4555
443.94;	3.4541
444.28;	3.4524
444.62;	3.4504
444.96;	3.4481
445.30;	3.4456
445.64;	3.4428
445.98;	3.4397
446.32;	3.4363
446.66;	3.4327
447.00;	3.4288
447.34;	3.4246
447.69;	3.4201
448.03;	3.4154
448.37;	3.4104
448.71;	3.4052
449.05;	3.3996
449.39;	3.3939
449.73;	3.3878
450.07;	3.3815
450.41;	3.3749
450.75;	3.3681
451.09;	3.3610
451.43;	3.3537
451.78;	3.3461
452.12;	3.3383
452.46;	3.3302
452.80;	3.3218
