wavelength, nm;	absorption
376.00;	0.7417
376.35;	0.7537
376.70;	0.7658
377.06;	0.7781
377.41;	0.7904
377.76;	0.8030
378.11;	0.8156
378.47;	0.8284
378.82;	0.8413
379.17;	0.8543
379.52;	0.8675
379.87;	0.8807
380.23;	0.8941
380.58;	0.9077
380.93;	0.9213
381.28;	0.9351
381.63;	0.9490
381.99;	0.9631
382.34;	0.9772
382.69;	0.9915
383.04;	1.0059
383.40;	1.0204
383.75;	1.0351
384.10;	1.0498
384.45;	1.0647
384.80;	1.0797
385.16;	1.0949
385.51;	1.1101
385.86;	1.1254
386.21;	1.1409
386.57;	1.1565
386.92;	1.1722
387.27;	1.1880
387.62;	1.2039
387.97;	1.2199
388.33;	1.2360
388.68;	1.2523
389.03;	1.2686
389.38;	1.2851
389.73;	1.3016
390.09;	1.3182
390.44;	1.3350
390.79;	1.3518
391.14;	1.3687
391.50;	1.3858
391.85;	1.4029
392.20;	1.4201
392.55;	1.4374
392.90;	1.4547
393.26;	1.4722
393.61;	1.4897
393.96;	1.5074
394.31;	1.5251
394.67;	1.5428
395.02;	1.5607
395.37;	1.5786
395.72;	1.5966
396.07;	1.6146
396.43;	1.6328
396.78;	1.6509
397.13;	1.6692
397.48;	1.6875
397.83;	1.7058
398.19;	1.7242
398.54;	1.7427
398.89;	1.7612
399.24;	1.7797
399.60;	1.7983
399.95;	1.8169
400.30;	1.8355
400.65;	1.8542
401.00;	1.8729
401.36;	1.8917
401.71;	1.9104
402.06;	1.9292
402.41;	1.9480
402.76;	1.9668
403.12;	1.9857
403.47;	2.0045
403.82;	2.0233
404.17;	2.0422
404.53;	2.0610
404.88;	2.0799
405.23;	2.0987
405.58;	2.1175
405.93;	2.1363
406.29;	2.1551
406.64;	2.1738
406.99;	2.1926
407.34;	2.2113
407.70;	2.2300
408.05;	2.2486
408.40;	2.2672
408.75;	2.2857
409.10;	2.3043
409.46;	2.3227
409.81;	2.3411
410.16;	2.3595
410.51;	2.3778
410.86;	2.3960
411.22;	2.4142
411.57;	2.4322
411.92;	2.4503
412.27;	2.4682
412.63;	2.4860
412.98;	2.5038
413.33;	2.5215
413.68;	2.5391
414.03;	2.5566
414.39;	2.5740
414.74;	2.5912
415.09;	2.6084
415.44;	2.6255
415.80;	2.6424
416.15;	2.6592
416.50;	2.6760
416.85;	2.6925
417.20;	2.7090
417.56;	2.7253
417.91;	2.7415
418.26;	2.7575
418.61;	2.7734
418.96;	2.7891
419.32;	2.8047
419.67;	2.8202
420.02;	2.8355
420.37;	2.8506
420.73;	2.8655
421.08;	2.8803
421.43;	2.8949
421.78;	2.9094
422.13;	2.9236
422.49;	2.9377
422.84;	2.9516
423.19;	2.9653
423.54;	2.9788
423.90;	2.9921
424.25;	3.0052
424.60;	3.0181
424.95;	3.0308
425.30;	3.0433
425.66;	3.0556
426.01;	3.0677
426.36;	3.0795
426.71;	3.0912
427.06;	3.1026
427.42;	3.1138
427.77;	3.1248
428.12;	3.1355
428.47;	3.1460
428.83;	3.1562
429.18;	3.1663
429.53;	3.1760
429.88;	3.1856
430.23;	3.1949
430.59;	3.2039
430.94;	3.2127
431.29;	3.2213
431.64;	3.2296
432.00;	3.2376
432.35;	3.2454
432.70;	3.2529
433.05;	3.2601
433.40;	3.2671
433.76;	3.2738
434.11;	3.2803
434.46;	3.2864
434.81;	3.2924
435.16;	3.2980
435.52;	3.3034
435.87;	3.3084
436.22;	3.3133
436.57;	3.3178
436.93;	3.3220
437.28;	3.3260
437.63;	3.3297
437.98;	3.3331
438.33;	3.3363
438.69;	3.3391
439.04;	3.3417
439.39;	3.3439
439.74;	3.3459
440.10;	3.3476
440.45;	3.3490
440.80;	3.3502
441.15;	3.3510
441.50;	3.3516
441.86;	3.3518
442.21;	3.3518
442.56;	3.3515
442.91;	3.3509
443.26;	3.3500
443.62;	3.3488
443.97;	3.3474
444.32;	3.3456
444.67;	3.3436
445.03;	3.3413
445.38;	3.3387
445.73;	3.3358
446.08;	3.3326
446.43;	3.3292
446.79;	3.3254
447.14;	3.3214
447.49;	3.3171
447.84;	3.3125
448.19;	3.3077
448.55;	3.3026
448.90;	3.2972
449.25;	3.2915
449.60;	3.2855
449.96;	3.2793
450.31;	3.2728
450.66;	3.2661
451.01;	3.2590
451.36;	3.2517
451.72;	3.2442
452.07;	3.2364
452.42;	3.2283
452.77;	3.2200
453.13;	3.2114
453.48;	3.2026
453.83;	3.1935
454.18;	3.1842
454.53;	3.1746
454.89;	3.1648
455.24;	3.1547
455.59;	3.1444
