wavelength, nm;	absorption
350.00;	0.1865
350.30;	0.1901
350.60;	0.1937
350.90;	0.1974
351.20;	0.2011
351.50;	0.2050
351.80;	0.2088
352.09;	0.2128
352.39;	0.2168
352.69;	0.2208
352.99;	0.2249
353.29;	0.2291
353.59;	0.2333
353.89;	0.2377
354.19;	0.2420
354.49;	0.2465
354.79;	0.2510
355.09;	0.2555
355.39;	0.2602
355.68;	0.2649
355.98;	0.2696
356.28;	0.2745
356.58;	0.2794
356.88;	0.2844
357.18;	0.2894
357.48;	0.2945
357.78;	0.2997
358.08;	0.3050
358.38;	0.3103
358.68;	0.3158
358.98;	0.3212
359.27;	0.3268
359.57;	0.3324
359.87;	0.3382
360.17;	0.3440
360.47;	0.3498
360.77;	0.3558
361.07;	0.3618
361.37;	0.3679
361.67;	0.3741
361.97;	0.3804
362.27;	0.3867
362.57;	0.3931
362.86;	0.3996
363.16;	0.4062
363.46;	0.4129
363.76;	0.4197
364.06;	0.4265
364.36;	0.4335
364.66;	0.4405
364.96;	0.4476
365.26;	0.4548
365.56;	0.4620
365.86;	0.4694
366.16;	0.4768
366.45;	0.4844
366.75;	0.4920
367.05;	0.4997
367.35;	0.5075
367.65;	0.5154
367.95;	0.5234
368.25;	0.5315
368.55;	0.5396
368.85;	0.5479
369.15;	0.5563
369.45;	0.5647
369.75;	0.5732
370.04;	0.5819
370.34;	0.5906
370.64;	0.5994
370.94;	0.6083
371.24;	0.6173
371.54;	0.6264
371.84;	0.6356
372.14;	0.6449
372.44;	0.6543
372.74;	0.6637
373.04;	0.6733
373.34;	0.6830
373.63;	0.6927
373.93;	0.7026
374.23;	0.7126
374.53;	0.7226
374.83;	0.7328
375.13;	0.7430
375.43;	0.7534
375.73;	0.7638
376.03;	0.7743
376.33;	0.7850
376.63;	0.7957
376.93;	0.8065
377.22;	0.8174
377.52;	0.8285
377.82;	0.8396
378.12;	0.8508
378.42;	0.8621
378.72;	0.8735
379.02;	0.8850
379.32;	0.8966
379.62;	0.9083
379.92;	0.9201
380.22;	0.9319
380.52;	0.9439
380.81;	0.9560
381.11;	0.9682
381.41;	0.9804
381.71;	0.9928
382.01;	1.0052
382.31;	1.0178
382.61;	1.0304
382.91;	1.0431
383.21;	1.0559
383.51;	1.0688
383.81;	1.0818
384.11;	1.0949
384.41;	1.1081
384.70;	1.1214
385.00;	1.1347
385.30;	1.1482
385.60;	1.1617
385.90;	1.1753
386.20;	1.1890
386.50;	1.2028
386.80;	1.2167
387.10;	1.2306
387.40;	1.2447
387.70;	1.2588
388.00;	1.2730
388.29;	1.2873
388.59;	1.3017
388.89;	1.3161
389.19;	1.3306
389.49;	1.3452
389.79;	1.3599
390.09;	1.3746
390.39;	1.3895
390.69;	1.4044
390.99;	1.4193
391.29;	1.4344
391.59;	1.4495
391.88;	1.4646
392.18;	1.4799
392.48;	1.4952
392.78;	1.5106
393.08;	1.5260
393.38;	1.5415
393.68;	1.5570
393.98;	1.5727
