wavelength, nm;	absorption
364.00;	0.4184
364.30;	0.4252
364.59;	0.4320
364.89;	0.4388
365.18;	0.4458
365.48;	0.4529
365.77;	0.4600
366.07;	0.4672
366.36;	0.4745
366.66;	0.4819
366.95;	0.4894
367.25;	0.4969
367.54;	0.5046
367.84;	0.5123
368.14;	0.5201
368.43;	0.5280
368.73;	0.5360
369.02;	0.5441
369.32;	0.5522
369.61;	0.5605
369.91;	0.5688
370.20;	0.5773
370.50;	0.5858
370.79;	0.5944
371.09;	0.6031
371.38;	0.6119
371.68;	0.6208
371.98;	0.6298
372.27;	0.6388
372.57;	0.6480
372.86;	0.6572
373.16;	0.6666
373.45;	0.6760
373.75;	0.6855
374.04;	0.6952
374.34;	0.7049
374.63;	0.7147
374.93;	0.7246
375.23;	0.7346
375.52;	0.7446
375.82;	0.7548
376.11;	0.7651
376.41;	0.7754
376.70;	0.7859
377.00;	0.7964
377.29;	0.8071
377.59;	0.8178
377.88;	0.8286
378.18;	0.8395
378.47;	0.8505
378.77;	0.8616
379.07;	0.8728
379.36;	0.8841
379.66;	0.8955
379.95;	0.9069
380.25;	0.9185
380.54;	0.9302
380.84;	0.9419
381.13;	0.9537
381.43;	0.9656
381.72;	0.9777
382.02;	0.9898
382.31;	1.0019
382.61;	1.0142
382.91;	1.0266
383.20;	1.0390
383.50;	1.0516
383.79;	1.0642
384.09;	1.0769
384.38;	1.0897
384.68;	1.1026
384.97;	1.1156
385.27;	1.1286
385.56;	1.1418
385.86;	1.1550
386.15;	1.1683
386.45;	1.1817
386.75;	1.1952
387.04;	1.2087
387.34;	1.2223
387.63;	1.2361
387.93;	1.2498
388.22;	1.2637
388.52;	1.2776
388.81;	1.2917
389.11;	1.3058
389.40;	1.3199
389.70;	1.3342
389.99;	1.3485
390.29;	1.3629
390.59;	1.3773
390.88;	1.3918
391.18;	1.4064
391.47;	1.4211
391.77;	1.4358
392.06;	1.4506
392.36;	1.4654
392.65;	1.4803
392.95;	1.4953
393.24;	1.5103
393.54;	1.5254
393.83;	1.5406
394.13;	1.5558
394.43;	1.5711
394.72;	1.5864
395.02;	1.6017
395.31;	1.6172
395.61;	1.6326
395.90;	1.6482
396.20;	1.6637
396.49;	1.6793
396.79;	1.6950
397.08;	1.7107
397.38;	1.7264
397.68;	1.7422
397.97;	1.7580
398.27;	1.7739
398.56;	1.7898
398.86;	1.8057
399.15;	1.8216
399.45;	1.8376
399.74;	1.8536
400.04;	1.8697
400.33;	1.8857
400.63;	1.9018
400.92;	1.9179
401.22;	1.9340
401.52;	1.9502
401.81;	1.9663
402.11;	1.9825
402.40;	1.9987
402.70;	2.0149
402.99;	2.0311
403.29;	2.0473
403.58;	2.0635
403.88;	2.0797
404.17;	2.0960
404.47;	2.1122
404.76;	2.1284
405.06;	2.1446
405.36;	2.1608
405.65;	2.1770
405.95;	2.1932
406.24;	2.2093
406.54;	2.2255
406.83;	2.2416
407.13;	2.2578
407.42;	2.2738
407.72;	2.2899
408.01;	2.3060
408.31;	2.3220
408.60;	2.3380
408.90;	2.3539
409.20;	2.3698
409.49;	2.3857
409.79;	2.4016
410.08;	2.4174
410.38;	2.4331
410.67;	2.4489
410.97;	2.4645
411.26;	2.4802
411.56;	2.4957
411.85;	2.5112
412.15;	2.5267
412.44;	2.5421
412.74;	2.5574
413.04;	2.5727
413.33;	2.5879
413.63;	2.6031
413.92;	2.6181
414.22;	2.6331
414.51;	2.6481
414.81;	2.6629
415.10;	2.6777
415.40;	2.6924
415.69;	2.7070
415.99;	2.7215
416.28;	2.7360
416.58;	2.7503
416.88;	2.7646
417.17;	2.7787
417.47;	2.7928
417.76;	2.8068
418.06;	2.8206
418.35;	2.8344
418.65;	2.8480
418.94;	2.8616
419.24;	2.8750
419.53;	2.8884
419.83;	2.9016
420.12;	2.9147
420.42;	2.9277
420.72;	2.9405
421.01;	2.9533
421.31;	2.9659
421.60;	2.9784
421.90;	2.9908
422.19;	3.0030
422.49;	3.0151
422.78;	3.0271
423.08;	3.0389
423.37;	3.0506
423.67;	3.0621
423.97;	3.0736
424.26;	3.0848
424.56;	3.0959
424.85;	3.1069
425.15;	3.1177
425.44;	3.1284
425.74;	3.1389
426.03;	3.1493
426.33;	3.1595
426.62;	3.1696
426.92;	3.1795
427.21;	3.1892
427.51;	3.1987
427.81;	3.2081
428.10;	3.2174
428.40;	3.2264
428.69;	3.2353
428.99;	3.2441
429.28;	3.2526
429.58;	3.2610
429.87;	3.2692
430.17;	3.2772
430.46;	3.2851
430.76;	3.2927
431.05;	3.3002
431.35;	3.3075
431.65;	3.3146
431.94;	3.3215
432.24;	3.3283
432.53;	3.3348
432.83;	3.3412
433.12;	3.3474
433.42;	3.3534
433.71;	3.3592
434.01;	3.3648
434.30;	3.3702
434.60;	3.3754
434.89;	3.3804
435.19;	3.3852
435.49;	3.3898
435.78;	3.3942
436.08;	3.3985
436.37;	3.4025
436.67;	3.4063
436.96;	3.4099
437.26;	3.4133
437.55;	3.4165
437.85;	3.4195
438.14;	3.4223
438.44;	3.4249
438.73;	3.4273
439.03;	3.4295
439.33;	3.4315
439.62;	3.4333
439.92;	3.4348
440.21;	3.4362
440.51;	3.4374
440.80;	3.4383
441.10;	3.4391
441.39;	3.4396
441.69;	3.4399
441.98;	3.4400
442.28;	3.4399
442.57;	3.4396
442.87;	3.4391
443.17;	3.4384
443.46;	3.4375
443.76;	3.4364
444.05;	3.4350
444.35;	3.4335
444.64;	3.4317
444.94;	3.4298
445.23;	3.4276
445.53;	3.4253
445.82;	3.4227
446.12;	3.4199
446.42;	3.4169
446.71;	3.4137
447.01;	3.4103
447.30;	3.4068
447.60;	3.4030
447.89;	3.3990
448.19;	3.3948
448.48;	3.3904
448.78;	3.3858
449.07;	3.3810
449.37;	3.3760
449.66;	3.3708
449.96;	3.3654
450.26;	3.3599
450.55;	3.3541
450.85;	3.3481
451.14;	3.3420
451.44;	3.3357
451.73;	3.3291
452.03;	3.3224
452.32;	3.3155
452.62;	3.3084
452.91;	3.3011
453.21;	3.2937
453.50;	3.2860
453.80;	3.2782
454.10;	3.2702
454.39;	3.2620
454.69;	3.2537
454.98;	3.2452
455.28;	3.2365
455.57;	3.2276
455.87;	3.2186
456.16;	3.2093
456.46;	3.2000
456.75;	3.1904
457.05;	3.1807
457.34;	3.1709
457.64;	3.1608
457.94;	3.1506
458.23;	3.1403
458.53;	3.1298
458.82;	3.1191
459.12;	3.1083
459.41;	3.0974
459.71;	3.0863
460.00;	3.0750
460.30;	3.0636
460.59;	3.0521
460.89;	3.0404
461.18;	3.0286
461.48;	3.0167
461.78;	3.0046
462.07;	2.9924
462.37;	2.9800
462.66;	2.9676
462.96;	2.9550
463.25;	2.9422
463.55;	2.9294
463.84;	2.9164
464.14;	2.9034
464.43;	2.8902
464.73;	2.8768
465.02;	2.8634
465.32;	2.8499
465.62;	2.8362
465.91;	2.8225
466.21;	2.8086
466.50;	2.7947
466.80;	2.7806
467.09;	2.7665
467.39;	2.7523
467.68;	2.7379
467.98;	2.7235
468.27;	2.7090
468.57;	2.6944
468.87;	2.6797
469.16;	2.6650
469.46;	2.6501
469.75;	2.6352
470.05;	2.6202
470.34;	2.6052
470.64;	2.5901
470.93;	2.5749
471.23;	2.5596
471.52;	2.5443
471.82;	2.5289
472.11;	2.5134
472.41;	2.4979
472.71;	2.4824
473.00;	2.4668
473.30;	2.4511
473.59;	2.4354
473.89;	2.4197
474.18;	2.4039
474.48;	2.3880
474.77;	2.3722
475.07;	2.3563
475.36;	2.3403
475.66;	2.3243
475.95;	2.3083
476.25;	2.2923
476.55;	2.2762
476.84;	2.2602
477.14;	2.2441
477.43;	2.2279
477.73;	2.2118
478.02;	2.1956
478.32;	2.1795
478.61;	2.1633
478.91;	2.1471
479.20;	2.1309
479.50;	2.1147
479.79;	2.0985
480.09;	2.0823
480.39;	2.0661
480.68;	2.0499
480.98;	2.0337
481.27;	2.0175
481.57;	2.0013
481.86;	1.9851
482.16;	1.9690
482.45;	1.9528
482.75;	1.9367
483.04;	1.9206
483.34;	1.9045
483.63;	1.8884
483.93;	1.8723
484.23;	1.8563
484.52;	1.8403
484.82;	1.8243
485.11;	1.8084
485.41;	1.7925
485.70;	1.7766
486.00;	1.7608
486.29;	1.7450
486.59;	1.7292
486.88;	1.7135
487.18;	1.6978
487.48;	1.6821
487.77;	1.6665
488.07;	1.6510
488.36;	1.6355
488.66;	1.6200
488.95;	1.6046
489.25;	1.5892
489.54;	1.5739
489.84;	1.5587
490.13;	1.5435
490.43;	1.5283
490.72;	1.5133
491.02;	1.4982
491.32;	1.4833
491.61;	1.4684
491.91;	1.4535
492.20;	1.4387
492.50;	1.4240
492.79;	1.4094
493.09;	1.3948
493.38;	1.3803
493.68;	1.3659
493.97;	1.3515
494.27;	1.3372
494.56;	1.3230
494.86;	1.3088
495.16;	1.2947
495.45;	1.2807
495.75;	1.2668
496.04;	1.2529
496.34;	1.2392
496.63;	1.2255
496.93;	1.2119
497.22;	1.1983
497.52;	1.1849
497.81;	1.1715
498.11;	1.1582
498.40;	1.1450
498.70;	1.1319
499.00;	1.1188
499.29;	1.1059
499.59;	1.0930
499.88;	1.0802
500.18;	1.0675
500.47;	1.0549
500.77;	1.0423
501.06;	1.0299
501.36;	1.0176
501.65;	1.0053
501.95;	0.9931
502.24;	0.9810
502.54;	0.9690
502.84;	0.9571
503.13;	0.9453
503.43;	0.9336
503.72;	0.9220
504.02;	0.9104
504.31;	0.8990
504.61;	0.8876
504.90;	0.8763
505.20;	0.8652
505.49;	0.8541
505.79;	0.8431
506.08;	0.8322
506.38;	0.8214
506.68;	0.8107
506.97;	0.8001
507.27;	0.7895
