wavelength, nm;	absorption
379.00;	0.4056
379.41;	0.4130
379.83;	0.4204
380.24;	0.4280
380.66;	0.4356
381.07;	0.4433
381.48;	0.4511
381.90;	0.4590
382.31;	0.4669
382.73;	0.4749
383.14;	0.4830
383.56;	0.4912
383.97;	0.4995
384.38;	0.5079
384.80;	0.5163
385.21;	0.5248
385.63;	0.5334
386.04;	0.5421
386.45;	0.5508
386.87;	0.5596
387.28;	0.5685
387.70;	0.5774
388.11;	0.5865
388.52;	0.5956
388.94;	0.6047
389.35;	0.6140
389.77;	0.6233
390.18;	0.6327
390.59;	0.6421
391.01;	0.6516
391.42;	0.6611
391.84;	0.6708
392.25;	0.6804
392.67;	0.6902
393.08;	0.7000
393.49;	0.7098
393.91;	0.7197
394.32;	0.7297
394.74;	0.7397
395.15;	0.7497
395.56;	0.7598
395.98;	0.7700
396.39;	0.7802
396.81;	0.7904
397.22;	0.8007
397.63;	0.8110
398.05;	0.8213
398.46;	0.8317
398.88;	0.8421
399.29;	0.8525
399.70;	0.8629
400.12;	0.8734
400.53;	0.8839
400.95;	0.8945
401.36;	0.9050
401.78;	0.9156
402.19;	0.9261
402.60;	0.9367
403.02;	0.9473
403.43;	0.9579
403.85;	0.9685
404.26;	0.9791
404.67;	0.9897
405.09;	1.0003
405.50;	1.0109
405.92;	1.0214
406.33;	1.0320
406.74;	1.0426
407.16;	1.0531
407.57;	1.0636
407.99;	1.0741
408.40;	1.0846
408.81;	1.0950
409.23;	1.1054
409.64;	1.1158
410.06;	1.1261
410.47;	1.1364
410.89;	1.1467
411.30;	1.1569
411.71;	1.1671
412.13;	1.1772
412.54;	1.1873
412.96;	1.1973
413.37;	1.2072
413.78;	1.2171
414.20;	1.2269
414.61;	1.2367
415.03;	1.2464
415.44;	1.2560
415.85;	1.2655
416.27;	1.2750
416.68;	1.2843
417.10;	1.2936
417.51;	1.3028
417.93;	1.3119
418.34;	1.3210
418.75;	1.3299
419.17;	1.3387
419.58;	1.3474
420.00;	1.3561
