wavelength, nm;	absorption
398.00;	1.5644
398.31;	1.5794
398.63;	1.5944
398.94;	1.6095
399.26;	1.6246
399.57;	1.6397
399.89;	1.6549
400.20;	1.6700
400.51;	1.6853
400.83;	1.7005
401.14;	1.7157
401.46;	1.7310
401.77;	1.7463
402.09;	1.7616
402.40;	1.7769
402.71;	1.7922
403.03;	1.8075
403.34;	1.8229
403.66;	1.8382
403.97;	1.8535
404.29;	1.8689
404.60;	1.8842
404.91;	1.8996
405.23;	1.9149
405.54;	1.9302
405.86;	1.9455
406.17;	1.9608
406.49;	1.9761
406.80;	1.9914
407.11;	2.0066
407.43;	2.0218
407.74;	2.0370
408.06;	2.0522
408.37;	2.0674
408.68;	2.0825
409.00;	2.0976
409.31;	2.1126
409.63;	2.1276
409.94;	2.1426
410.26;	2.1575
410.57;	2.1724
410.88;	2.1872
411.20;	2.2020
411.51;	2.2168
411.83;	2.2314
412.14;	2.2461
412.46;	2.2606
412.77;	2.2751
413.08;	2.2896
413.40;	2.3040
413.71;	2.3183
414.03;	2.3325
414.34;	2.3467
414.66;	2.3607
414.97;	2.3748
415.28;	2.3887
415.60;	2.4025
415.91;	2.4163
416.23;	2.4300
416.54;	2.4436
416.86;	2.4571
417.17;	2.4705
417.48;	2.4838
417.80;	2.4970
418.11;	2.5101
418.43;	2.5231
418.74;	2.5360
419.06;	2.5487
419.37;	2.5614
419.68;	2.5740
420.00;	2.5864
420.31;	2.5987
420.63;	2.6110
420.94;	2.6230
421.26;	2.6350
421.57;	2.6468
421.88;	2.6585
422.20;	2.6701
422.51;	2.6816
422.83;	2.6929
423.14;	2.7040
423.46;	2.7151
423.77;	2.7260
424.08;	2.7367
424.40;	2.7473
424.71;	2.7578
425.03;	2.7681
425.34;	2.7782
425.66;	2.7882
425.97;	2.7981
426.28;	2.8077
426.60;	2.8173
426.91;	2.8266
427.23;	2.8358
427.54;	2.8449
427.86;	2.8537
428.17;	2.8624
428.48;	2.8710
428.80;	2.8793
429.11;	2.8875
429.43;	2.8955
429.74;	2.9034
430.05;	2.9110
430.37;	2.9185
430.68;	2.9258
431.00;	2.9330
431.31;	2.9399
431.63;	2.9466
431.94;	2.9532
432.25;	2.9596
432.57;	2.9658
432.88;	2.9718
433.20;	2.9776
433.51;	2.9832
433.83;	2.9886
434.14;	2.9938
434.45;	2.9988
434.77;	3.0037
435.08;	3.0083
435.40;	3.0127
435.71;	3.0170
436.03;	3.0210
436.34;	3.0248
436.65;	3.0285
436.97;	3.0319
437.28;	3.0351
437.60;	3.0381
437.91;	3.0410
438.23;	3.0436
438.54;	3.0460
438.85;	3.0482
439.17;	3.0502
439.48;	3.0519
439.80;	3.0535
440.11;	3.0549
440.43;	3.0560
440.74;	3.0570
441.05;	3.0577
441.37;	3.0583
441.68;	3.0586
442.00;	3.0587
442.31;	3.0586
442.63;	3.0583
442.94;	3.0578
443.25;	3.0571
443.57;	3.0562
443.88;	3.0550
444.20;	3.0537
444.51;	3.0521
444.83;	3.0503
445.14;	3.0484
445.45;	3.0462
445.77;	3.0438
446.08;	3.0412
446.40;	3.0384
446.71;	3.0354
447.03;	3.0322
447.34;	3.0288
447.65;	3.0252
447.97;	3.0214
448.28;	3.0174
448.60;	3.0132
448.91;	3.0088
449.23;	3.0042
449.54;	2.9993
449.85;	2.9943
450.17;	2.9891
450.48;	2.9837
450.80;	2.9782
451.11;	2.9724
451.42;	2.9664
451.74;	2.9602
452.05;	2.9539
452.37;	2.9473
452.68;	2.9406
453.00;	2.9337
453.31;	2.9266
453.62;	2.9193
453.94;	2.9119
454.25;	2.9042
454.57;	2.8964
454.88;	2.8884
455.20;	2.8802
455.51;	2.8719
455.82;	2.8634
456.14;	2.8547
456.45;	2.8459
456.77;	2.8369
457.08;	2.8277
457.40;	2.8183
457.71;	2.8088
458.02;	2.7992
458.34;	2.7894
458.65;	2.7794
458.97;	2.7693
459.28;	2.7590
459.60;	2.7485
459.91;	2.7380
460.22;	2.7272
460.54;	2.7164
460.85;	2.7054
461.17;	2.6942
461.48;	2.6830
461.80;	2.6715
462.11;	2.6600
462.42;	2.6483
462.74;	2.6365
463.05;	2.6246
463.37;	2.6125
463.68;	2.6003
464.00;	2.5880
464.31;	2.5756
464.62;	2.5631
464.94;	2.5504
465.25;	2.5377
465.57;	2.5248
465.88;	2.5119
466.20;	2.4988
466.51;	2.4856
466.82;	2.4723
467.14;	2.4590
467.45;	2.4455
467.77;	2.4319
468.08;	2.4183
468.40;	2.4046
468.71;	2.3908
469.02;	2.3769
469.34;	2.3629
469.65;	2.3488
469.97;	2.3347
470.28;	2.3205
470.60;	2.3062
470.91;	2.2919
471.22;	2.2775
471.54;	2.2630
471.85;	2.2485
472.17;	2.2339
472.48;	2.2192
472.79;	2.2045
473.11;	2.1898
473.42;	2.1750
473.74;	2.1601
474.05;	2.1452
474.37;	2.1303
474.68;	2.1153
474.99;	2.1003
475.31;	2.0853
475.62;	2.0702
475.94;	2.0551
476.25;	2.0400
476.57;	2.0248
476.88;	2.0096
477.19;	1.9944
477.51;	1.9792
477.82;	1.9640
478.14;	1.9487
478.45;	1.9334
478.77;	1.9182
479.08;	1.9029
479.39;	1.8876
479.71;	1.8723
480.02;	1.8570
480.34;	1.8417
480.65;	1.8264
480.97;	1.8111
481.28;	1.7958
481.59;	1.7806
481.91;	1.7653
482.22;	1.7501
482.54;	1.7348
482.85;	1.7196
483.17;	1.7044
483.48;	1.6893
483.79;	1.6741
484.11;	1.6590
484.42;	1.6439
484.74;	1.6288
485.05;	1.6138
485.37;	1.5987
485.68;	1.5838
485.99;	1.5688
486.31;	1.5539
486.62;	1.5391
486.94;	1.5242
487.25;	1.5094
487.57;	1.4947
487.88;	1.4800
488.19;	1.4654
488.51;	1.4508
488.82;	1.4362
489.14;	1.4217
489.45;	1.4073
489.77;	1.3929
490.08;	1.3786
490.39;	1.3643
490.71;	1.3501
491.02;	1.3359
491.34;	1.3218
491.65;	1.3078
491.97;	1.2938
492.28;	1.2799
492.59;	1.2661
492.91;	1.2523
493.22;	1.2386
493.54;	1.2249
493.85;	1.2114
494.16;	1.1979
494.48;	1.1845
494.79;	1.1711
495.11;	1.1579
495.42;	1.1447
495.74;	1.1316
496.05;	1.1185
496.36;	1.1056
496.68;	1.0927
496.99;	1.0799
497.31;	1.0672
497.62;	1.0545
497.94;	1.0420
498.25;	1.0295
498.56;	1.0171
498.88;	1.0048
499.19;	0.9926
499.51;	0.9805
499.82;	0.9684
500.14;	0.9565
500.45;	0.9446
500.76;	0.9328
501.08;	0.9211
501.39;	0.9096
501.71;	0.8980
502.02;	0.8866
502.34;	0.8753
502.65;	0.8641
502.96;	0.8529
503.28;	0.8419
503.59;	0.8309
503.91;	0.8200
504.22;	0.8093
504.54;	0.7986
504.85;	0.7880
505.16;	0.7775
505.48;	0.7671
505.79;	0.7568
506.11;	0.7466
506.42;	0.7365
506.74;	0.7264
507.05;	0.7165
507.36;	0.7067
507.68;	0.6969
507.99;	0.6873
508.31;	0.6778
508.62;	0.6683
508.94;	0.6589
509.25;	0.6497
509.56;	0.6405
509.88;	0.6314
510.19;	0.6224
510.51;	0.6135
510.82;	0.6048
511.14;	0.5960
511.45;	0.5874
511.76;	0.5789
512.08;	0.5705
512.39;	0.5622
512.71;	0.5539
513.02;	0.5458
513.34;	0.5378
513.65;	0.5298
513.96;	0.5219
514.28;	0.5142
514.59;	0.5065
514.91;	0.4989
515.22;	0.4914
515.53;	0.4840
515.85;	0.4766
516.16;	0.4694
516.48;	0.4623
516.79;	0.4552
517.11;	0.4483
517.42;	0.4414
517.73;	0.4346
518.05;	0.4279
518.36;	0.4213
518.68;	0.4147
518.99;	0.4083
519.31;	0.4019
519.62;	0.3956
519.93;	0.3895
520.25;	0.3833
520.56;	0.3773
520.88;	0.3714
521.19;	0.3655
521.51;	0.3597
521.82;	0.3540
522.13;	0.3484
522.45;	0.3429
522.76;	0.3374
523.08;	0.3320
523.39;	0.3267
523.71;	0.3215
524.02;	0.3164
524.33;	0.3113
524.65;	0.3063
524.96;	0.3014
525.28;	0.2965
525.59;	0.2918
525.91;	0.2871
526.22;	0.2824
526.53;	0.2779
526.85;	0.2734
527.16;	0.2690
527.48;	0.2646
527.79;	0.2604
528.11;	0.2562
528.42;	0.2520
528.73;	0.2480
529.05;	0.2440
529.36;	0.2400
529.68;	0.2362
529.99;	0.2324
530.31;	0.2286
530.62;	0.2250
530.93;	0.2213
531.25;	0.2178
531.56;	0.2143
531.88;	0.2109
532.19;	0.2075
532.51;	0.2042
532.82;	0.2010
533.13;	0.1978
533.45;	0.1947
533.76;	0.1916
534.08;	0.1886
534.39;	0.1856
534.71;	0.1827
535.02;	0.1799
535.33;	0.1771
535.65;	0.1743
535.96;	0.1717
536.28;	0.1690
536.59;	0.1664
536.90;	0.1639
537.22;	0.1614
537.53;	0.1590
537.85;	0.1566
538.16;	0.1543
538.48;	0.1520
538.79;	0.1498
539.10;	0.1476
539.42;	0.1455
539.73;	0.1434
540.05;	0.1413
540.36;	0.1393
540.68;	0.1374
540.99;	0.1354
541.30;	0.1336
541.62;	0.1317
541.93;	0.1300
542.25;	0.1282
542.56;	0.1265
542.88;	0.1248
543.19;	0.1232
543.50;	0.1216
543.82;	0.1201
544.13;	0.1186
544.45;	0.1171
544.76;	0.1157
545.08;	0.1143
545.39;	0.1129
545.70;	0.1116
546.02;	0.1103
546.33;	0.1090
546.65;	0.1078
546.96;	0.1066
547.28;	0.1055
547.59;	0.1043
547.90;	0.1032
548.22;	0.1022
548.53;	0.1012
548.85;	0.1002
549.16;	0.0992
549.48;	0.0983
549.79;	0.0974
550.10;	0.0965
550.42;	0.0956
550.73;	0.0948
551.05;	0.0940
551.36;	0.0932
551.68;	0.0925
551.99;	0.0918
552.30;	0.0911
552.62;	0.0904
552.93;	0.0898
553.25;	0.0892
553.56;	0.0886
553.88;	0.0880
554.19;	0.0875
554.50;	0.0870
554.82;	0.0865
555.13;	0.0860
555.45;	0.0856
555.76;	0.0852
556.08;	0.0848
556.39;	0.0844
556.70;	0.0840
557.02;	0.0837
557.33;	0.0834
557.65;	0.0831
557.96;	0.0828
558.27;	0.0825
558.59;	0.0823
558.90;	0.0820
559.22;	0.0818
559.53;	0.0817
559.85;	0.0815
560.16;	0.0813
560.47;	0.0812
560.79;	0.0811
561.10;	0.0810
561.42;	0.0809
561.73;	0.0808
562.05;	0.0808
562.36;	0.0807
562.67;	0.0807
562.99;	0.0807
563.30;	0.0807
563.62;	0.0807
563.93;	0.0808
564.25;	0.0808
564.56;	0.0809
564.87;	0.0810
565.19;	0.0811
565.50;	0.0812
565.82;	0.0813
566.13;	0.0814
566.45;	0.0816
566.76;	0.0817
567.07;	0.0819
567.39;	0.0821
567.70;	0.0823
568.02;	0.0825
568.33;	0.0827
568.65;	0.0829
568.96;	0.0832
569.27;	0.0834
569.59;	0.0837
569.90;	0.0839
570.22;	0.0842
570.53;	0.0845
570.85;	0.0848
571.16;	0.0851
571.47;	0.0854
571.79;	0.0858
572.10;	0.0861
572.42;	0.0865
572.73;	0.0868
573.05;	0.0872
573.36;	0.0876
573.67;	0.0879
573.99;	0.0883
574.30;	0.0887
574.62;	0.0891
574.93;	0.0896
575.25;	0.0900
575.56;	0.0904
575.87;	0.0908
576.19;	0.0913
576.50;	0.0917
576.82;	0.0922
577.13;	0.0927
577.45;	0.0932
577.76;	0.0936
578.07;	0.0941
578.39;	0.0946
578.70;	0.0951
579.02;	0.0956
579.33;	0.0962
579.64;	0.0967
579.96;	0.0972
580.27;	0.0977
580.59;	0.0983
580.90;	0.0988
581.22;	0.0994
581.53;	0.0999
581.84;	0.1005
582.16;	0.1011
582.47;	0.1016
582.79;	0.1022
583.10;	0.1028
583.42;	0.1034
583.73;	0.1040
584.04;	0.1046
584.36;	0.1052
584.67;	0.1058
584.99;	0.1064
585.30;	0.1071
585.62;	0.1077
585.93;	0.1083
586.24;	0.1089
586.56;	0.1096
586.87;	0.1102
587.19;	0.1109
587.50;	0.1115
587.82;	0.1122
588.13;	0.1128
588.44;	0.1135
588.76;	0.1142
589.07;	0.1148
589.39;	0.1155
589.70;	0.1162
590.02;	0.1169
590.33;	0.1176
590.64;	0.1183
590.96;	0.1189
591.27;	0.1196
591.59;	0.1203
591.90;	0.1210
592.22;	0.1218
592.53;	0.1225
592.84;	0.1232
593.16;	0.1239
593.47;	0.1246
593.79;	0.1253
594.10;	0.1261
594.42;	0.1268
594.73;	0.1275
595.04;	0.1283
595.36;	0.1290
595.67;	0.1297
595.99;	0.1305
596.30;	0.1312
596.62;	0.1320
596.93;	0.1327
597.24;	0.1335
597.56;	0.1342
597.87;	0.1350
598.19;	0.1357
598.50;	0.1365
598.82;	0.1373
599.13;	0.1380
599.44;	0.1388
