wavelength, nm;	absorption
375.00;	0.7392
375.41;	0.7533
375.82;	0.7676
376.22;	0.7821
376.63;	0.7967
377.04;	0.8115
377.45;	0.8265
377.86;	0.8416
378.27;	0.8570
378.67;	0.8725
379.08;	0.8882
379.49;	0.9041
379.90;	0.9202
380.31;	0.9364
380.71;	0.9528
381.12;	0.9694
381.53;	0.9862
381.94;	1.0031
382.35;	1.0202
382.75;	1.0375
383.16;	1.0550
383.57;	1.0726
383.98;	1.0904
384.39;	1.1084
384.80;	1.1265
385.20;	1.1448
385.61;	1.1633
386.02;	1.1819
386.43;	1.2007
386.84;	1.2196
387.24;	1.2387
387.65;	1.2580
388.06;	1.2773
388.47;	1.2969
388.88;	1.3166
389.28;	1.3364
389.69;	1.3564
390.10;	1.3765
390.51;	1.3968
390.92;	1.4172
391.33;	1.4377
391.73;	1.4584
392.14;	1.4792
392.55;	1.5001
392.96;	1.5211
393.37;	1.5422
393.77;	1.5635
394.18;	1.5849
394.59;	1.6063
395.00;	1.6279
395.41;	1.6496
395.81;	1.6713
396.22;	1.6932
396.63;	1.7152
397.04;	1.7372
397.45;	1.7593
397.86;	1.7815
398.26;	1.8038
398.67;	1.8261
399.08;	1.8485
399.49;	1.8709
399.90;	1.8934
400.30;	1.9160
400.71;	1.9386
401.12;	1.9612
401.53;	1.9839
401.94;	2.0066
402.34;	2.0294
402.75;	2.0521
403.16;	2.0749
403.57;	2.0977
403.98;	2.1205
404.39;	2.1432
404.79;	2.1660
405.20;	2.1888
405.61;	2.2116
406.02;	2.2343
406.43;	2.2570
406.83;	2.2797
407.24;	2.3023
407.65;	2.3249
408.06;	2.3475
408.47;	2.3700
408.87;	2.3924
409.28;	2.4147
409.69;	2.4370
410.10;	2.4593
410.51;	2.4814
410.92;	2.5034
411.32;	2.5254
411.73;	2.5472
412.14;	2.5690
412.55;	2.5906
412.96;	2.6121
413.36;	2.6335
413.77;	2.6547
414.18;	2.6758
414.59;	2.6968
415.00;	2.7176
415.40;	2.7383
415.81;	2.7588
416.22;	2.7791
416.63;	2.7993
417.04;	2.8192
417.45;	2.8390
417.85;	2.8587
418.26;	2.8781
418.67;	2.8973
419.08;	2.9163
419.49;	2.9351
419.89;	2.9536
420.30;	2.9720
420.71;	2.9901
421.12;	3.0079
421.53;	3.0256
421.93;	3.0430
422.34;	3.0601
422.75;	3.0770
423.16;	3.0936
423.57;	3.1099
423.98;	3.1260
424.38;	3.1418
424.79;	3.1573
425.20;	3.1725
425.61;	3.1874
426.02;	3.2020
426.42;	3.2163
426.83;	3.2303
427.24;	3.2440
427.65;	3.2574
428.06;	3.2704
428.46;	3.2832
428.87;	3.2956
429.28;	3.3076
429.69;	3.3193
430.10;	3.3307
430.51;	3.3418
430.91;	3.3524
431.32;	3.3628
431.73;	3.3727
432.14;	3.3823
432.55;	3.3916
432.95;	3.4005
433.36;	3.4090
433.77;	3.4171
434.18;	3.4249
434.59;	3.4323
434.99;	3.4393
435.40;	3.4459
435.81;	3.4521
436.22;	3.4580
436.63;	3.4634
437.04;	3.4685
437.44;	3.4731
437.85;	3.4774
438.26;	3.4813
438.67;	3.4848
439.08;	3.4879
439.48;	3.4906
439.89;	3.4928
440.30;	3.4947
440.71;	3.4962
441.12;	3.4973
441.52;	3.4979
441.93;	3.4982
442.34;	3.4981
442.75;	3.4975
443.16;	3.4966
443.57;	3.4953
443.97;	3.4935
444.38;	3.4914
444.79;	3.4888
445.20;	3.4859
445.61;	3.4825
446.01;	3.4788
446.42;	3.4746
446.83;	3.4701
447.24;	3.4652
447.65;	3.4598
448.05;	3.4541
448.46;	3.4480
448.87;	3.4415
449.28;	3.4347
449.69;	3.4274
