wavelength, nm;	absorption
371.00;	0.2959
371.24;	0.2993
371.47;	0.3028
371.71;	0.3063
371.95;	0.3098
372.18;	0.3134
372.42;	0.3170
372.65;	0.3206
372.89;	0.3243
373.13;	0.3279
373.36;	0.3317
373.60;	0.3354
373.84;	0.3392
374.07;	0.3430
374.31;	0.3468
374.54;	0.3506
374.78;	0.3545
375.02;	0.3584
375.25;	0.3624
375.49;	0.3664
375.73;	0.3704
375.96;	0.3744
376.20;	0.3784
376.43;	0.3825
376.67;	0.3867
376.91;	0.3908
377.14;	0.3950
377.38;	0.3992
377.62;	0.4034
377.85;	0.4077
378.09;	0.4120
378.32;	0.4163
378.56;	0.4207
378.80;	0.4250
379.03;	0.4294
379.27;	0.4339
379.51;	0.4384
379.74;	0.4428
379.98;	0.4474
380.21;	0.4519
380.45;	0.4565
380.69;	0.4611
380.92;	0.4658
381.16;	0.4704
381.40;	0.4751
381.63;	0.4799
381.87;	0.4846
382.10;	0.4894
382.34;	0.4942
382.58;	0.4990
382.81;	0.5039
383.05;	0.5088
383.29;	0.5137
383.52;	0.5187
383.76;	0.5236
383.99;	0.5287
384.23;	0.5337
384.47;	0.5387
384.70;	0.5438
384.94;	0.5489
385.18;	0.5541
385.41;	0.5592
385.65;	0.5644
385.88;	0.5697
386.12;	0.5749
386.36;	0.5802
386.59;	0.5855
386.83;	0.5908
387.07;	0.5961
387.30;	0.6015
387.54;	0.6069
387.77;	0.6123
388.01;	0.6178
388.25;	0.6232
388.48;	0.6287
388.72;	0.6342
388.96;	0.6398
389.19;	0.6453
389.43;	0.6509
389.66;	0.6565
389.90;	0.6622
390.14;	0.6678
390.37;	0.6735
390.61;	0.6792
390.85;	0.6849
391.08;	0.6907
391.32;	0.6964
391.55;	0.7022
391.79;	0.7080
392.03;	0.7139
392.26;	0.7197
392.50;	0.7256
392.74;	0.7315
392.97;	0.7374
393.21;	0.7433
393.44;	0.7492
393.68;	0.7552
393.92;	0.7612
394.15;	0.7672
394.39;	0.7732
394.63;	0.7792
394.86;	0.7853
395.10;	0.7913
395.33;	0.7974
395.57;	0.8035
395.81;	0.8096
396.04;	0.8158
396.28;	0.8219
396.52;	0.8281
396.75;	0.8342
396.99;	0.8404
397.22;	0.8466
397.46;	0.8528
397.70;	0.8590
397.93;	0.8653
398.17;	0.8715
398.41;	0.8778
398.64;	0.8840
398.88;	0.8903
399.12;	0.8966
399.35;	0.9029
399.59;	0.9092
399.82;	0.9155
400.06;	0.9219
