wavelength, nm;	absorption
405.00;	1.8889
405.25;	1.9010
405.50;	1.9130
405.74;	1.9249
405.99;	1.9369
406.24;	1.9489
406.49;	1.9609
406.74;	1.9728
406.98;	1.9848
407.23;	1.9967
407.48;	2.0086
407.73;	2.0205
407.98;	2.0324
408.23;	2.0443
408.47;	2.0562
408.72;	2.0680
408.97;	2.0798
409.22;	2.0916
409.47;	2.1034
409.71;	2.1151
409.96;	2.1268
410.21;	2.1385
410.46;	2.1502
410.71;	2.1618
410.95;	2.1734
411.20;	2.1850
411.45;	2.1966
411.70;	2.2081
411.95;	2.2196
412.19;	2.2310
412.44;	2.2424
412.69;	2.2538
412.94;	2.2651
413.19;	2.2764
413.44;	2.2877
413.68;	2.2989
413.93;	2.3100
414.18;	2.3211
414.43;	2.3322
414.68;	2.3432
414.92;	2.3542
415.17;	2.3651
415.42;	2.3760
415.67;	2.3869
415.92;	2.3976
416.16;	2.4083
416.41;	2.4190
416.66;	2.4296
416.91;	2.4402
417.16;	2.4507
417.40;	2.4611
417.65;	2.4715
417.90;	2.4818
418.15;	2.4920
418.40;	2.5022
418.64;	2.5123
418.89;	2.5224
419.14;	2.5323
419.39;	2.5422
419.64;	2.5521
419.89;	2.5619
420.13;	2.5716
420.38;	2.5812
420.63;	2.5907
420.88;	2.6002
421.13;	2.6096
421.37;	2.6189
421.62;	2.6282
421.87;	2.6373
422.12;	2.6464
422.37;	2.6554
422.61;	2.6643
422.86;	2.6732
423.11;	2.6819
423.36;	2.6906
423.61;	2.6992
423.85;	2.7076
424.10;	2.7160
424.35;	2.7244
424.60;	2.7326
424.85;	2.7407
425.10;	2.7487
425.34;	2.7567
425.59;	2.7645
425.84;	2.7723
426.09;	2.7799
426.34;	2.7875
426.58;	2.7949
426.83;	2.8023
427.08;	2.8095
427.33;	2.8167
427.58;	2.8237
427.82;	2.8307
428.07;	2.8375
428.32;	2.8443
428.57;	2.8509
428.82;	2.8574
429.06;	2.8639
429.31;	2.8702
429.56;	2.8764
429.81;	2.8825
430.06;	2.8885
430.31;	2.8943
430.55;	2.9001
430.80;	2.9057
431.05;	2.9113
431.30;	2.9167
431.55;	2.9220
431.79;	2.9272
432.04;	2.9323
432.29;	2.9372
432.54;	2.9421
432.79;	2.9468
433.03;	2.9514
433.28;	2.9559
433.53;	2.9603
433.78;	2.9645
434.03;	2.9687
434.27;	2.9727
434.52;	2.9766
434.77;	2.9803
435.02;	2.9840
435.27;	2.9875
435.51;	2.9909
435.76;	2.9942
436.01;	2.9973
436.26;	3.0004
436.51;	3.0033
436.76;	3.0060
437.00;	3.0087
437.25;	3.0112
437.50;	3.0136
437.75;	3.0159
438.00;	3.0180
438.24;	3.0200
438.49;	3.0219
438.74;	3.0237
438.99;	3.0253
439.24;	3.0268
439.48;	3.0282
439.73;	3.0295
439.98;	3.0306
440.23;	3.0316
440.48;	3.0325
440.72;	3.0332
440.97;	3.0338
441.22;	3.0343
441.47;	3.0346
441.72;	3.0348
441.97;	3.0349
442.21;	3.0349
442.46;	3.0347
442.71;	3.0344
442.96;	3.0340
443.21;	3.0334
443.45;	3.0328
443.70;	3.0319
443.95;	3.0310
444.20;	3.0299
444.45;	3.0287
444.69;	3.0274
444.94;	3.0259
445.19;	3.0243
445.44;	3.0226
445.69;	3.0208
445.93;	3.0188
446.18;	3.0167
446.43;	3.0145
446.68;	3.0122
446.93;	3.0097
447.18;	3.0071
447.42;	3.0044
447.67;	3.0015
447.92;	2.9985
448.17;	2.9954
448.42;	2.9922
448.66;	2.9888
448.91;	2.9854
449.16;	2.9818
449.41;	2.9781
449.66;	2.9742
449.90;	2.9703
450.15;	2.9662
450.40;	2.9620
450.65;	2.9577
450.90;	2.9532
451.14;	2.9486
451.39;	2.9440
451.64;	2.9392
451.89;	2.9343
452.14;	2.9292
452.39;	2.9241
452.63;	2.9188
452.88;	2.9134
453.13;	2.9080
453.38;	2.9023
453.63;	2.8966
453.87;	2.8908
454.12;	2.8849
454.37;	2.8788
454.62;	2.8727
454.87;	2.8664
455.11;	2.8600
455.36;	2.8535
455.61;	2.8469
455.86;	2.8403
456.11;	2.8335
456.35;	2.8266
456.60;	2.8195
456.85;	2.8124
457.10;	2.8052
457.35;	2.7979
457.59;	2.7905
457.84;	2.7830
458.09;	2.7754
458.34;	2.7677
458.59;	2.7599
458.84;	2.7520
459.08;	2.7440
459.33;	2.7359
459.58;	2.7278
459.83;	2.7195
460.08;	2.7111
460.32;	2.7027
460.57;	2.6942
460.82;	2.6855
461.07;	2.6768
461.32;	2.6680
461.56;	2.6592
461.81;	2.6502
462.06;	2.6412
462.31;	2.6321
462.56;	2.6229
462.80;	2.6136
463.05;	2.6042
463.30;	2.5948
463.55;	2.5853
463.80;	2.5757
464.05;	2.5660
464.29;	2.5563
464.54;	2.5465
464.79;	2.5366
465.04;	2.5267
465.29;	2.5167
465.53;	2.5066
465.78;	2.4965
466.03;	2.4863
466.28;	2.4760
466.53;	2.4657
466.77;	2.4553
467.02;	2.4448
467.27;	2.4343
467.52;	2.4237
467.77;	2.4131
468.01;	2.4024
468.26;	2.3917
468.51;	2.3809
468.76;	2.3701
469.01;	2.3592
469.26;	2.3483
469.50;	2.3373
