wavelength, nm;	absorption
382.00;	0.8871
382.43;	0.9030
382.86;	0.9191
383.29;	0.9354
383.72;	0.9518
384.15;	0.9684
384.58;	0.9852
385.01;	1.0021
385.44;	1.0192
385.87;	1.0364
386.30;	1.0538
386.73;	1.0714
387.16;	1.0891
387.59;	1.1069
388.02;	1.1249
388.45;	1.1431
388.88;	1.1614
389.31;	1.1798
389.74;	1.1984
390.17;	1.2171
390.60;	1.2359
391.03;	1.2549
391.46;	1.2740
391.89;	1.2932
392.32;	1.3126
392.75;	1.3321
393.18;	1.3517
393.61;	1.3714
394.04;	1.3912
394.47;	1.4111
394.90;	1.4311
395.33;	1.4512
395.75;	1.4714
396.18;	1.4917
396.61;	1.5121
397.04;	1.5326
397.47;	1.5531
397.90;	1.5738
398.33;	1.5944
398.76;	1.6152
399.19;	1.6360
399.62;	1.6569
400.05;	1.6778
400.48;	1.6988
400.91;	1.7198
401.34;	1.7409
401.77;	1.7619
402.20;	1.7831
402.63;	1.8042
403.06;	1.8253
403.49;	1.8465
403.92;	1.8677
404.35;	1.8888
404.78;	1.9100
405.21;	1.9312
405.64;	1.9523
406.07;	1.9734
406.50;	1.9945
406.93;	2.0156
407.36;	2.0366
407.79;	2.0576
408.22;	2.0785
408.65;	2.0994
409.08;	2.1202
409.51;	2.1409
409.94;	2.1616
410.37;	2.1822
410.80;	2.2027
411.23;	2.2231
411.66;	2.2434
412.09;	2.2636
412.52;	2.2837
412.95;	2.3037
413.38;	2.3236
413.81;	2.3433
414.24;	2.3629
414.67;	2.3824
415.10;	2.4017
415.53;	2.4208
415.96;	2.4398
416.39;	2.4587
416.82;	2.4773
417.25;	2.4958
417.68;	2.5141
418.11;	2.5322
418.54;	2.5501
418.97;	2.5678
419.40;	2.5853
419.83;	2.6026
420.26;	2.6197
420.69;	2.6366
421.12;	2.6532
421.55;	2.6695
421.98;	2.6857
422.41;	2.7016
422.83;	2.7172
423.26;	2.7326
423.69;	2.7477
424.12;	2.7625
424.55;	2.7771
424.98;	2.7914
425.41;	2.8054
425.84;	2.8191
426.27;	2.8325
426.70;	2.8456
427.13;	2.8584
427.56;	2.8709
427.99;	2.8831
428.42;	2.8950
428.85;	2.9065
429.28;	2.9177
429.71;	2.9286
430.14;	2.9392
430.57;	2.9494
431.00;	2.9592
431.43;	2.9687
431.86;	2.9779
432.29;	2.9867
432.72;	2.9952
433.15;	3.0033
433.58;	3.0110
434.01;	3.0184
434.44;	3.0254
434.87;	3.0320
435.30;	3.0383
435.73;	3.0442
436.16;	3.0497
436.59;	3.0548
437.02;	3.0595
437.45;	3.0639
437.88;	3.0678
438.31;	3.0714
438.74;	3.0746
439.17;	3.0774
439.60;	3.0798
440.03;	3.0818
440.46;	3.0834
440.89;	3.0847
441.32;	3.0855
441.75;	3.0859
442.18;	3.0860
