wavelength, nm;	absorption
360.00;	0.1860
360.37;	0.1899
360.73;	0.1939
361.10;	0.1979
361.47;	0.2020
361.83;	0.2062
362.20;	0.2104
362.56;	0.2147
362.93;	0.2191
363.30;	0.2235
363.66;	0.2280
364.03;	0.2326
364.40;	0.2372
364.76;	0.2419
365.13;	0.2467
365.50;	0.2515
365.86;	0.2565
366.23;	0.2614
366.59;	0.2665
366.96;	0.2716
367.33;	0.2769
367.69;	0.2821
368.06;	0.2875
368.43;	0.2929
368.79;	0.2984
369.16;	0.3040
369.53;	0.3097
369.89;	0.3154
370.26;	0.3212
370.63;	0.3271
370.99;	0.3331
371.36;	0.3391
371.72;	0.3452
372.09;	0.3514
372.46;	0.3577
372.82;	0.3640
373.19;	0.3705
373.56;	0.3770
373.92;	0.3836
374.29;	0.3902
374.66;	0.3970
375.02;	0.4038
375.39;	0.4107
375.75;	0.4177
376.12;	0.4247
376.49;	0.4319
376.85;	0.4391
377.22;	0.4464
377.59;	0.4538
377.95;	0.4612
378.32;	0.4688
378.69;	0.4764
379.05;	0.4841
379.42;	0.4918
379.78;	0.4997
380.15;	0.5076
380.52;	0.5156
380.88;	0.5237
381.25;	0.5319
381.62;	0.5401
381.98;	0.5484
382.35;	0.5568
382.72;	0.5653
383.08;	0.5738
383.45;	0.5824
383.81;	0.5911
384.18;	0.5999
384.55;	0.6087
384.91;	0.6176
385.28;	0.6266
385.65;	0.6356
386.01;	0.6448
386.38;	0.6540
386.75;	0.6632
387.11;	0.6726
387.48;	0.6820
387.85;	0.6914
388.21;	0.7010
388.58;	0.7106
388.94;	0.7202
389.31;	0.7300
389.68;	0.7398
390.04;	0.7496
390.41;	0.7595
390.78;	0.7695
391.14;	0.7795
391.51;	0.7896
391.88;	0.7998
392.24;	0.8100
392.61;	0.8202
392.97;	0.8305
393.34;	0.8409
393.71;	0.8513
394.07;	0.8617
394.44;	0.8722
394.81;	0.8828
395.17;	0.8934
395.54;	0.9040
395.91;	0.9147
396.27;	0.9254
396.64;	0.9362
397.00;	0.9470
397.37;	0.9578
397.74;	0.9687
398.10;	0.9796
398.47;	0.9905
398.84;	1.0014
