wavelength, nm;	absorption
370.00;	0.5893
370.30;	0.5981
370.60;	0.6070
370.89;	0.6160
371.19;	0.6251
371.49;	0.6343
371.79;	0.6435
372.08;	0.6529
372.38;	0.6624
372.68;	0.6719
372.98;	0.6816
373.28;	0.6913
373.57;	0.7012
373.87;	0.7111
374.17;	0.7212
374.47;	0.7313
374.76;	0.7415
375.06;	0.7519
375.36;	0.7623
375.66;	0.7728
375.96;	0.7834
376.25;	0.7942
376.55;	0.8050
376.85;	0.8159
377.15;	0.8269
377.45;	0.8380
377.74;	0.8492
378.04;	0.8605
378.34;	0.8719
378.64;	0.8834
378.93;	0.8950
379.23;	0.9067
379.53;	0.9185
379.83;	0.9304
380.13;	0.9423
380.42;	0.9544
380.72;	0.9666
381.02;	0.9789
381.32;	0.9912
381.61;	1.0037
381.91;	1.0162
382.21;	1.0288
382.51;	1.0416
382.81;	1.0544
383.10;	1.0673
383.40;	1.0803
383.70;	1.0934
384.00;	1.1066
384.29;	1.1199
384.59;	1.1333
384.89;	1.1467
385.19;	1.1603
385.49;	1.1739
385.78;	1.1877
386.08;	1.2015
386.38;	1.2154
386.68;	1.2294
386.97;	1.2434
387.27;	1.2576
387.57;	1.2718
387.87;	1.2861
388.17;	1.3005
388.46;	1.3150
388.76;	1.3296
389.06;	1.3442
389.36;	1.3589
389.66;	1.3737
389.95;	1.3886
390.25;	1.4035
390.55;	1.4185
390.85;	1.4336
391.14;	1.4488
391.44;	1.4640
391.74;	1.4793
392.04;	1.4947
392.34;	1.5101
392.63;	1.5256
392.93;	1.5412
393.23;	1.5568
393.53;	1.5725
393.82;	1.5883
394.12;	1.6041
394.42;	1.6199
394.72;	1.6359
395.02;	1.6518
395.31;	1.6679
395.61;	1.6840
395.91;	1.7001
396.21;	1.7163
396.50;	1.7325
396.80;	1.7488
397.10;	1.7651
397.40;	1.7815
397.70;	1.7979
397.99;	1.8143
398.29;	1.8308
398.59;	1.8473
398.89;	1.8639
399.18;	1.8805
399.48;	1.8971
399.78;	1.9137
400.08;	1.9304
400.38;	1.9471
400.67;	1.9639
400.97;	1.9806
401.27;	1.9974
401.57;	2.0142
401.87;	2.0310
402.16;	2.0478
402.46;	2.0646
402.76;	2.0814
403.06;	2.0983
403.35;	2.1152
403.65;	2.1320
403.95;	2.1489
404.25;	2.1657
404.55;	2.1826
404.84;	2.1995
405.14;	2.2163
405.44;	2.2332
405.74;	2.2500
406.03;	2.2668
406.33;	2.2836
406.63;	2.3004
406.93;	2.3172
407.23;	2.3339
407.52;	2.3506
407.82;	2.3673
408.12;	2.3840
408.42;	2.4007
408.71;	2.4173
409.01;	2.4338
409.31;	2.4504
409.61;	2.4669
409.91;	2.4833
410.20;	2.4998
410.50;	2.5161
410.80;	2.5325
411.10;	2.5487
411.39;	2.5649
411.69;	2.5811
411.99;	2.5972
412.29;	2.6132
412.59;	2.6292
412.88;	2.6451
413.18;	2.6610
413.48;	2.6768
413.78;	2.6925
414.08;	2.7081
414.37;	2.7237
414.67;	2.7392
414.97;	2.7546
415.27;	2.7699
415.56;	2.7851
415.86;	2.8002
416.16;	2.8153
416.46;	2.8302
416.76;	2.8451
417.05;	2.8599
417.35;	2.8745
417.65;	2.8891
417.95;	2.9035
418.24;	2.9179
418.54;	2.9321
418.84;	2.9463
419.14;	2.9603
419.44;	2.9742
419.73;	2.9880
420.03;	3.0016
420.33;	3.0152
420.63;	3.0286
420.92;	3.0419
421.22;	3.0550
421.52;	3.0680
421.82;	3.0809
422.12;	3.0937
422.41;	3.1063
422.71;	3.1188
423.01;	3.1311
423.31;	3.1433
423.61;	3.1554
423.90;	3.1672
424.20;	3.1790
424.50;	3.1906
424.80;	3.2020
425.09;	3.2133
425.39;	3.2244
425.69;	3.2354
425.99;	3.2462
426.29;	3.2568
426.58;	3.2673
426.88;	3.2776
427.18;	3.2877
427.48;	3.2977
427.77;	3.3075
428.07;	3.3171
428.37;	3.3266
428.67;	3.3358
428.97;	3.3449
429.26;	3.3538
429.56;	3.3625
429.86;	3.3711
430.16;	3.3794
430.45;	3.3876
430.75;	3.3955
431.05;	3.4033
431.35;	3.4109
431.65;	3.4183
431.94;	3.4255
432.24;	3.4325
432.54;	3.4393
432.84;	3.4459
433.13;	3.4523
433.43;	3.4586
433.73;	3.4646
434.03;	3.4704
434.33;	3.4760
434.62;	3.4814
434.92;	3.4866
435.22;	3.4916
435.52;	3.4963
435.82;	3.5009
436.11;	3.5053
436.41;	3.5094
436.71;	3.5134
437.01;	3.5171
437.30;	3.5206
437.60;	3.5239
437.90;	3.5270
438.20;	3.5299
438.50;	3.5325
438.79;	3.5350
439.09;	3.5372
439.39;	3.5392
439.69;	3.5410
439.98;	3.5426
440.28;	3.5440
440.58;	3.5451
440.88;	3.5460
441.18;	3.5468
441.47;	3.5473
441.77;	3.5475
442.07;	3.5476
442.37;	3.5474
442.66;	3.5471
442.96;	3.5465
443.26;	3.5456
443.56;	3.5446
443.86;	3.5434
444.15;	3.5419
444.45;	3.5402
444.75;	3.5383
445.05;	3.5362
445.34;	3.5339
445.64;	3.5313
445.94;	3.5286
446.24;	3.5256
446.54;	3.5224
446.83;	3.5190
447.13;	3.5154
447.43;	3.5116
447.73;	3.5075
448.03;	3.5033
448.32;	3.4988
448.62;	3.4942
448.92;	3.4893
449.22;	3.4842
449.51;	3.4789
449.81;	3.4734
450.11;	3.4677
450.41;	3.4618
450.71;	3.4557
451.00;	3.4494
451.30;	3.4429
451.60;	3.4362
451.90;	3.4293
452.19;	3.4222
452.49;	3.4149
452.79;	3.4074
453.09;	3.3998
453.39;	3.3919
453.68;	3.3838
453.98;	3.3756
454.28;	3.3672
454.58;	3.3585
454.87;	3.3497
455.17;	3.3408
455.47;	3.3316
455.77;	3.3222
456.07;	3.3127
456.36;	3.3030
456.66;	3.2932
456.96;	3.2831
457.26;	3.2729
457.55;	3.2625
457.85;	3.2520
458.15;	3.2413
458.45;	3.2304
458.75;	3.2193
459.04;	3.2081
459.34;	3.1968
459.64;	3.1853
459.94;	3.1736
460.24;	3.1618
460.53;	3.1498
460.83;	3.1377
461.13;	3.1255
461.43;	3.1131
461.72;	3.1005
462.02;	3.0878
462.32;	3.0750
462.62;	3.0621
462.92;	3.0490
463.21;	3.0358
463.51;	3.0224
463.81;	3.0090
464.11;	2.9954
464.40;	2.9817
464.70;	2.9678
465.00;	2.9539
465.30;	2.9398
465.60;	2.9256
465.89;	2.9113
466.19;	2.8969
466.49;	2.8824
466.79;	2.8678
467.08;	2.8531
467.38;	2.8383
467.68;	2.8234
467.98;	2.8084
468.28;	2.7933
468.57;	2.7781
468.87;	2.7629
469.17;	2.7475
469.47;	2.7321
469.76;	2.7166
470.06;	2.7010
470.36;	2.6853
470.66;	2.6696
470.96;	2.6538
471.25;	2.6379
471.55;	2.6219
471.85;	2.6059
472.15;	2.5898
472.45;	2.5737
472.74;	2.5575
473.04;	2.5413
473.34;	2.5250
473.64;	2.5087
473.93;	2.4923
474.23;	2.4758
474.53;	2.4594
474.83;	2.4428
475.13;	2.4263
475.42;	2.4097
475.72;	2.3931
476.02;	2.3764
476.32;	2.3597
476.61;	2.3430
476.91;	2.3263
477.21;	2.3095
477.51;	2.2927
477.81;	2.2760
478.10;	2.2591
478.40;	2.2423
478.70;	2.2255
479.00;	2.2086
479.29;	2.1918
479.59;	2.1749
479.89;	2.1581
480.19;	2.1412
480.49;	2.1243
480.78;	2.1075
481.08;	2.0906
481.38;	2.0738
481.68;	2.0570
481.97;	2.0401
482.27;	2.0233
482.57;	2.0065
482.87;	1.9898
483.17;	1.9730
483.46;	1.9563
483.76;	1.9395
484.06;	1.9229
484.36;	1.9062
484.66;	1.8896
484.95;	1.8730
485.25;	1.8564
485.55;	1.8398
485.85;	1.8233
486.14;	1.8069
486.44;	1.7905
486.74;	1.7741
487.04;	1.7577
487.34;	1.7414
487.63;	1.7252
487.93;	1.7090
488.23;	1.6928
488.53;	1.6767
488.82;	1.6606
489.12;	1.6446
489.42;	1.6287
489.72;	1.6128
490.02;	1.5969
490.31;	1.5812
490.61;	1.5654
490.91;	1.5498
491.21;	1.5342
491.50;	1.5187
491.80;	1.5032
492.10;	1.4878
492.40;	1.4725
492.70;	1.4572
492.99;	1.4420
493.29;	1.4269
493.59;	1.4118
493.89;	1.3968
494.18;	1.3819
494.48;	1.3671
494.78;	1.3524
495.08;	1.3377
495.38;	1.3231
495.67;	1.3086
495.97;	1.2941
496.27;	1.2798
496.57;	1.2655
496.87;	1.2513
497.16;	1.2372
497.46;	1.2232
497.76;	1.2092
498.06;	1.1954
498.35;	1.1816
498.65;	1.1679
498.95;	1.1543
499.25;	1.1408
499.55;	1.1274
499.84;	1.1141
500.14;	1.1008
500.44;	1.0877
500.74;	1.0746
501.03;	1.0617
501.33;	1.0488
501.63;	1.0360
501.93;	1.0233
502.23;	1.0107
502.52;	0.9982
502.82;	0.9858
503.12;	0.9735
503.42;	0.9613
503.71;	0.9492
504.01;	0.9372
504.31;	0.9252
504.61;	0.9134
504.91;	0.9017
505.20;	0.8900
505.50;	0.8785
505.80;	0.8670
506.10;	0.8557
506.39;	0.8444
506.69;	0.8333
506.99;	0.8222
507.29;	0.8113
507.59;	0.8004
507.88;	0.7896
508.18;	0.7790
508.48;	0.7684
508.78;	0.7579
509.08;	0.7475
509.37;	0.7373
509.67;	0.7271
509.97;	0.7170
510.27;	0.7070
510.56;	0.6971
510.86;	0.6873
511.16;	0.6776
511.46;	0.6680
511.76;	0.6585
512.05;	0.6491
512.35;	0.6398
512.65;	0.6305
512.95;	0.6214
513.24;	0.6124
513.54;	0.6034
513.84;	0.5946
514.14;	0.5859
514.44;	0.5772
514.73;	0.5686
515.03;	0.5602
515.33;	0.5518
515.63;	0.5435
515.92;	0.5353
516.22;	0.5272
516.52;	0.5192
516.82;	0.5113
517.12;	0.5035
517.41;	0.4957
517.71;	0.4881
518.01;	0.4805
518.31;	0.4730
518.61;	0.4657
518.90;	0.4584
519.20;	0.4512
519.50;	0.4440
519.80;	0.4370
520.09;	0.4301
520.39;	0.4232
520.69;	0.4164
520.99;	0.4097
521.29;	0.4031
521.58;	0.3966
521.88;	0.3901
522.18;	0.3838
522.48;	0.3775
522.77;	0.3713
523.07;	0.3651
523.37;	0.3591
523.67;	0.3531
523.97;	0.3472
524.26;	0.3414
524.56;	0.3357
524.86;	0.3300
525.16;	0.3245
525.45;	0.3190
525.75;	0.3135
526.05;	0.3082
526.35;	0.3029
526.65;	0.2977
526.94;	0.2925
527.24;	0.2875
527.54;	0.2825
527.84;	0.2776
528.13;	0.2727
528.43;	0.2679
528.73;	0.2632
529.03;	0.2586
529.33;	0.2540
529.62;	0.2495
529.92;	0.2450
530.22;	0.2406
530.52;	0.2363
530.82;	0.2321
531.11;	0.2279
531.41;	0.2237
531.71;	0.2197
532.01;	0.2157
532.30;	0.2117
532.60;	0.2079
532.90;	0.2040
533.20;	0.2003
533.50;	0.1966
533.79;	0.1929
534.09;	0.1893
534.39;	0.1858
534.69;	0.1823
534.98;	0.1789
535.28;	0.1755
535.58;	0.1722
535.88;	0.1689
536.18;	0.1657
536.47;	0.1626
536.77;	0.1595
537.07;	0.1564
537.37;	0.1534
537.66;	0.1504
537.96;	0.1475
538.26;	0.1447
538.56;	0.1419
538.86;	0.1391
539.15;	0.1364
539.45;	0.1337
539.75;	0.1311
540.05;	0.1285
540.34;	0.1260
540.64;	0.1235
540.94;	0.1210
541.24;	0.1186
541.54;	0.1163
541.83;	0.1139
542.13;	0.1116
542.43;	0.1094
542.73;	0.1072
543.03;	0.1050
543.32;	0.1029
543.62;	0.1008
543.92;	0.0988
544.22;	0.0968
544.51;	0.0948
544.81;	0.0929
545.11;	0.0910
545.41;	0.0891
545.71;	0.0872
546.00;	0.0854
546.30;	0.0837
546.60;	0.0819
546.90;	0.0802
547.19;	0.0786
547.49;	0.0769
547.79;	0.0753
548.09;	0.0738
548.39;	0.0722
548.68;	0.0707
548.98;	0.0692
549.28;	0.0678
549.58;	0.0663
549.87;	0.0649
550.17;	0.0635
550.47;	0.0622
550.77;	0.0609
551.07;	0.0596
551.36;	0.0583
551.66;	0.0571
551.96;	0.0559
552.26;	0.0547
552.55;	0.0535
552.85;	0.0523
553.15;	0.0512
553.45;	0.0501
553.75;	0.0490
554.04;	0.0480
554.34;	0.0470
554.64;	0.0459
554.94;	0.0450
555.24;	0.0440
555.53;	0.0430
555.83;	0.0421
556.13;	0.0412
556.43;	0.0403
556.72;	0.0394
