wavelength, nm;	absorption
377.00;	0.6891
377.27;	0.6976
377.55;	0.7062
377.82;	0.7149
378.10;	0.7236
378.37;	0.7324
378.64;	0.7413
378.92;	0.7502
379.19;	0.7592
379.46;	0.7683
379.74;	0.7774
380.01;	0.7866
380.29;	0.7959
380.56;	0.8053
380.83;	0.8147
381.11;	0.8242
381.38;	0.8337
381.65;	0.8433
381.93;	0.8530
382.20;	0.8628
382.48;	0.8726
382.75;	0.8824
383.02;	0.8924
383.30;	0.9024
383.57;	0.9125
383.84;	0.9226
384.12;	0.9328
384.39;	0.9431
384.67;	0.9534
384.94;	0.9638
385.21;	0.9743
385.49;	0.9848
385.76;	0.9954
386.03;	1.0060
386.31;	1.0167
386.58;	1.0275
386.86;	1.0383
387.13;	1.0492
387.40;	1.0602
387.68;	1.0712
387.95;	1.0822
388.22;	1.0933
388.50;	1.1045
388.77;	1.1157
389.05;	1.1270
389.32;	1.1384
389.59;	1.1498
389.87;	1.1612
390.14;	1.1727
390.41;	1.1843
390.69;	1.1959
390.96;	1.2075
391.24;	1.2193
391.51;	1.2310
391.78;	1.2428
392.06;	1.2547
392.33;	1.2666
392.60;	1.2785
392.88;	1.2905
393.15;	1.3026
393.43;	1.3147
393.70;	1.3268
393.97;	1.3390
394.25;	1.3512
394.52;	1.3634
394.79;	1.3757
395.07;	1.3880
395.34;	1.4004
395.62;	1.4128
395.89;	1.4253
396.16;	1.4377
396.44;	1.4503
396.71;	1.4628
396.98;	1.4754
397.26;	1.4880
397.53;	1.5006
397.81;	1.5133
398.08;	1.5260
398.35;	1.5387
398.63;	1.5514
398.90;	1.5642
399.17;	1.5770
399.45;	1.5898
399.72;	1.6027
400.00;	1.6155
400.27;	1.6284
400.54;	1.6413
400.82;	1.6542
401.09;	1.6671
401.37;	1.6800
401.64;	1.6930
401.91;	1.7060
402.19;	1.7189
402.46;	1.7319
402.73;	1.7449
403.01;	1.7579
403.28;	1.7709
403.56;	1.7839
403.83;	1.7969
404.10;	1.8099
404.38;	1.8229
404.65;	1.8359
404.92;	1.8489
405.20;	1.8619
405.47;	1.8749
405.75;	1.8879
406.02;	1.9008
406.29;	1.9138
406.57;	1.9267
406.84;	1.9397
407.11;	1.9526
407.39;	1.9655
407.66;	1.9784
407.94;	1.9913
408.21;	2.0041
408.48;	2.0170
408.76;	2.0298
409.03;	2.0425
409.30;	2.0553
409.58;	2.0680
409.85;	2.0807
410.13;	2.0934
410.40;	2.1060
410.67;	2.1186
410.95;	2.1312
411.22;	2.1437
411.49;	2.1562
411.77;	2.1687
412.04;	2.1811
412.32;	2.1934
412.59;	2.2058
412.86;	2.2180
413.14;	2.2303
413.41;	2.2424
413.68;	2.2546
413.96;	2.2667
414.23;	2.2787
414.51;	2.2907
414.78;	2.3026
415.05;	2.3144
415.33;	2.3262
415.60;	2.3379
415.87;	2.3496
416.15;	2.3612
416.42;	2.3728
416.70;	2.3842
416.97;	2.3956
417.24;	2.4070
417.52;	2.4182
417.79;	2.4294
418.06;	2.4405
418.34;	2.4516
418.61;	2.4625
418.89;	2.4734
419.16;	2.4842
419.43;	2.4949
419.71;	2.5056
419.98;	2.5161
420.25;	2.5266
420.53;	2.5370
420.80;	2.5472
421.08;	2.5574
421.35;	2.5675
421.62;	2.5775
421.90;	2.5875
