wavelength, nm;	absorption
368.00;	0.5241
368.32;	0.5329
368.65;	0.5417
368.97;	0.5506
369.29;	0.5596
369.61;	0.5688
369.94;	0.5780
370.26;	0.5874
370.58;	0.5969
370.90;	0.6064
371.23;	0.6161
371.55;	0.6259
371.87;	0.6358
372.19;	0.6458
372.52;	0.6560
372.84;	0.6662
373.16;	0.6765
373.48;	0.6870
373.81;	0.6976
374.13;	0.7082
374.45;	0.7190
374.77;	0.7299
375.10;	0.7410
375.42;	0.7521
375.74;	0.7633
376.06;	0.7747
376.39;	0.7861
376.71;	0.7977
377.03;	0.8094
377.35;	0.8212
377.68;	0.8331
378.00;	0.8452
378.32;	0.8573
378.64;	0.8695
378.97;	0.8819
379.29;	0.8944
379.61;	0.9070
379.93;	0.9197
380.26;	0.9325
380.58;	0.9454
380.90;	0.9584
381.22;	0.9715
381.55;	0.9848
381.87;	0.9981
382.19;	1.0116
382.51;	1.0252
382.84;	1.0388
383.16;	1.0526
383.48;	1.0665
383.80;	1.0805
384.13;	1.0946
384.45;	1.1088
384.77;	1.1231
385.09;	1.1375
385.42;	1.1520
385.74;	1.1666
386.06;	1.1813
386.38;	1.1961
386.71;	1.2110
387.03;	1.2261
387.35;	1.2412
387.67;	1.2564
388.00;	1.2716
388.32;	1.2870
388.64;	1.3025
388.96;	1.3181
389.29;	1.3337
389.61;	1.3495
389.93;	1.3653
390.25;	1.3812
390.58;	1.3972
390.90;	1.4133
391.22;	1.4295
391.54;	1.4458
391.87;	1.4621
392.19;	1.4785
392.51;	1.4950
392.83;	1.5116
393.16;	1.5282
393.48;	1.5449
393.80;	1.5617
394.13;	1.5785
394.45;	1.5954
394.77;	1.6124
395.09;	1.6295
395.42;	1.6466
395.74;	1.6637
396.06;	1.6809
396.38;	1.6982
396.71;	1.7155
397.03;	1.7329
397.35;	1.7504
397.67;	1.7678
398.00;	1.7854
398.32;	1.8029
398.64;	1.8205
398.96;	1.8382
399.29;	1.8559
399.61;	1.8736
399.93;	1.8914
400.25;	1.9092
400.58;	1.9270
400.90;	1.9448
401.22;	1.9627
401.54;	1.9806
401.87;	1.9985
402.19;	2.0164
402.51;	2.0343
402.83;	2.0523
403.16;	2.0702
403.48;	2.0882
403.80;	2.1062
404.12;	2.1241
404.45;	2.1421
404.77;	2.1601
405.09;	2.1780
405.41;	2.1960
405.74;	2.2139
406.06;	2.2319
406.38;	2.2498
406.70;	2.2676
407.03;	2.2855
407.35;	2.3034
407.67;	2.3212
407.99;	2.3389
408.32;	2.3567
408.64;	2.3744
408.96;	2.3921
409.28;	2.4097
409.61;	2.4273
409.93;	2.4448
410.25;	2.4623
410.57;	2.4798
410.90;	2.4971
411.22;	2.5145
411.54;	2.5317
411.86;	2.5489
412.19;	2.5660
412.51;	2.5831
412.83;	2.6001
413.15;	2.6170
413.48;	2.6338
413.80;	2.6505
414.12;	2.6672
414.44;	2.6837
414.77;	2.7002
415.09;	2.7166
415.41;	2.7329
