wavelength, nm;	absorption
363.00;	0.4070
363.39;	0.4157
363.77;	0.4245
364.16;	0.4335
364.55;	0.4426
364.93;	0.4519
365.32;	0.4613
365.71;	0.4708
366.09;	0.4805
366.48;	0.4903
366.87;	0.5003
367.25;	0.5105
367.64;	0.5208
368.03;	0.5312
368.41;	0.5418
368.80;	0.5525
369.19;	0.5635
369.57;	0.5745
369.96;	0.5857
370.35;	0.5971
370.73;	0.6086
371.12;	0.6203
371.51;	0.6322
371.89;	0.6442
372.28;	0.6564
372.67;	0.6687
373.05;	0.6812
373.44;	0.6939
373.83;	0.7067
374.21;	0.7197
374.60;	0.7328
374.99;	0.7461
375.37;	0.7596
375.76;	0.7732
376.15;	0.7870
376.53;	0.8010
376.92;	0.8151
377.31;	0.8294
377.69;	0.8438
378.08;	0.8584
378.47;	0.8732
378.85;	0.8882
379.24;	0.9033
379.63;	0.9185
380.01;	0.9339
380.40;	0.9495
380.79;	0.9653
381.17;	0.9812
381.56;	0.9972
381.95;	1.0134
382.33;	1.0298
382.72;	1.0463
383.11;	1.0630
383.49;	1.0799
383.88;	1.0969
384.27;	1.1140
384.65;	1.1313
385.04;	1.1487
385.43;	1.1663
385.81;	1.1841
386.20;	1.2020
386.59;	1.2200
386.97;	1.2382
387.36;	1.2565
387.75;	1.2749
388.13;	1.2935
388.52;	1.3123
388.91;	1.3311
389.29;	1.3501
389.68;	1.3692
390.07;	1.3885
390.45;	1.4078
390.84;	1.4273
391.22;	1.4469
391.61;	1.4667
392.00;	1.4865
392.38;	1.5065
392.77;	1.5265
393.16;	1.5467
393.54;	1.5670
393.93;	1.5874
394.32;	1.6079
394.70;	1.6284
395.09;	1.6491
395.48;	1.6699
395.86;	1.6907
396.25;	1.7116
396.64;	1.7326
397.02;	1.7537
397.41;	1.7749
397.80;	1.7961
398.18;	1.8174
398.57;	1.8387
398.96;	1.8601
399.34;	1.8816
399.73;	1.9031
400.12;	1.9247
400.50;	1.9463
400.89;	1.9679
401.28;	1.9896
401.66;	2.0113
402.05;	2.0331
402.44;	2.0548
402.82;	2.0766
403.21;	2.0984
403.60;	2.1202
403.98;	2.1420
404.37;	2.1638
404.76;	2.1856
405.14;	2.2074
405.53;	2.2291
405.92;	2.2509
406.30;	2.2726
406.69;	2.2943
407.08;	2.3160
407.46;	2.3377
407.85;	2.3593
408.24;	2.3808
408.62;	2.4023
409.01;	2.4237
409.40;	2.4451
409.78;	2.4664
410.17;	2.4877
410.56;	2.5088
410.94;	2.5299
411.33;	2.5509
411.72;	2.5718
412.10;	2.5926
412.49;	2.6133
412.88;	2.6339
413.26;	2.6544
413.65;	2.6747
414.04;	2.6950
414.42;	2.7151
414.81;	2.7351
415.20;	2.7549
415.58;	2.7746
415.97;	2.7942
416.36;	2.8136
416.74;	2.8328
417.13;	2.8519
417.52;	2.8708
417.90;	2.8895
418.29;	2.9081
418.68;	2.9264
419.06;	2.9446
419.45;	2.9626
419.84;	2.9804
420.22;	2.9980
420.61;	3.0154
421.00;	3.0325
421.38;	3.0495
421.77;	3.0662
422.16;	3.0827
422.54;	3.0990
422.93;	3.1150
423.32;	3.1308
423.70;	3.1463
424.09;	3.1616
424.48;	3.1766
424.86;	3.1914
425.25;	3.2059
425.64;	3.2202
426.02;	3.2341
426.41;	3.2478
426.80;	3.2612
427.18;	3.2744
427.57;	3.2872
427.96;	3.2998
428.34;	3.3120
428.73;	3.3240
429.12;	3.3357
429.50;	3.3470
429.89;	3.3581
430.28;	3.3688
430.66;	3.3792
431.05;	3.3893
431.44;	3.3991
431.82;	3.4085
432.21;	3.4177
432.60;	3.4265
432.98;	3.4349
433.37;	3.4430
433.76;	3.4508
434.14;	3.4583
434.53;	3.4654
434.92;	3.4721
435.30;	3.4786
435.69;	3.4846
436.08;	3.4903
436.46;	3.4957
436.85;	3.5007
437.24;	3.5054
437.62;	3.5096
438.01;	3.5136
438.40;	3.5172
438.78;	3.5204
439.17;	3.5232
439.56;	3.5257
439.94;	3.5278
440.33;	3.5296
440.72;	3.5310
441.10;	3.5320
441.49;	3.5327
441.88;	3.5330
442.26;	3.5329
442.65;	3.5325
443.04;	3.5317
443.42;	3.5306
443.81;	3.5290
444.20;	3.5271
444.58;	3.5249
444.97;	3.5223
445.36;	3.5193
445.74;	3.5159
446.13;	3.5122
446.51;	3.5082
446.90;	3.5038
447.29;	3.4990
447.67;	3.4939
448.06;	3.4884
448.45;	3.4825
448.83;	3.4764
449.22;	3.4698
449.61;	3.4629
449.99;	3.4557
450.38;	3.4481
450.77;	3.4402
451.15;	3.4320
451.54;	3.4234
451.93;	3.4145
452.31;	3.4053
452.70;	3.3957
453.09;	3.3858
453.47;	3.3756
453.86;	3.3651
454.25;	3.3542
454.63;	3.3431
455.02;	3.3316
455.41;	3.3198
455.79;	3.3078
456.18;	3.2954
456.57;	3.2828
456.95;	3.2698
457.34;	3.2566
457.73;	3.2431
458.11;	3.2293
458.50;	3.2152
458.89;	3.2009
459.27;	3.1863
459.66;	3.1714
460.05;	3.1563
460.43;	3.1409
460.82;	3.1253
461.21;	3.1094
461.59;	3.0933
461.98;	3.0770
462.37;	3.0604
462.75;	3.0436
463.14;	3.0266
463.53;	3.0093
463.91;	2.9919
464.30;	2.9742
464.69;	2.9564
465.07;	2.9383
465.46;	2.9201
465.85;	2.9016
466.23;	2.8830
466.62;	2.8642
467.01;	2.8453
467.39;	2.8261
467.78;	2.8068
468.17;	2.7874
468.55;	2.7678
468.94;	2.7480
469.33;	2.7281
469.71;	2.7081
470.10;	2.6880
470.49;	2.6677
470.87;	2.6473
471.26;	2.6268
471.65;	2.6061
472.03;	2.5854
472.42;	2.5646
472.81;	2.5436
473.19;	2.5226
473.58;	2.5015
473.97;	2.4803
474.35;	2.4590
474.74;	2.4377
475.13;	2.4163
475.51;	2.3949
475.90;	2.3734
476.29;	2.3518
476.67;	2.3302
477.06;	2.3085
477.45;	2.2869
477.83;	2.2651
478.22;	2.2434
478.61;	2.2216
478.99;	2.1999
479.38;	2.1781
479.77;	2.1563
480.15;	2.1345
480.54;	2.1127
480.93;	2.0909
481.31;	2.0691
481.70;	2.0473
482.09;	2.0256
482.47;	2.0039
482.86;	1.9822
483.25;	1.9605
483.63;	1.9389
