wavelength, nm;	absorption
362.00;	0.3522
362.25;	0.3570
362.49;	0.3619
362.74;	0.3669
362.99;	0.3719
363.24;	0.3770
363.48;	0.3821
363.73;	0.3872
363.98;	0.3924
364.23;	0.3977
364.47;	0.4030
364.72;	0.4084
364.97;	0.4139
365.22;	0.4193
365.46;	0.4249
365.71;	0.4305
365.96;	0.4361
366.20;	0.4418
366.45;	0.4476
366.70;	0.4534
366.95;	0.4593
367.19;	0.4652
367.44;	0.4712
367.69;	0.4773
367.94;	0.4834
368.18;	0.4895
368.43;	0.4958
368.68;	0.5020
368.93;	0.5084
369.17;	0.5148
369.42;	0.5212
369.67;	0.5277
369.91;	0.5343
370.16;	0.5409
370.41;	0.5476
370.66;	0.5543
370.90;	0.5612
371.15;	0.5680
371.40;	0.5749
371.65;	0.5819
371.89;	0.5890
372.14;	0.5961
372.39;	0.6032
372.64;	0.6105
372.88;	0.6177
373.13;	0.6251
373.38;	0.6325
373.62;	0.6399
373.87;	0.6475
374.12;	0.6551
374.37;	0.6627
374.61;	0.6704
374.86;	0.6782
375.11;	0.6860
375.36;	0.6939
375.60;	0.7019
375.85;	0.7099
376.10;	0.7179
376.35;	0.7261
376.59;	0.7343
376.84;	0.7425
377.09;	0.7508
377.33;	0.7592
377.58;	0.7677
377.83;	0.7762
378.08;	0.7847
378.32;	0.7933
378.57;	0.8020
378.82;	0.8108
379.07;	0.8196
379.31;	0.8284
379.56;	0.8374
379.81;	0.8464
380.06;	0.8554
380.30;	0.8645
380.55;	0.8737
380.80;	0.8829
381.04;	0.8922
381.29;	0.9015
381.54;	0.9109
381.79;	0.9204
382.03;	0.9299
382.28;	0.9395
382.53;	0.9491
382.78;	0.9588
383.02;	0.9686
383.27;	0.9784
383.52;	0.9883
383.77;	0.9982
384.01;	1.0082
384.26;	1.0182
384.51;	1.0283
384.75;	1.0385
385.00;	1.0487
385.25;	1.0590
385.50;	1.0693
385.74;	1.0797
385.99;	1.0901
386.24;	1.1006
386.49;	1.1111
386.73;	1.1217
386.98;	1.1323
387.23;	1.1430
387.48;	1.1538
387.72;	1.1646
387.97;	1.1754
388.22;	1.1864
388.46;	1.1973
388.71;	1.2083
388.96;	1.2194
389.21;	1.2305
389.45;	1.2416
389.70;	1.2528
389.95;	1.2641
390.20;	1.2754
390.44;	1.2867
390.69;	1.2981
390.94;	1.3095
391.19;	1.3210
391.43;	1.3325
391.68;	1.3441
391.93;	1.3557
392.17;	1.3673
392.42;	1.3790
392.67;	1.3907
392.92;	1.4025
393.16;	1.4143
393.41;	1.4262
393.66;	1.4381
393.91;	1.4500
394.15;	1.4620
394.40;	1.4740
394.65;	1.4860
394.90;	1.4981
395.14;	1.5102
395.39;	1.5223
395.64;	1.5345
395.89;	1.5467
396.13;	1.5589
396.38;	1.5712
396.63;	1.5835
396.87;	1.5958
397.12;	1.6081
397.37;	1.6205
397.62;	1.6329
397.86;	1.6453
398.11;	1.6578
398.36;	1.6703
398.61;	1.6828
398.85;	1.6953
399.10;	1.7078
399.35;	1.7204
399.60;	1.7329
399.84;	1.7455
400.09;	1.7582
400.34;	1.7708
400.58;	1.7834
400.83;	1.7961
401.08;	1.8088
401.33;	1.8214
401.57;	1.8341
401.82;	1.8468
402.07;	1.8596
402.32;	1.8723
402.56;	1.8850
402.81;	1.8978
403.06;	1.9105
403.31;	1.9232
403.55;	1.9360
403.80;	1.9487
404.05;	1.9615
404.29;	1.9742
404.54;	1.9870
404.79;	1.9997
405.04;	2.0125
405.28;	2.0252
405.53;	2.0380
405.78;	2.0507
406.03;	2.0634
406.27;	2.0761
406.52;	2.0888
406.77;	2.1015
407.02;	2.1142
407.26;	2.1268
407.51;	2.1395
407.76;	2.1521
408.00;	2.1647
408.25;	2.1773
408.50;	2.1899
408.75;	2.2025
408.99;	2.2150
409.24;	2.2275
409.49;	2.2400
409.74;	2.2525
409.98;	2.2649
410.23;	2.2773
410.48;	2.2897
410.73;	2.3020
410.97;	2.3143
411.22;	2.3266
411.47;	2.3389
411.71;	2.3511
411.96;	2.3633
412.21;	2.3754
412.46;	2.3875
412.70;	2.3996
412.95;	2.4116
413.20;	2.4236
413.45;	2.4355
413.69;	2.4474
413.94;	2.4592
414.19;	2.4710
414.44;	2.4828
414.68;	2.4945
414.93;	2.5061
415.18;	2.5177
415.42;	2.5293
415.67;	2.5407
415.92;	2.5522
416.17;	2.5636
416.41;	2.5749
416.66;	2.5861
416.91;	2.5973
417.16;	2.6084
417.40;	2.6195
417.65;	2.6305
417.90;	2.6415
418.15;	2.6523
418.39;	2.6631
418.64;	2.6739
418.89;	2.6845
419.13;	2.6951
419.38;	2.7056
419.63;	2.7161
419.88;	2.7265
420.12;	2.7368
420.37;	2.7470
420.62;	2.7571
420.87;	2.7672
421.11;	2.7772
421.36;	2.7870
421.61;	2.7969
421.86;	2.8066
422.10;	2.8162
422.35;	2.8258
422.60;	2.8353
422.84;	2.8446
423.09;	2.8539
423.34;	2.8631
423.59;	2.8722
423.83;	2.8812
424.08;	2.8902
424.33;	2.8990
424.58;	2.9077
424.82;	2.9163
425.07;	2.9249
425.32;	2.9333
425.57;	2.9416
425.81;	2.9499
426.06;	2.9580
426.31;	2.9660
426.55;	2.9739
426.80;	2.9818
427.05;	2.9895
427.30;	2.9971
427.54;	3.0046
427.79;	3.0120
428.04;	3.0192
428.29;	3.0264
428.53;	3.0335
428.78;	3.0404
429.03;	3.0472
429.28;	3.0539
429.52;	3.0605
429.77;	3.0670
430.02;	3.0734
430.26;	3.0797
430.51;	3.0858
430.76;	3.0918
431.01;	3.0977
431.25;	3.1035
431.50;	3.1091
431.75;	3.1147
432.00;	3.1201
432.24;	3.1254
432.49;	3.1305
432.74;	3.1356
432.99;	3.1405
433.23;	3.1453
433.48;	3.1499
433.73;	3.1545
433.97;	3.1589
434.22;	3.1631
434.47;	3.1673
434.72;	3.1713
434.96;	3.1752
435.21;	3.1790
435.46;	3.1826
435.71;	3.1861
435.95;	3.1895
436.20;	3.1927
436.45;	3.1958
436.70;	3.1988
436.94;	3.2017
437.19;	3.2044
437.44;	3.2069
437.68;	3.2094
437.93;	3.2117
438.18;	3.2139
438.43;	3.2159
438.67;	3.2178
438.92;	3.2196
439.17;	3.2212
439.42;	3.2227
439.66;	3.2241
439.91;	3.2253
440.16;	3.2264
440.41;	3.2273
440.65;	3.2282
440.90;	3.2288
441.15;	3.2294
441.39;	3.2298
441.64;	3.2301
441.89;	3.2302
442.14;	3.2302
442.38;	3.2301
442.63;	3.2298
442.88;	3.2294
443.13;	3.2288
443.37;	3.2281
443.62;	3.2273
443.87;	3.2263
444.12;	3.2253
444.36;	3.2240
444.61;	3.2227
444.86;	3.2211
445.10;	3.2195
445.35;	3.2177
445.60;	3.2158
445.85;	3.2138
446.09;	3.2116
446.34;	3.2093
446.59;	3.2068
446.84;	3.2043
447.08;	3.2015
447.33;	3.1987
447.58;	3.1957
447.83;	3.1926
448.07;	3.1894
448.32;	3.1860
448.57;	3.1825
448.81;	3.1788
449.06;	3.1751
449.31;	3.1712
449.56;	3.1671
449.80;	3.1630
450.05;	3.1587
450.30;	3.1543
450.55;	3.1497
450.79;	3.1451
451.04;	3.1403
451.29;	3.1354
451.54;	3.1303
451.78;	3.1252
452.03;	3.1199
452.28;	3.1144
452.52;	3.1089
452.77;	3.1033
453.02;	3.0975
453.27;	3.0916
453.51;	3.0856
453.76;	3.0794
454.01;	3.0732
454.26;	3.0668
454.50;	3.0603
454.75;	3.0537
455.00;	3.0470
455.25;	3.0402
455.49;	3.0332
455.74;	3.0262
455.99;	3.0190
456.23;	3.0117
456.48;	3.0043
456.73;	2.9968
456.98;	2.9892
457.22;	2.9815
457.47;	2.9737
457.72;	2.9658
457.97;	2.9578
458.21;	2.9496
458.46;	2.9414
458.71;	2.9331
458.96;	2.9246
459.20;	2.9161
459.45;	2.9075
459.70;	2.8987
459.95;	2.8899
460.19;	2.8810
460.44;	2.8720
460.69;	2.8629
460.93;	2.8537
461.18;	2.8444
461.43;	2.8350
461.68;	2.8256
461.92;	2.8160
462.17;	2.8064
462.42;	2.7966
462.67;	2.7868
462.91;	2.7770
463.16;	2.7670
463.41;	2.7569
463.66;	2.7468
463.90;	2.7366
464.15;	2.7263
464.40;	2.7159
464.64;	2.7055
464.89;	2.6950
465.14;	2.6844
465.39;	2.6737
465.63;	2.6630
465.88;	2.6522
466.13;	2.6413
466.38;	2.6304
466.62;	2.6194
466.87;	2.6083
467.12;	2.5972
467.37;	2.5860
467.61;	2.5748
467.86;	2.5635
468.11;	2.5521
468.35;	2.5407
468.60;	2.5292
468.85;	2.5177
469.10;	2.5061
469.34;	2.4945
469.59;	2.4828
469.84;	2.4711
