wavelength, nm;	absorption
352.00;	0.1571
352.26;	0.1597
352.53;	0.1624
352.79;	0.1650
353.05;	0.1677
353.32;	0.1705
353.58;	0.1733
353.85;	0.1761
354.11;	0.1789
354.37;	0.1818
354.64;	0.1847
354.90;	0.1877
355.16;	0.1907
355.43;	0.1938
355.69;	0.1968
355.95;	0.2000
356.22;	0.2031
356.48;	0.2063
356.74;	0.2096
357.01;	0.2128
357.27;	0.2162
357.54;	0.2195
357.80;	0.2229
358.06;	0.2264
358.33;	0.2299
358.59;	0.2334
358.85;	0.2370
359.12;	0.2406
359.38;	0.2443
359.64;	0.2480
359.91;	0.2517
360.17;	0.2555
360.43;	0.2593
360.70;	0.2632
360.96;	0.2672
361.23;	0.2711
361.49;	0.2752
361.75;	0.2792
362.02;	0.2833
362.28;	0.2875
362.54;	0.2917
362.81;	0.2960
363.07;	0.3003
363.33;	0.3046
363.60;	0.3090
363.86;	0.3135
364.12;	0.3179
364.39;	0.3225
364.65;	0.3271
364.92;	0.3317
365.18;	0.3364
365.44;	0.3412
365.71;	0.3460
365.97;	0.3508
366.23;	0.3557
366.50;	0.3606
366.76;	0.3656
367.02;	0.3707
367.29;	0.3758
367.55;	0.3809
367.81;	0.3861
368.08;	0.3914
368.34;	0.3967
368.61;	0.4021
368.87;	0.4075
369.13;	0.4129
369.40;	0.4185
369.66;	0.4240
369.92;	0.4297
370.19;	0.4353
370.45;	0.4411
370.71;	0.4469
370.98;	0.4527
371.24;	0.4586
371.50;	0.4645
371.77;	0.4705
372.03;	0.4766
372.30;	0.4827
372.56;	0.4889
372.82;	0.4951
373.09;	0.5014
373.35;	0.5077
373.61;	0.5141
373.88;	0.5206
374.14;	0.5271
374.40;	0.5336
374.67;	0.5402
374.93;	0.5469
375.19;	0.5536
375.46;	0.5604
375.72;	0.5672
375.99;	0.5741
376.25;	0.5811
376.51;	0.5881
376.78;	0.5951
377.04;	0.6022
377.30;	0.6094
377.57;	0.6166
377.83;	0.6239
378.09;	0.6313
378.36;	0.6387
378.62;	0.6461
378.89;	0.6536
379.15;	0.6612
379.41;	0.6688
379.68;	0.6764
379.94;	0.6842
380.20;	0.6919
380.47;	0.6998
380.73;	0.7077
380.99;	0.7156
381.26;	0.7236
381.52;	0.7316
381.78;	0.7398
382.05;	0.7479
382.31;	0.7561
382.58;	0.7644
