wavelength, nm;	absorption
368.00;	0.5122
368.31;	0.5204
368.62;	0.5286
368.93;	0.5370
369.24;	0.5455
369.55;	0.5541
369.86;	0.5628
370.17;	0.5715
370.48;	0.5804
370.79;	0.5894
371.10;	0.5984
371.41;	0.6076
371.72;	0.6169
372.03;	0.6262
372.34;	0.6357
372.65;	0.6452
372.96;	0.6549
373.27;	0.6647
373.58;	0.6745
373.89;	0.6845
374.20;	0.6946
374.51;	0.7047
374.83;	0.7150
375.14;	0.7254
375.45;	0.7358
375.76;	0.7464
376.07;	0.7571
376.38;	0.7679
376.69;	0.7787
377.00;	0.7897
377.31;	0.8008
377.62;	0.8120
377.93;	0.8233
378.24;	0.8346
378.55;	0.8461
378.86;	0.8577
379.17;	0.8694
379.48;	0.8812
379.79;	0.8931
380.10;	0.9051
380.41;	0.9171
380.72;	0.9293
381.03;	0.9416
381.34;	0.9540
381.65;	0.9665
381.96;	0.9791
382.27;	0.9917
382.58;	1.0045
382.89;	1.0174
383.20;	1.0304
383.51;	1.0434
383.82;	1.0566
384.13;	1.0698
384.44;	1.0832
384.75;	1.0966
385.06;	1.1102
385.37;	1.1238
385.68;	1.1375
385.99;	1.1513
386.30;	1.1652
386.61;	1.1792
386.92;	1.1933
387.23;	1.2074
387.54;	1.2217
387.85;	1.2360
388.17;	1.2504
388.48;	1.2649
388.79;	1.2795
389.10;	1.2942
389.41;	1.3089
389.72;	1.3238
390.03;	1.3387
390.34;	1.3537
390.65;	1.3687
390.96;	1.3839
391.27;	1.3991
391.58;	1.4144
391.89;	1.4297
392.20;	1.4452
392.51;	1.4607
392.82;	1.4762
393.13;	1.4918
393.44;	1.5075
393.75;	1.5233
394.06;	1.5391
394.37;	1.5550
394.68;	1.5710
394.99;	1.5870
395.30;	1.6030
395.61;	1.6191
395.92;	1.6353
396.23;	1.6515
396.54;	1.6678
396.85;	1.6841
397.16;	1.7004
397.47;	1.7168
397.78;	1.7333
398.09;	1.7498
398.40;	1.7663
398.71;	1.7828
399.02;	1.7994
399.33;	1.8161
399.64;	1.8327
399.95;	1.8494
400.26;	1.8662
400.57;	1.8829
400.88;	1.8997
401.19;	1.9165
401.50;	1.9333
401.82;	1.9501
402.13;	1.9669
402.44;	1.9838
402.75;	2.0007
403.06;	2.0175
403.37;	2.0344
403.68;	2.0513
403.99;	2.0682
404.30;	2.0851
404.61;	2.1020
404.92;	2.1189
405.23;	2.1357
405.54;	2.1526
405.85;	2.1695
406.16;	2.1863
406.47;	2.2031
406.78;	2.2199
407.09;	2.2367
407.40;	2.2535
407.71;	2.2702
408.02;	2.2870
408.33;	2.3036
408.64;	2.3203
408.95;	2.3369
409.26;	2.3535
409.57;	2.3700
409.88;	2.3865
410.19;	2.4029
410.50;	2.4193
410.81;	2.4357
411.12;	2.4520
411.43;	2.4682
411.74;	2.4844
412.05;	2.5005
412.36;	2.5166
412.67;	2.5326
412.98;	2.5485
413.29;	2.5643
413.60;	2.5801
413.91;	2.5958
414.22;	2.6114
414.53;	2.6270
414.84;	2.6424
415.16;	2.6578
415.47;	2.6731
415.78;	2.6883
416.09;	2.7034
416.40;	2.7184
416.71;	2.7333
417.02;	2.7481
417.33;	2.7628
417.64;	2.7774
417.95;	2.7919
418.26;	2.8062
418.57;	2.8205
418.88;	2.8346
419.19;	2.8487
419.50;	2.8626
419.81;	2.8763
420.12;	2.8900
420.43;	2.9035
420.74;	2.9169
421.05;	2.9302
421.36;	2.9433
421.67;	2.9563
421.98;	2.9691
422.29;	2.9818
422.60;	2.9944
422.91;	3.0068
423.22;	3.0190
423.53;	3.0311
423.84;	3.0431
424.15;	3.0549
424.46;	3.0665
424.77;	3.0780
425.08;	3.0893
425.39;	3.1004
425.70;	3.1114
426.01;	3.1222
426.32;	3.1329
426.63;	3.1433
426.94;	3.1536
427.25;	3.1637
427.56;	3.1737
427.87;	3.1834
428.18;	3.1930
428.50;	3.2024
428.81;	3.2116
429.12;	3.2206
429.43;	3.2294
429.74;	3.2380
430.05;	3.2465
430.36;	3.2547
