wavelength, nm;	absorption
408.00;	2.3740
408.30;	2.3905
408.59;	2.4070
408.89;	2.4234
409.18;	2.4399
409.48;	2.4563
409.78;	2.4726
410.07;	2.4889
410.37;	2.5052
410.66;	2.5214
410.96;	2.5375
411.25;	2.5537
411.55;	2.5697
411.85;	2.5857
412.14;	2.6017
412.44;	2.6175
412.73;	2.6334
413.03;	2.6491
413.33;	2.6648
413.62;	2.6804
413.92;	2.6960
414.21;	2.7115
414.51;	2.7269
414.80;	2.7422
415.10;	2.7574
415.40;	2.7726
415.69;	2.7876
415.99;	2.8026
416.28;	2.8175
416.58;	2.8323
416.88;	2.8470
417.17;	2.8616
417.47;	2.8761
417.76;	2.8905
418.06;	2.9048
418.36;	2.9190
418.65;	2.9331
418.95;	2.9471
419.24;	2.9610
419.54;	2.9747
419.83;	2.9884
420.13;	3.0019
420.43;	3.0153
420.72;	3.0285
421.02;	3.0417
421.31;	3.0547
421.61;	3.0676
421.91;	3.0803
422.20;	3.0929
422.50;	3.1054
422.79;	3.1177
423.09;	3.1299
423.39;	3.1420
423.68;	3.1539
423.98;	3.1657
424.27;	3.1773
424.57;	3.1887
424.86;	3.2001
425.16;	3.2112
425.46;	3.2222
425.75;	3.2331
426.05;	3.2437
426.34;	3.2543
426.64;	3.2646
426.94;	3.2748
427.23;	3.2848
427.53;	3.2947
427.82;	3.3044
428.12;	3.3139
428.41;	3.3232
428.71;	3.3324
429.01;	3.3414
429.30;	3.3502
429.60;	3.3588
429.89;	3.3672
430.19;	3.3755
430.49;	3.3836
430.78;	3.3915
431.08;	3.3992
431.37;	3.4067
431.67;	3.4140
431.97;	3.4211
432.26;	3.4281
432.56;	3.4348
432.85;	3.4414
433.15;	3.4477
433.44;	3.4539
433.74;	3.4598
434.04;	3.4656
434.33;	3.4711
434.63;	3.4765
434.92;	3.4816
435.22;	3.4866
435.52;	3.4913
435.81;	3.4959
436.11;	3.5002
436.40;	3.5043
436.70;	3.5082
436.99;	3.5119
437.29;	3.5154
437.59;	3.5187
437.88;	3.5218
438.18;	3.5247
438.47;	3.5273
438.77;	3.5298
439.07;	3.5320
439.36;	3.5340
439.66;	3.5358
439.95;	3.5374
440.25;	3.5388
440.55;	3.5399
440.84;	3.5409
441.14;	3.5416
441.43;	3.5421
441.73;	3.5425
442.02;	3.5425
442.32;	3.5424
442.62;	3.5421
442.91;	3.5415
443.21;	3.5408
443.50;	3.5398
443.80;	3.5386
444.10;	3.5372
444.39;	3.5355
444.69;	3.5337
444.98;	3.5316
445.28;	3.5294
445.58;	3.5269
445.87;	3.5242
446.17;	3.5213
446.46;	3.5182
446.76;	3.5149
447.05;	3.5114
447.35;	3.5076
447.65;	3.5037
447.94;	3.4995
448.24;	3.4951
448.53;	3.4906
448.83;	3.4858
449.13;	3.4808
449.42;	3.4756
449.72;	3.4703
450.01;	3.4647
450.31;	3.4589
450.60;	3.4529
450.90;	3.4467
451.20;	3.4403
451.49;	3.4337
451.79;	3.4270
452.08;	3.4200
452.38;	3.4128
452.68;	3.4055
452.97;	3.3979
453.27;	3.3902
453.56;	3.3823
453.86;	3.3742
454.16;	3.3659
454.45;	3.3574
454.75;	3.3488
455.04;	3.3399
455.34;	3.3309
455.63;	3.3217
455.93;	3.3124
456.23;	3.3028
456.52;	3.2931
456.82;	3.2832
457.11;	3.2732
457.41;	3.2630
457.71;	3.2526
458.00;	3.2420
458.30;	3.2313
458.59;	3.2204
458.89;	3.2094
459.18;	3.1982
459.48;	3.1869
459.78;	3.1754
460.07;	3.1638
460.37;	3.1520
460.66;	3.1400
460.96;	3.1280
461.26;	3.1157
461.55;	3.1034
461.85;	3.0909
462.14;	3.0783
462.44;	3.0655
462.74;	3.0526
463.03;	3.0395
463.33;	3.0264
463.62;	3.0131
463.92;	2.9997
464.21;	2.9862
464.51;	2.9725
464.81;	2.9587
465.10;	2.9449
465.40;	2.9309
465.69;	2.9168
465.99;	2.9026
466.29;	2.8882
466.58;	2.8738
466.88;	2.8593
467.17;	2.8447
467.47;	2.8300
467.77;	2.8151
468.06;	2.8002
468.36;	2.7852
468.65;	2.7702
468.95;	2.7550
469.24;	2.7397
469.54;	2.7244
469.84;	2.7090
470.13;	2.6935
470.43;	2.6779
470.72;	2.6623
471.02;	2.6466
471.32;	2.6308
471.61;	2.6150
471.91;	2.5991
472.20;	2.5832
472.50;	2.5672
472.79;	2.5511
473.09;	2.5350
473.39;	2.5188
473.68;	2.5026
473.98;	2.4863
474.27;	2.4700
474.57;	2.4537
474.87;	2.4373
475.16;	2.4208
475.46;	2.4044
475.75;	2.3879
476.05;	2.3713
476.35;	2.3548
476.64;	2.3382
476.94;	2.3216
477.23;	2.3050
477.53;	2.2883
477.82;	2.2717
478.12;	2.2550
478.42;	2.2383
478.71;	2.2216
479.01;	2.2049
479.30;	2.1882
479.60;	2.1714
479.90;	2.1547
480.19;	2.1380
480.49;	2.1213
480.78;	2.1045
481.08;	2.0878
481.37;	2.0711
481.67;	2.0544
481.97;	2.0377
482.26;	2.0211
482.56;	2.0044
482.85;	1.9877
483.15;	1.9711
483.45;	1.9545
483.74;	1.9379
484.04;	1.9214
484.33;	1.9048
484.63;	1.8883
484.93;	1.8719
485.22;	1.8554
485.52;	1.8390
485.81;	1.8226
486.11;	1.8063
486.40;	1.7900
486.70;	1.7737
487.00;	1.7575
487.29;	1.7413
487.59;	1.7252
487.88;	1.7091
488.18;	1.6931
488.48;	1.6771
488.77;	1.6612
489.07;	1.6453
489.36;	1.6294
489.66;	1.6137
489.96;	1.5979
490.25;	1.5823
490.55;	1.5667
490.84;	1.5511
491.14;	1.5356
491.43;	1.5202
491.73;	1.5048
492.03;	1.4896
492.32;	1.4743
492.62;	1.4592
492.91;	1.4441
493.21;	1.4290
493.51;	1.4141
493.80;	1.3992
494.10;	1.3844
494.39;	1.3697
494.69;	1.3550
494.98;	1.3404
495.28;	1.3259
495.58;	1.3115
495.87;	1.2971
496.17;	1.2829
496.46;	1.2687
496.76;	1.2546
497.06;	1.2406
497.35;	1.2266
497.65;	1.2127
497.94;	1.1990
498.24;	1.1853
498.54;	1.1717
498.83;	1.1582
499.13;	1.1447
499.42;	1.1314
499.72;	1.1181
500.01;	1.1049
500.31;	1.0919
500.61;	1.0789
500.90;	1.0660
501.20;	1.0532
501.49;	1.0404
501.79;	1.0278
502.09;	1.0153
502.38;	1.0028
502.68;	0.9905
502.97;	0.9782
503.27;	0.9661
503.56;	0.9540
503.86;	0.9420
504.16;	0.9301
504.45;	0.9184
504.75;	0.9067
505.04;	0.8951
505.34;	0.8836
505.64;	0.8722
505.93;	0.8608
506.23;	0.8496
506.52;	0.8385
506.82;	0.8275
507.12;	0.8166
507.41;	0.8057
507.71;	0.7950
508.00;	0.7843
508.30;	0.7738
508.59;	0.7633
508.89;	0.7530
509.19;	0.7427
509.48;	0.7326
509.78;	0.7225
510.07;	0.7125
510.37;	0.7027
510.67;	0.6929
510.96;	0.6832
511.26;	0.6736
511.55;	0.6641
511.85;	0.6547
512.15;	0.6454
512.44;	0.6362
512.74;	0.6271
513.03;	0.6180
513.33;	0.6091
513.62;	0.6003
513.92;	0.5915
514.22;	0.5829
514.51;	0.5743
514.81;	0.5658
515.10;	0.5575
515.40;	0.5492
515.70;	0.5410
515.99;	0.5329
516.29;	0.5249
516.58;	0.5169
516.88;	0.5091
517.17;	0.5014
517.47;	0.4937
517.77;	0.4861
518.06;	0.4787
518.36;	0.4713
518.65;	0.4639
518.95;	0.4567
519.25;	0.4496
519.54;	0.4425
519.84;	0.4356
520.13;	0.4287
520.43;	0.4219
520.73;	0.4152
521.02;	0.4085
521.32;	0.4020
521.61;	0.3955
521.91;	0.3891
522.20;	0.3828
522.50;	0.3766
522.80;	0.3705
523.09;	0.3644
523.39;	0.3584
523.68;	0.3525
523.98;	0.3467
524.28;	0.3409
524.57;	0.3352
524.87;	0.3296
525.16;	0.3241
525.46;	0.3186
525.75;	0.3132
526.05;	0.3079
526.35;	0.3027
526.64;	0.2975
526.94;	0.2924
527.23;	0.2874
527.53;	0.2824
527.83;	0.2776
528.12;	0.2727
528.42;	0.2680
528.71;	0.2633
529.01;	0.2587
529.31;	0.2542
529.60;	0.2497
529.90;	0.2453
530.19;	0.2409
530.49;	0.2366
530.78;	0.2324
531.08;	0.2282
531.38;	0.2241
531.67;	0.2201
531.97;	0.2161
532.26;	0.2122
532.56;	0.2083
532.86;	0.2045
533.15;	0.2008
533.45;	0.1971
533.74;	0.1935
534.04;	0.1899
534.34;	0.1864
534.63;	0.1830
534.93;	0.1795
535.22;	0.1762
535.52;	0.1729
535.81;	0.1697
536.11;	0.1665
536.41;	0.1633
536.70;	0.1602
537.00;	0.1572
537.29;	0.1542
537.59;	0.1513
537.89;	0.1484
538.18;	0.1455
538.48;	0.1427
538.77;	0.1400
539.07;	0.1373
539.36;	0.1346
539.66;	0.1320
539.96;	0.1294
540.25;	0.1269
540.55;	0.1244
540.84;	0.1220
541.14;	0.1196
541.44;	0.1172
541.73;	0.1149
542.03;	0.1126
542.32;	0.1104
542.62;	0.1082
542.92;	0.1060
543.21;	0.1039
543.51;	0.1018
543.80;	0.0998
544.10;	0.0978
544.39;	0.0958
544.69;	0.0939
544.99;	0.0920
545.28;	0.0901
545.58;	0.0883
545.87;	0.0865
546.17;	0.0847
546.47;	0.0830
546.76;	0.0813
547.06;	0.0796
547.35;	0.0780
547.65;	0.0764
547.94;	0.0748
548.24;	0.0733
548.54;	0.0717
548.83;	0.0703
549.13;	0.0688
549.42;	0.0674
549.72;	0.0660
550.02;	0.0646
550.31;	0.0633
550.61;	0.0619
550.90;	0.0606
551.20;	0.0594
551.50;	0.0581
551.79;	0.0569
552.09;	0.0557
552.38;	0.0545
552.68;	0.0534
552.97;	0.0523
553.27;	0.0512
553.57;	0.0501
553.86;	0.0490
554.16;	0.0480
554.45;	0.0470
554.75;	0.0460
555.05;	0.0450
555.34;	0.0441
555.64;	0.0432
555.93;	0.0422
556.23;	0.0413
556.53;	0.0405
556.82;	0.0396
557.12;	0.0388
557.41;	0.0380
557.71;	0.0372
558.00;	0.0364
558.30;	0.0356
558.60;	0.0349
558.89;	0.0341
559.19;	0.0334
559.48;	0.0327
559.78;	0.0320
560.08;	0.0314
560.37;	0.0307
560.67;	0.0301
560.96;	0.0294
561.26;	0.0288
561.55;	0.0282
561.85;	0.0277
562.15;	0.0271
562.44;	0.0265
562.74;	0.0260
563.03;	0.0254
563.33;	0.0249
563.63;	0.0244
563.92;	0.0239
564.22;	0.0234
564.51;	0.0230
564.81;	0.0225
565.11;	0.0221
565.40;	0.0216
565.70;	0.0212
565.99;	0.0208
566.29;	0.0204
566.58;	0.0200
566.88;	0.0196
567.18;	0.0192
567.47;	0.0188
567.77;	0.0185
568.06;	0.0181
568.36;	0.0178
568.66;	0.0175
568.95;	0.0171
569.25;	0.0168
569.54;	0.0165
569.84;	0.0162
570.13;	0.0159
570.43;	0.0156
570.73;	0.0154
571.02;	0.0151
571.32;	0.0148
571.61;	0.0146
571.91;	0.0143
572.21;	0.0141
572.50;	0.0139
572.80;	0.0136
573.09;	0.0134
573.39;	0.0132
573.69;	0.0130
573.98;	0.0128
574.28;	0.0126
574.57;	0.0124
574.87;	0.0122
575.16;	0.0120
575.46;	0.0119
575.76;	0.0117
576.05;	0.0115
576.35;	0.0114
576.64;	0.0112
576.94;	0.0111
577.24;	0.0109
577.53;	0.0108
577.83;	0.0106
578.12;	0.0105
578.42;	0.0104
578.72;	0.0102
579.01;	0.0101
579.31;	0.0100
579.60;	0.0099
579.90;	0.0098
580.19;	0.0097
580.49;	0.0096
580.79;	0.0095
581.08;	0.0094
581.38;	0.0093
581.67;	0.0092
581.97;	0.0091
582.27;	0.0091
582.56;	0.0090
582.86;	0.0089
583.15;	0.0088
583.45;	0.0088
583.74;	0.0087
584.04;	0.0086
584.34;	0.0086
584.63;	0.0085
584.93;	0.0085
585.22;	0.0084
585.52;	0.0084
585.82;	0.0083
586.11;	0.0083
586.41;	0.0082
586.70;	0.0082
587.00;	0.0082
587.30;	0.0081
587.59;	0.0081
587.89;	0.0081
588.18;	0.0080
588.48;	0.0080
588.77;	0.0080
589.07;	0.0079
589.37;	0.0079
589.66;	0.0079
589.96;	0.0079
590.25;	0.0079
590.55;	0.0079
590.85;	0.0078
591.14;	0.0078
591.44;	0.0078
591.73;	0.0078
592.03;	0.0078
592.32;	0.0078
592.62;	0.0078
592.92;	0.0078
593.21;	0.0078
593.51;	0.0078
593.80;	0.0078
594.10;	0.0078
594.40;	0.0078
594.69;	0.0078
594.99;	0.0078
595.28;	0.0078
595.58;	0.0078
595.88;	0.0078
596.17;	0.0078
596.47;	0.0078
596.76;	0.0078
597.06;	0.0078
597.35;	0.0078
597.65;	0.0079
597.95;	0.0079
598.24;	0.0079
598.54;	0.0079
598.83;	0.0079
599.13;	0.0079
599.43;	0.0080
599.72;	0.0080
600.02;	0.0080
600.31;	0.0080
600.61;	0.0080
600.91;	0.0081
601.20;	0.0081
601.50;	0.0081
601.79;	0.0081
602.09;	0.0081
602.38;	0.0082
602.68;	0.0082
602.98;	0.0082
603.27;	0.0082
603.57;	0.0083
603.86;	0.0083
604.16;	0.0083
604.46;	0.0083
604.75;	0.0084
605.05;	0.0084
605.34;	0.0084
605.64;	0.0085
605.93;	0.0085
606.23;	0.0085
606.53;	0.0085
606.82;	0.0086
607.12;	0.0086
607.41;	0.0086
607.71;	0.0087
608.01;	0.0087
608.30;	0.0087
608.60;	0.0088
608.89;	0.0088
609.19;	0.0088
609.49;	0.0089
609.78;	0.0089
610.08;	0.0089
610.37;	0.0090
610.67;	0.0090
610.96;	0.0090
611.26;	0.0091
611.56;	0.0091
611.85;	0.0091
612.15;	0.0092
612.44;	0.0092
612.74;	0.0092
613.04;	0.0093
613.33;	0.0093
613.63;	0.0094
613.92;	0.0094
614.22;	0.0094
614.51;	0.0095
614.81;	0.0095
615.11;	0.0095
615.40;	0.0096
615.70;	0.0096
615.99;	0.0097
616.29;	0.0097
616.59;	0.0097
616.88;	0.0098
617.18;	0.0098
617.47;	0.0098
617.77;	0.0099
618.07;	0.0099
618.36;	0.0100
618.66;	0.0100
618.95;	0.0100
619.25;	0.0101
619.54;	0.0101
619.84;	0.0101
620.14;	0.0102
620.43;	0.0102
620.73;	0.0103
621.02;	0.0103
621.32;	0.0103
621.62;	0.0104
621.91;	0.0104
622.21;	0.0105
622.50;	0.0105
622.80;	0.0105
623.09;	0.0106
623.39;	0.0106
623.69;	0.0106
623.98;	0.0107
624.28;	0.0107
624.57;	0.0108
624.87;	0.0108
625.17;	0.0108
625.46;	0.0109
625.76;	0.0109
626.05;	0.0110
626.35;	0.0110
626.65;	0.0110
626.94;	0.0111
627.24;	0.0111
627.53;	0.0111
627.83;	0.0112
628.12;	0.0112
628.42;	0.0113
628.72;	0.0113
629.01;	0.0113
629.31;	0.0114
629.60;	0.0114
629.90;	0.0115
630.20;	0.0115
630.49;	0.0115
630.79;	0.0116
631.08;	0.0116
631.38;	0.0116
631.68;	0.0117
631.97;	0.0117
632.27;	0.0118
632.56;	0.0118
632.86;	0.0118
633.15;	0.0119
633.45;	0.0119
633.75;	0.0119
634.04;	0.0120
634.34;	0.0120
634.63;	0.0120
634.93;	0.0121
635.23;	0.0121
635.52;	0.0122
635.82;	0.0122
636.11;	0.0122
636.41;	0.0123
636.70;	0.0123
637.00;	0.0123
637.30;	0.0124
637.59;	0.0124
637.89;	0.0124
638.18;	0.0125
638.48;	0.0125
638.78;	0.0125
639.07;	0.0126
639.37;	0.0126
639.66;	0.0126
639.96;	0.0127
640.26;	0.0127
640.55;	0.0128
640.85;	0.0128
641.14;	0.0128
641.44;	0.0129
641.73;	0.0129
642.03;	0.0129
642.33;	0.0130
642.62;	0.0130
642.92;	0.0130
643.21;	0.0130
643.51;	0.0131
643.81;	0.0131
644.10;	0.0131
644.40;	0.0132
644.69;	0.0132
644.99;	0.0132
645.28;	0.0133
645.58;	0.0133
645.88;	0.0133
646.17;	0.0134
646.47;	0.0134
646.76;	0.0134
647.06;	0.0135
647.36;	0.0135
647.65;	0.0135
647.95;	0.0135
648.24;	0.0136
648.54;	0.0136
648.84;	0.0136
649.13;	0.0137
649.43;	0.0137
649.72;	0.0137
650.02;	0.0137
650.31;	0.0138
650.61;	0.0138
650.91;	0.0138
651.20;	0.0139
651.50;	0.0139
651.79;	0.0139
652.09;	0.0139
652.39;	0.0140
652.68;	0.0140
652.98;	0.0140
653.27;	0.0140
653.57;	0.0141
653.87;	0.0141
654.16;	0.0141
654.46;	0.0141
654.75;	0.0142
655.05;	0.0142
655.34;	0.0142
655.64;	0.0142
655.94;	0.0143
656.23;	0.0143
656.53;	0.0143
656.82;	0.0143
657.12;	0.0144
657.42;	0.0144
657.71;	0.0144
658.01;	0.0144
658.30;	0.0144
658.60;	0.0145
658.89;	0.0145
659.19;	0.0145
659.49;	0.0145
659.78;	0.0145
660.08;	0.0146
660.37;	0.0146
660.67;	0.0146
660.97;	0.0146
661.26;	0.0146
661.56;	0.0147
661.85;	0.0147
662.15;	0.0147
662.45;	0.0147
662.74;	0.0147
663.04;	0.0148
663.33;	0.0148
663.63;	0.0148
663.92;	0.0148
