wavelength, nm;	absorption
409.00;	1.8573
409.32;	1.8710
409.64;	1.8846
409.97;	1.8982
410.29;	1.9117
410.61;	1.9252
410.93;	1.9387
411.26;	1.9521
411.58;	1.9655
411.90;	1.9788
412.22;	1.9921
412.54;	2.0053
412.87;	2.0184
413.19;	2.0315
413.51;	2.0446
413.83;	2.0575
414.16;	2.0704
414.48;	2.0833
414.80;	2.0960
415.12;	2.1087
415.44;	2.1213
415.77;	2.1339
416.09;	2.1463
416.41;	2.1587
416.73;	2.1710
417.06;	2.1832
417.38;	2.1953
417.70;	2.2073
418.02;	2.2192
418.34;	2.2310
418.67;	2.2428
418.99;	2.2544
419.31;	2.2659
419.63;	2.2774
419.96;	2.2887
420.28;	2.2999
420.60;	2.3110
420.92;	2.3220
421.24;	2.3328
421.57;	2.3436
421.89;	2.3542
422.21;	2.3647
422.53;	2.3751
422.86;	2.3853
423.18;	2.3955
423.50;	2.4055
423.82;	2.4153
424.14;	2.4251
424.47;	2.4347
424.79;	2.4441
425.11;	2.4535
425.43;	2.4626
425.76;	2.4717
426.08;	2.4806
426.40;	2.4893
426.72;	2.4979
427.04;	2.5064
427.37;	2.5146
427.69;	2.5228
428.01;	2.5308
428.33;	2.5386
428.66;	2.5463
428.98;	2.5538
429.30;	2.5611
429.62;	2.5683
429.94;	2.5753
430.27;	2.5822
430.59;	2.5889
430.91;	2.5954
431.23;	2.6017
431.55;	2.6079
431.88;	2.6139
432.20;	2.6197
432.52;	2.6254
432.84;	2.6308
433.17;	2.6361
433.49;	2.6412
433.81;	2.6462
434.13;	2.6509
434.45;	2.6555
434.78;	2.6599
435.10;	2.6641
435.42;	2.6681
435.74;	2.6719
436.07;	2.6756
436.39;	2.6790
436.71;	2.6823
437.03;	2.6854
437.35;	2.6883
437.68;	2.6910
438.00;	2.6935
438.32;	2.6958
438.64;	2.6980
438.97;	2.6999
439.29;	2.7016
439.61;	2.7032
439.93;	2.7045
440.25;	2.7057
440.58;	2.7067
440.90;	2.7075
441.22;	2.7080
441.54;	2.7084
441.87;	2.7086
442.19;	2.7086
442.51;	2.7084
442.83;	2.7080
443.15;	2.7074
443.48;	2.7067
443.80;	2.7057
444.12;	2.7045
444.44;	2.7032
444.77;	2.7016
445.09;	2.6999
445.41;	2.6979
445.73;	2.6958
446.05;	2.6935
446.38;	2.6910
446.70;	2.6883
447.02;	2.6854
447.34;	2.6823
447.67;	2.6790
447.99;	2.6755
448.31;	2.6719
448.63;	2.6681
448.95;	2.6640
449.28;	2.6598
449.60;	2.6554
449.92;	2.6509
450.24;	2.6461
450.57;	2.6412
450.89;	2.6361
451.21;	2.6308
451.53;	2.6253
451.85;	2.6197
452.18;	2.6138
452.50;	2.6079
452.82;	2.6017
453.14;	2.5953
453.47;	2.5888
453.79;	2.5822
454.11;	2.5753
454.43;	2.5683
454.75;	2.5611
455.08;	2.5538
455.40;	2.5463
455.72;	2.5386
456.04;	2.5308
456.37;	2.5228
456.69;	2.5147
457.01;	2.5064
457.33;	2.4980
457.65;	2.4894
457.98;	2.4807
458.30;	2.4718
458.62;	2.4628
458.94;	2.4536
459.27;	2.4443
459.59;	2.4348
459.91;	2.4253
460.23;	2.4155
460.55;	2.4057
460.88;	2.3957
461.20;	2.3856
461.52;	2.3754
461.84;	2.3650
462.17;	2.3545
462.49;	2.3439
462.81;	2.3332
463.13;	2.3223
463.45;	2.3114
463.78;	2.3003
464.10;	2.2891
464.42;	2.2778
464.74;	2.2664
465.07;	2.2550
465.39;	2.2434
465.71;	2.2317
466.03;	2.2199
466.35;	2.2080
466.68;	2.1960
467.00;	2.1839
