םל	Ïמדכ.
700.00	0.002
699.00	0.002
698.00	0.002
697.00	0.002
696.00	0.002
695.00	0.002
694.00	0.002
693.00	0.002
692.00	0.002
691.00	0.002
690.00	0.002
689.00	0.002
688.00	0.002
687.00	0.002
686.00	0.002
685.00	0.002
684.00	0.002
683.00	0.002
682.00	0.002
681.00	0.002
680.00	0.002
679.00	0.002
678.00	0.002
677.00	0.001
676.00	0.002
675.00	0.002
674.00	0.002
673.00	0.002
672.00	0.002
671.00	0.002
670.00	0.003
669.00	0.003
668.00	0.004
667.00	0.004
666.00	0.004
665.00	0.003
664.00	0.003
663.00	0.003
662.00	0.003
661.00	0.003
660.00	0.003
659.00	0.003
658.00	0.003
657.00	0.003
656.00	0.003
655.00	0.003
654.00	0.003
653.00	0.003
652.00	0.003
651.00	0.003
650.00	0.003
649.00	0.003
648.00	0.003
647.00	0.003
646.00	0.003
645.00	0.003
644.00	0.003
643.00	0.003
642.00	0.003
641.00	0.003
640.00	0.003
639.00	0.003
638.00	0.003
637.00	0.003
636.00	0.003
635.00	0.003
634.00	0.003
633.00	0.003
632.00	0.003
631.00	0.003
630.00	0.003
629.00	0.003
628.00	0.003
627.00	0.003
626.00	0.003
625.00	0.003
624.00	0.003
623.00	0.003
622.00	0.003
621.00	0.003
620.00	0.003
619.00	0.003
618.00	0.003
617.00	0.003
616.00	0.003
615.00	0.003
614.00	0.003
613.00	0.003
612.00	0.003
611.00	0.003
610.00	0.003
609.00	0.003
608.00	0.003
607.00	0.003
606.00	0.003
605.00	0.003
604.00	0.003
603.00	0.003
602.00	0.003
601.00	0.003
600.00	0.003
599.00	0.003
598.00	0.003
597.00	0.003
596.00	0.003
595.00	0.003
594.00	0.003
593.00	0.003
592.00	0.003
591.00	0.004
590.00	0.003
589.00	0.004
588.00	0.004
587.00	0.003
586.00	0.003
585.00	0.003
584.00	0.003
583.00	0.004
582.00	0.003
581.00	0.004
580.00	0.004
579.00	0.003
578.00	0.004
577.00	0.004
576.00	0.004
575.00	0.003
574.00	0.004
573.00	0.004
572.00	0.003
571.00	0.003
570.00	0.004
569.00	0.004
568.00	0.004
567.00	0.004
566.00	0.004
565.00	0.004
564.00	0.004
563.00	0.004
562.00	0.004
561.00	0.004
560.00	0.004
559.00	0.004
558.00	0.004
557.00	0.004
556.00	0.004
555.00	0.004
554.00	0.004
553.00	0.004
552.00	0.004
551.00	0.004
550.00	0.004
549.00	0.004
548.00	0.004
547.00	0.004
546.00	0.004
545.00	0.004
544.00	0.004
543.00	0.004
542.00	0.004
541.00	0.004
540.00	0.004
539.00	0.004
538.00	0.004
537.00	0.004
536.00	0.004
535.00	0.004
534.00	0.004
533.00	0.004
532.00	0.004
531.00	0.003
530.00	0.004
529.00	0.004
528.00	0.004
527.00	0.004
526.00	0.004
525.00	0.004
524.00	0.004
523.00	0.004
522.00	0.004
521.00	0.004
520.00	0.004
519.00	0.004
518.00	0.005
517.00	0.005
516.00	0.005
515.00	0.004
514.00	0.005
513.00	0.005
512.00	0.004
511.00	0.005
510.00	0.005
509.00	0.005
508.00	0.005
507.00	0.006
506.00	0.005
505.00	0.005
504.00	0.006
503.00	0.006
502.00	0.006
501.00	0.006
500.00	0.006
499.00	0.006
498.00	0.006
497.00	0.007
496.00	0.007
495.00	0.007
494.00	0.007
493.00	0.007
492.00	0.008
491.00	0.008
490.00	0.008
489.00	0.008
488.00	0.008
487.00	0.008
486.00	0.008
485.00	0.009
484.00	0.009
483.00	0.010
482.00	0.009
481.00	0.010
480.00	0.010
479.00	0.011
478.00	0.011
477.00	0.011
476.00	0.011
475.00	0.012
474.00	0.012
473.00	0.013
472.00	0.013
471.00	0.014
470.00	0.014
469.00	0.015
468.00	0.015
467.00	0.015
466.00	0.016
465.00	0.016
464.00	0.016
463.00	0.017
462.00	0.018
461.00	0.018
460.00	0.019
459.00	0.019
458.00	0.019
457.00	0.019
456.00	0.020
455.00	0.021
454.00	0.021
453.00	0.021
452.00	0.022
451.00	0.023
450.00	0.024
449.00	0.023
448.00	0.024
447.00	0.024
446.00	0.025
445.00	0.025
444.00	0.026
443.00	0.025
442.00	0.026
441.00	0.027
440.00	0.026
439.00	0.028
438.00	0.028
437.00	0.028
436.00	0.028
435.00	0.028
434.00	0.029
433.00	0.029
432.00	0.029
431.00	0.029
430.00	0.029
429.00	0.030
428.00	0.030
427.00	0.030
426.00	0.031
425.00	0.031
424.00	0.031
423.00	0.031
422.00	0.031
421.00	0.031
420.00	0.031
419.00	0.031
418.00	0.031
417.00	0.031
416.00	0.031
415.00	0.031
414.00	0.031
413.00	0.031
412.00	0.030
411.00	0.030
410.00	0.030
409.00	0.031
408.00	0.030
407.00	0.029
406.00	0.029
405.00	0.029
404.00	0.028
403.00	0.028
402.00	0.028
401.00	0.027
400.00	0.027
399.00	0.027
398.00	0.027
397.00	0.026
396.00	0.026
395.00	0.025
394.00	0.025
393.00	0.025
392.00	0.025
391.00	0.025
390.00	0.023
389.00	0.022
388.00	0.022
387.00	0.023
386.00	0.022
385.00	0.022
384.00	0.021
383.00	0.021
382.00	0.020
381.00	0.020
380.00	0.021
379.00	0.021
378.00	0.022
377.00	0.021
376.00	0.020
375.00	0.021
374.00	0.020
373.00	0.020
372.00	0.022
371.00	0.022
370.00	0.021
369.00	0.022
368.00	0.022
367.00	0.022
366.00	0.024
365.00	0.022
364.00	0.024
363.00	0.024
362.00	0.025
361.00	0.025
360.00	0.026
359.00	0.027
358.00	0.026
357.00	0.025
356.00	0.021
355.00	0.022
354.00	0.025
353.00	0.027
352.00	0.030
351.00	0.029
350.00	0.030
349.00	0.032
348.00	0.030
347.00	0.030
346.00	0.032
345.00	0.033
