םל	Ïמדכ.
700.00	0.002
699.00	0.002
698.00	0.002
697.00	0.002
696.00	0.002
695.00	0.002
694.00	0.002
693.00	0.002
692.00	0.002
691.00	0.002
690.00	0.002
689.00	0.002
688.00	0.002
687.00	0.002
686.00	0.003
685.00	0.002
684.00	0.002
683.00	0.003
682.00	0.002
681.00	0.003
680.00	0.003
679.00	0.002
678.00	0.002
677.00	0.002
676.00	0.002
675.00	0.002
674.00	0.002
673.00	0.002
672.00	0.003
671.00	0.002
670.00	0.002
669.00	0.002
668.00	0.002
667.00	0.003
666.00	0.003
665.00	0.003
664.00	0.003
663.00	0.002
662.00	0.003
661.00	0.003
660.00	0.003
659.00	0.003
658.00	0.003
657.00	0.003
656.00	0.003
655.00	0.003
654.00	0.003
653.00	0.003
652.00	0.003
651.00	0.003
650.00	0.003
649.00	0.003
648.00	0.003
647.00	0.003
646.00	0.003
645.00	0.003
644.00	0.003
643.00	0.003
642.00	0.003
641.00	0.003
640.00	0.003
639.00	0.003
638.00	0.003
637.00	0.003
636.00	0.003
635.00	0.003
634.00	0.002
633.00	0.003
632.00	0.003
631.00	0.003
630.00	0.003
629.00	0.003
628.00	0.003
627.00	0.003
626.00	0.003
625.00	0.003
624.00	0.003
623.00	0.003
622.00	0.003
621.00	0.003
620.00	0.003
619.00	0.003
618.00	0.003
617.00	0.003
616.00	0.003
615.00	0.003
614.00	0.003
613.00	0.003
612.00	0.003
611.00	0.003
610.00	0.003
609.00	0.003
608.00	0.003
607.00	0.003
606.00	0.003
605.00	0.003
604.00	0.003
603.00	0.003
602.00	0.003
601.00	0.003
600.00	0.003
599.00	0.003
598.00	0.003
597.00	0.003
596.00	0.003
595.00	0.004
594.00	0.004
593.00	0.004
592.00	0.004
591.00	0.003
590.00	0.004
589.00	0.003
588.00	0.004
587.00	0.004
586.00	0.003
585.00	0.004
584.00	0.004
583.00	0.004
582.00	0.004
581.00	0.004
580.00	0.004
579.00	0.004
578.00	0.004
577.00	0.004
576.00	0.004
575.00	0.004
574.00	0.004
573.00	0.004
572.00	0.004
571.00	0.004
570.00	0.004
569.00	0.004
568.00	0.004
567.00	0.004
566.00	0.004
565.00	0.004
564.00	0.004
563.00	0.004
562.00	0.004
561.00	0.004
560.00	0.004
559.00	0.004
558.00	0.004
557.00	0.004
556.00	0.004
555.00	0.004
554.00	0.004
553.00	0.004
552.00	0.005
551.00	0.005
550.00	0.005
549.00	0.005
548.00	0.005
547.00	0.005
546.00	0.005
545.00	0.005
544.00	0.005
543.00	0.005
542.00	0.005
541.00	0.005
540.00	0.005
539.00	0.005
538.00	0.005
537.00	0.005
536.00	0.005
535.00	0.005
534.00	0.005
533.00	0.005
532.00	0.006
531.00	0.006
530.00	0.006
529.00	0.006
528.00	0.006
527.00	0.006
526.00	0.006
525.00	0.006
524.00	0.006
523.00	0.006
522.00	0.006
521.00	0.007
520.00	0.007
519.00	0.007
518.00	0.007
517.00	0.007
516.00	0.007
515.00	0.007
514.00	0.008
513.00	0.008
512.00	0.008
511.00	0.008
510.00	0.008
509.00	0.008
508.00	0.009
507.00	0.009
506.00	0.009
505.00	0.009
504.00	0.010
503.00	0.010
502.00	0.010
501.00	0.011
500.00	0.011
499.00	0.011
498.00	0.012
497.00	0.012
496.00	0.012
495.00	0.013
494.00	0.013
493.00	0.013
492.00	0.013
491.00	0.014
490.00	0.014
489.00	0.014
488.00	0.015
487.00	0.015
486.00	0.016
485.00	0.016
484.00	0.017
483.00	0.017
482.00	0.017
481.00	0.018
480.00	0.018
479.00	0.019
478.00	0.019
477.00	0.020
476.00	0.020
475.00	0.021
474.00	0.021
473.00	0.022
472.00	0.022
471.00	0.023
470.00	0.023
469.00	0.024
468.00	0.024
467.00	0.025
466.00	0.025
465.00	0.026
464.00	0.027
463.00	0.027
462.00	0.028
461.00	0.028
460.00	0.029
459.00	0.029
458.00	0.030
457.00	0.030
456.00	0.031
455.00	0.032
454.00	0.032
453.00	0.033
452.00	0.033
451.00	0.034
450.00	0.034
449.00	0.035
448.00	0.036
447.00	0.036
446.00	0.036
445.00	0.037
444.00	0.037
443.00	0.038
442.00	0.038
441.00	0.039
440.00	0.040
439.00	0.040
438.00	0.040
437.00	0.041
436.00	0.041
435.00	0.041
434.00	0.042
433.00	0.042
432.00	0.043
431.00	0.043
430.00	0.043
429.00	0.043
428.00	0.044
427.00	0.044
426.00	0.045
425.00	0.045
424.00	0.045
423.00	0.046
422.00	0.046
421.00	0.046
420.00	0.046
419.00	0.046
418.00	0.046
417.00	0.046
416.00	0.046
415.00	0.046
414.00	0.046
413.00	0.047
412.00	0.047
411.00	0.047
410.00	0.047
409.00	0.047
408.00	0.047
407.00	0.047
406.00	0.047
405.00	0.046
404.00	0.047
403.00	0.047
402.00	0.047
401.00	0.047
400.00	0.047
399.00	0.047
398.00	0.048
397.00	0.047
396.00	0.048
395.00	0.047
394.00	0.048
393.00	0.048
392.00	0.048
391.00	0.049
390.00	0.048
389.00	0.049
388.00	0.050
387.00	0.050
386.00	0.050
385.00	0.051
384.00	0.052
383.00	0.051
382.00	0.053
381.00	0.054
380.00	0.054
379.00	0.056
378.00	0.057
377.00	0.058
376.00	0.059
375.00	0.060
374.00	0.060
373.00	0.063
372.00	0.063
371.00	0.064
370.00	0.066
369.00	0.069
368.00	0.069
367.00	0.070
366.00	0.073
365.00	0.073
364.00	0.077
363.00	0.079
362.00	0.080
361.00	0.082
360.00	0.085
359.00	0.084
358.00	0.090
357.00	0.089
356.00	0.097
355.00	0.095
354.00	0.097
353.00	0.104
352.00	0.104
351.00	0.106
350.00	0.109
349.00	0.112
348.00	0.113
347.00	0.115
346.00	0.121
345.00	0.118
