םל	Ïמדכ.
700.00	0.005
699.00	0.005
698.00	0.005
697.00	0.004
696.00	0.005
695.00	0.005
694.00	0.005
693.00	0.005
692.00	0.005
691.00	0.004
690.00	0.004
689.00	0.004
688.00	0.004
687.00	0.004
686.00	0.004
685.00	0.004
684.00	0.004
683.00	0.004
682.00	0.004
681.00	0.004
680.00	0.004
679.00	0.004
678.00	0.004
677.00	0.004
676.00	0.004
675.00	0.004
674.00	0.004
673.00	0.005
672.00	0.005
671.00	0.005
670.00	0.005
669.00	0.006
668.00	0.007
667.00	0.006
666.00	0.006
665.00	0.006
664.00	0.006
663.00	0.006
662.00	0.006
661.00	0.006
660.00	0.006
659.00	0.006
658.00	0.006
657.00	0.006
656.00	0.006
655.00	0.006
654.00	0.006
653.00	0.006
652.00	0.006
651.00	0.006
650.00	0.006
649.00	0.006
648.00	0.006
647.00	0.006
646.00	0.006
645.00	0.006
644.00	0.006
643.00	0.006
642.00	0.006
641.00	0.006
640.00	0.006
639.00	0.006
638.00	0.006
637.00	0.006
636.00	0.006
635.00	0.006
634.00	0.006
633.00	0.006
632.00	0.006
631.00	0.006
630.00	0.006
629.00	0.006
628.00	0.006
627.00	0.006
626.00	0.006
625.00	0.006
624.00	0.006
623.00	0.006
622.00	0.006
621.00	0.006
620.00	0.007
619.00	0.006
618.00	0.006
617.00	0.007
616.00	0.007
615.00	0.007
614.00	0.007
613.00	0.007
612.00	0.007
611.00	0.007
610.00	0.007
609.00	0.007
608.00	0.007
607.00	0.007
606.00	0.007
605.00	0.007
604.00	0.007
603.00	0.007
602.00	0.007
601.00	0.007
600.00	0.007
599.00	0.007
598.00	0.007
597.00	0.007
596.00	0.007
595.00	0.007
594.00	0.007
593.00	0.007
592.00	0.007
591.00	0.007
590.00	0.007
589.00	0.007
588.00	0.007
587.00	0.007
586.00	0.007
585.00	0.007
584.00	0.007
583.00	0.007
582.00	0.007
581.00	0.007
580.00	0.007
579.00	0.007
578.00	0.007
577.00	0.007
576.00	0.007
575.00	0.007
574.00	0.007
573.00	0.007
572.00	0.007
571.00	0.007
570.00	0.007
569.00	0.008
568.00	0.007
567.00	0.007
566.00	0.007
565.00	0.007
564.00	0.007
563.00	0.007
562.00	0.007
561.00	0.007
560.00	0.008
559.00	0.008
558.00	0.008
557.00	0.008
556.00	0.008
555.00	0.008
554.00	0.008
553.00	0.008
552.00	0.008
551.00	0.008
550.00	0.008
549.00	0.008
548.00	0.008
547.00	0.008
546.00	0.008
545.00	0.008
544.00	0.008
543.00	0.008
542.00	0.008
541.00	0.008
540.00	0.008
539.00	0.008
538.00	0.008
537.00	0.008
536.00	0.008
535.00	0.008
534.00	0.008
533.00	0.008
532.00	0.008
531.00	0.008
530.00	0.008
529.00	0.009
528.00	0.008
527.00	0.009
526.00	0.009
525.00	0.009
524.00	0.008
523.00	0.009
522.00	0.009
521.00	0.009
520.00	0.009
519.00	0.009
518.00	0.009
517.00	0.009
516.00	0.009
515.00	0.009
514.00	0.010
513.00	0.009
512.00	0.009
511.00	0.010
510.00	0.010
509.00	0.010
508.00	0.010
507.00	0.010
506.00	0.010
505.00	0.010
504.00	0.010
503.00	0.011
502.00	0.011
501.00	0.011
500.00	0.011
499.00	0.011
498.00	0.011
497.00	0.012
496.00	0.012
495.00	0.012
494.00	0.012
493.00	0.012
492.00	0.012
491.00	0.013
490.00	0.013
489.00	0.014
488.00	0.013
487.00	0.014
486.00	0.013
485.00	0.014
484.00	0.015
483.00	0.015
482.00	0.015
481.00	0.015
480.00	0.016
479.00	0.016
478.00	0.017
477.00	0.017
476.00	0.017
475.00	0.017
474.00	0.018
473.00	0.019
472.00	0.019
471.00	0.019
470.00	0.019
469.00	0.020
468.00	0.021
467.00	0.021
466.00	0.021
465.00	0.022
464.00	0.022
463.00	0.023
462.00	0.024
461.00	0.024
460.00	0.024
