םל	Ïמדכ.
700.00	0.002
699.00	0.002
698.00	0.002
697.00	0.002
696.00	0.002
695.00	0.002
694.00	0.002
693.00	0.002
692.00	0.002
691.00	0.002
690.00	0.002
689.00	0.002
688.00	0.001
687.00	0.001
686.00	0.001
685.00	0.001
684.00	0.001
683.00	0.001
682.00	0.001
681.00	0.001
680.00	0.001
679.00	0.001
678.00	0.001
677.00	0.001
676.00	0.001
675.00	0.001
674.00	0.001
673.00	0.002
672.00	0.002
671.00	0.003
670.00	0.003
669.00	0.003
668.00	0.003
667.00	0.004
666.00	0.003
665.00	0.003
664.00	0.003
663.00	0.003
662.00	0.003
661.00	0.003
660.00	0.003
659.00	0.003
658.00	0.003
657.00	0.003
656.00	0.003
655.00	0.003
654.00	0.003
653.00	0.003
652.00	0.003
651.00	0.003
650.00	0.003
649.00	0.003
648.00	0.003
647.00	0.002
646.00	0.003
645.00	0.003
644.00	0.003
643.00	0.003
642.00	0.003
641.00	0.003
640.00	0.003
639.00	0.003
638.00	0.002
637.00	0.003
636.00	0.003
635.00	0.003
634.00	0.003
633.00	0.003
632.00	0.003
631.00	0.003
630.00	0.003
629.00	0.003
628.00	0.003
627.00	0.003
626.00	0.003
625.00	0.003
624.00	0.003
623.00	0.003
622.00	0.003
621.00	0.003
620.00	0.003
619.00	0.003
618.00	0.003
617.00	0.003
616.00	0.003
615.00	0.003
614.00	0.003
613.00	0.003
612.00	0.003
611.00	0.003
610.00	0.003
609.00	0.003
608.00	0.003
607.00	0.003
606.00	0.003
605.00	0.003
604.00	0.003
603.00	0.003
602.00	0.003
601.00	0.003
600.00	0.003
599.00	0.003
598.00	0.003
597.00	0.003
596.00	0.003
595.00	0.003
594.00	0.003
593.00	0.003
592.00	0.003
591.00	0.003
590.00	0.003
589.00	0.003
588.00	0.003
587.00	0.003
586.00	0.003
585.00	0.003
584.00	0.003
583.00	0.003
582.00	0.003
581.00	0.003
580.00	0.003
579.00	0.003
578.00	0.003
577.00	0.003
576.00	0.003
575.00	0.003
574.00	0.003
573.00	0.003
572.00	0.003
571.00	0.003
570.00	0.003
569.00	0.003
568.00	0.003
567.00	0.004
566.00	0.003
565.00	0.003
564.00	0.003
563.00	0.003
562.00	0.003
561.00	0.003
560.00	0.004
559.00	0.003
558.00	0.003
557.00	0.004
556.00	0.004
555.00	0.004
554.00	0.004
553.00	0.003
552.00	0.003
551.00	0.004
550.00	0.004
549.00	0.004
548.00	0.004
547.00	0.004
546.00	0.004
545.00	0.004
544.00	0.004
543.00	0.004
542.00	0.004
541.00	0.004
540.00	0.004
539.00	0.004
538.00	0.004
537.00	0.004
536.00	0.004
535.00	0.004
534.00	0.004
533.00	0.004
532.00	0.004
531.00	0.004
530.00	0.004
529.00	0.004
528.00	0.004
527.00	0.004
526.00	0.004
525.00	0.004
524.00	0.004
523.00	0.005
522.00	0.004
521.00	0.005
520.00	0.005
519.00	0.005
518.00	0.005
517.00	0.005
516.00	0.005
515.00	0.005
514.00	0.006
513.00	0.006
512.00	0.005
511.00	0.006
510.00	0.006
509.00	0.006
508.00	0.006
507.00	0.007
506.00	0.007
505.00	0.007
504.00	0.007
503.00	0.007
502.00	0.007
501.00	0.008
500.00	0.008
499.00	0.008
498.00	0.008
497.00	0.009
496.00	0.009
495.00	0.009
494.00	0.009
493.00	0.009
492.00	0.010
491.00	0.010
490.00	0.010
489.00	0.011
488.00	0.011
487.00	0.012
486.00	0.012
485.00	0.012
484.00	0.013
483.00	0.013
482.00	0.014
481.00	0.014
480.00	0.014
479.00	0.014
478.00	0.015
477.00	0.015
476.00	0.016
475.00	0.016
474.00	0.017
473.00	0.018
472.00	0.018
471.00	0.018
470.00	0.019
469.00	0.020
468.00	0.020
467.00	0.020
466.00	0.021
465.00	0.021
464.00	0.022
463.00	0.023
462.00	0.023
461.00	0.024
460.00	0.025
459.00	0.025
458.00	0.025
457.00	0.026
456.00	0.027
455.00	0.027
454.00	0.028
453.00	0.028
452.00	0.029
451.00	0.030
450.00	0.030
449.00	0.030
448.00	0.031
447.00	0.031
446.00	0.032
445.00	0.032
444.00	0.033
443.00	0.033
442.00	0.033
441.00	0.034
440.00	0.034
439.00	0.035
438.00	0.035
437.00	0.036
436.00	0.036
435.00	0.036
434.00	0.036
433.00	0.037
432.00	0.037
431.00	0.037
430.00	0.037
429.00	0.038
428.00	0.039
427.00	0.038
426.00	0.039
425.00	0.039
424.00	0.039
423.00	0.039
422.00	0.040
421.00	0.040
420.00	0.040
419.00	0.040
418.00	0.040
417.00	0.040
416.00	0.040
415.00	0.040
414.00	0.041
413.00	0.040
412.00	0.040
411.00	0.040
410.00	0.040
409.00	0.040
408.00	0.040
407.00	0.039
406.00	0.040
405.00	0.040
404.00	0.039
403.00	0.039
402.00	0.039
401.00	0.039
400.00	0.039
399.00	0.038
398.00	0.039
397.00	0.038
396.00	0.038
395.00	0.039
394.00	0.038
393.00	0.038
392.00	0.038
391.00	0.038
390.00	0.038
389.00	0.038
388.00	0.038
387.00	0.039
386.00	0.039
385.00	0.038
384.00	0.040
383.00	0.039
382.00	0.039
381.00	0.041
380.00	0.042
379.00	0.042
378.00	0.044
377.00	0.044
376.00	0.043
375.00	0.044
374.00	0.045
373.00	0.047
372.00	0.047
371.00	0.049
370.00	0.048
369.00	0.050
368.00	0.052
367.00	0.052
366.00	0.054
365.00	0.055
364.00	0.058
363.00	0.058
362.00	0.059
361.00	0.062
360.00	0.063
359.00	0.062
358.00	0.066
357.00	0.064
356.00	0.066
355.00	0.073
354.00	0.071
353.00	0.071
352.00	0.077
351.00	0.075
350.00	0.075
349.00	0.083
348.00	0.083
347.00	0.084
346.00	0.088
345.00	0.087
