םל	Ïמדכ.
700.00	0.006
699.00	0.006
698.00	0.006
697.00	0.006
696.00	0.006
695.00	0.006
694.00	0.006
693.00	0.006
692.00	0.006
691.00	0.006
690.00	0.006
689.00	0.006
688.00	0.006
687.00	0.005
686.00	0.006
685.00	0.005
684.00	0.005
683.00	0.005
682.00	0.005
681.00	0.005
680.00	0.005
679.00	0.005
678.00	0.005
677.00	0.005
676.00	0.005
675.00	0.005
674.00	0.005
673.00	0.006
672.00	0.006
671.00	0.007
670.00	0.007
669.00	0.007
668.00	0.007
667.00	0.007
666.00	0.007
665.00	0.007
664.00	0.007
663.00	0.007
662.00	0.007
661.00	0.007
660.00	0.007
659.00	0.007
658.00	0.007
657.00	0.007
656.00	0.007
655.00	0.007
654.00	0.007
653.00	0.007
652.00	0.007
651.00	0.007
650.00	0.007
649.00	0.007
648.00	0.007
647.00	0.006
646.00	0.007
645.00	0.007
644.00	0.007
643.00	0.006
642.00	0.007
641.00	0.007
640.00	0.007
639.00	0.007
638.00	0.006
637.00	0.006
636.00	0.006
635.00	0.007
634.00	0.007
633.00	0.007
632.00	0.007
631.00	0.006
630.00	0.007
629.00	0.007
628.00	0.007
627.00	0.007
626.00	0.007
625.00	0.007
624.00	0.007
623.00	0.007
622.00	0.007
621.00	0.007
620.00	0.007
619.00	0.007
618.00	0.007
617.00	0.007
616.00	0.007
615.00	0.007
614.00	0.007
613.00	0.007
612.00	0.007
611.00	0.007
610.00	0.007
609.00	0.007
608.00	0.007
607.00	0.007
606.00	0.007
605.00	0.007
604.00	0.007
603.00	0.007
602.00	0.007
601.00	0.007
600.00	0.007
599.00	0.007
598.00	0.007
597.00	0.007
596.00	0.007
595.00	0.007
594.00	0.007
593.00	0.007
592.00	0.007
591.00	0.007
590.00	0.007
589.00	0.007
588.00	0.007
587.00	0.007
586.00	0.007
585.00	0.007
584.00	0.007
583.00	0.007
582.00	0.007
581.00	0.007
580.00	0.007
579.00	0.007
578.00	0.007
577.00	0.007
576.00	0.007
575.00	0.007
574.00	0.007
573.00	0.007
572.00	0.007
571.00	0.008
570.00	0.007
569.00	0.008
568.00	0.007
567.00	0.007
566.00	0.007
565.00	0.007
564.00	0.007
563.00	0.007
562.00	0.007
561.00	0.008
560.00	0.008
559.00	0.008
558.00	0.008
557.00	0.008
556.00	0.008
555.00	0.008
554.00	0.007
553.00	0.008
552.00	0.008
551.00	0.008
550.00	0.008
549.00	0.008
548.00	0.008
547.00	0.008
546.00	0.008
545.00	0.008
544.00	0.008
543.00	0.008
542.00	0.008
541.00	0.008
540.00	0.008
539.00	0.008
538.00	0.008
537.00	0.008
536.00	0.008
535.00	0.009
534.00	0.009
533.00	0.008
532.00	0.009
531.00	0.008
530.00	0.008
529.00	0.008
528.00	0.009
527.00	0.009
526.00	0.009
525.00	0.009
524.00	0.009
523.00	0.009
522.00	0.009
521.00	0.009
520.00	0.010
519.00	0.010
518.00	0.010
517.00	0.010
516.00	0.010
515.00	0.010
514.00	0.010
513.00	0.010
512.00	0.010
511.00	0.011
510.00	0.011
509.00	0.011
508.00	0.011
507.00	0.012
506.00	0.012
505.00	0.012
504.00	0.012
503.00	0.012
502.00	0.012
501.00	0.012
500.00	0.013
499.00	0.013
498.00	0.013
497.00	0.014
496.00	0.014
495.00	0.014
494.00	0.014
493.00	0.015
492.00	0.015
491.00	0.016
490.00	0.016
489.00	0.016
488.00	0.016
487.00	0.017
486.00	0.017
485.00	0.018
484.00	0.018
483.00	0.018
482.00	0.019
481.00	0.019
480.00	0.020
479.00	0.020
478.00	0.021
477.00	0.021
476.00	0.021
475.00	0.022
474.00	0.022
473.00	0.023
472.00	0.023
471.00	0.024
470.00	0.024
469.00	0.025
468.00	0.026
467.00	0.026
466.00	0.027
465.00	0.027
464.00	0.027
463.00	0.028
462.00	0.029
461.00	0.029
460.00	0.030
459.00	0.031
458.00	0.031
457.00	0.032
456.00	0.033
455.00	0.033
454.00	0.034
453.00	0.034
452.00	0.035
451.00	0.035
450.00	0.036
449.00	0.036
448.00	0.037
447.00	0.038
446.00	0.038
445.00	0.038
444.00	0.038
443.00	0.038
442.00	0.039
441.00	0.040
440.00	0.040
439.00	0.040
438.00	0.041
437.00	0.042
436.00	0.042
435.00	0.042
434.00	0.042
433.00	0.043
432.00	0.043
431.00	0.043
430.00	0.043
429.00	0.044
428.00	0.045
427.00	0.045
426.00	0.045
425.00	0.045
424.00	0.045
423.00	0.045
422.00	0.046
421.00	0.046
420.00	0.046
419.00	0.046
418.00	0.046
417.00	0.046
416.00	0.046
415.00	0.046
414.00	0.047
413.00	0.046
412.00	0.046
411.00	0.046
410.00	0.046
409.00	0.047
408.00	0.046
407.00	0.046
406.00	0.046
405.00	0.046
404.00	0.046
403.00	0.046
402.00	0.047
401.00	0.047
400.00	0.046
399.00	0.046
398.00	0.046
397.00	0.046
396.00	0.046
395.00	0.046
394.00	0.047
393.00	0.046
392.00	0.046
391.00	0.047
390.00	0.046
389.00	0.047
388.00	0.047
387.00	0.047
386.00	0.048
