םל	Ïמדכ.
700.00	0.002
699.00	0.002
698.00	0.002
697.00	0.001
696.00	0.001
695.00	0.002
694.00	0.001
693.00	0.001
692.00	0.001
691.00	0.001
690.00	0.001
689.00	0.001
688.00	0.001
687.00	0.001
686.00	0.001
685.00	0.001
684.00	0.001
683.00	0.001
682.00	0.001
681.00	0.001
680.00	0.001
679.00	0.001
678.00	0.001
677.00	0.001
676.00	0.001
675.00	0.001
674.00	0.001
673.00	0.002
672.00	0.002
671.00	0.002
670.00	0.002
669.00	0.002
668.00	0.003
667.00	0.003
666.00	0.003
665.00	0.003
664.00	0.003
663.00	0.003
662.00	0.003
661.00	0.003
660.00	0.002
659.00	0.002
658.00	0.003
657.00	0.003
656.00	0.003
655.00	0.003
654.00	0.002
653.00	0.002
652.00	0.003
651.00	0.003
650.00	0.002
649.00	0.002
648.00	0.002
647.00	0.002
646.00	0.003
645.00	0.002
644.00	0.003
643.00	0.002
642.00	0.002
641.00	0.003
640.00	0.003
639.00	0.002
638.00	0.002
637.00	0.002
636.00	0.002
635.00	0.003
634.00	0.003
633.00	0.002
632.00	0.003
631.00	0.002
630.00	0.002
629.00	0.003
628.00	0.002
627.00	0.003
626.00	0.002
625.00	0.003
624.00	0.003
623.00	0.003
622.00	0.003
621.00	0.002
620.00	0.003
619.00	0.003
618.00	0.003
617.00	0.003
616.00	0.003
615.00	0.002
614.00	0.003
613.00	0.003
612.00	0.003
611.00	0.003
610.00	0.002
609.00	0.003
608.00	0.003
607.00	0.003
606.00	0.003
605.00	0.003
604.00	0.003
603.00	0.003
602.00	0.003
601.00	0.003
600.00	0.003
599.00	0.003
598.00	0.003
597.00	0.003
596.00	0.003
595.00	0.003
594.00	0.003
593.00	0.003
592.00	0.003
591.00	0.003
590.00	0.003
589.00	0.003
588.00	0.003
587.00	0.003
586.00	0.003
585.00	0.003
584.00	0.003
583.00	0.003
582.00	0.003
581.00	0.003
580.00	0.003
579.00	0.003
578.00	0.003
577.00	0.003
576.00	0.003
575.00	0.003
574.00	0.003
573.00	0.003
572.00	0.003
571.00	0.003
570.00	0.003
569.00	0.003
568.00	0.003
567.00	0.003
566.00	0.003
565.00	0.003
564.00	0.003
563.00	0.003
562.00	0.003
561.00	0.003
560.00	0.004
559.00	0.003
558.00	0.003
557.00	0.004
556.00	0.004
555.00	0.004
554.00	0.003
553.00	0.003
552.00	0.003
551.00	0.003
550.00	0.003
549.00	0.004
548.00	0.003
547.00	0.004
546.00	0.004
545.00	0.004
544.00	0.003
543.00	0.004
542.00	0.004
541.00	0.004
540.00	0.004
539.00	0.004
538.00	0.004
537.00	0.004
536.00	0.004
535.00	0.004
534.00	0.004
533.00	0.004
532.00	0.004
531.00	0.004
530.00	0.004
529.00	0.004
528.00	0.004
527.00	0.004
526.00	0.004
525.00	0.004
524.00	0.004
523.00	0.004
522.00	0.005
521.00	0.005
520.00	0.005
519.00	0.005
518.00	0.005
517.00	0.005
516.00	0.005
515.00	0.005
514.00	0.005
513.00	0.005
512.00	0.005
511.00	0.005
510.00	0.005
509.00	0.006
508.00	0.005
507.00	0.006
506.00	0.006
505.00	0.006
504.00	0.006
503.00	0.007
502.00	0.006
501.00	0.007
500.00	0.007
499.00	0.007
498.00	0.007
497.00	0.008
496.00	0.008
495.00	0.008
494.00	0.008
493.00	0.008
492.00	0.009
491.00	0.009
490.00	0.009
489.00	0.009
488.00	0.010
487.00	0.010
486.00	0.010
485.00	0.010
484.00	0.011
483.00	0.011
482.00	0.011
481.00	0.012
480.00	0.012
479.00	0.012
478.00	0.013
477.00	0.013
476.00	0.014
475.00	0.014
474.00	0.014
473.00	0.015
472.00	0.015
471.00	0.015
470.00	0.016
469.00	0.017
468.00	0.017
467.00	0.018
466.00	0.018
465.00	0.018
464.00	0.019
463.00	0.019
462.00	0.020
461.00	0.020
460.00	0.021
459.00	0.021
458.00	0.022
457.00	0.022
456.00	0.023
455.00	0.024
454.00	0.024
453.00	0.024
452.00	0.025
451.00	0.025
450.00	0.026
449.00	0.026
448.00	0.027
447.00	0.027
446.00	0.027
445.00	0.028
444.00	0.029
443.00	0.028
442.00	0.029
441.00	0.030
440.00	0.029
439.00	0.030
438.00	0.031
437.00	0.031
436.00	0.031
435.00	0.032
434.00	0.032
433.00	0.032
432.00	0.033
431.00	0.032
430.00	0.033
429.00	0.033
428.00	0.034
427.00	0.034
426.00	0.034
425.00	0.034
424.00	0.034
423.00	0.034
422.00	0.035
421.00	0.035
420.00	0.035
419.00	0.035
418.00	0.034
417.00	0.035
416.00	0.035
415.00	0.034
414.00	0.035
413.00	0.035
412.00	0.034
411.00	0.034
410.00	0.035
409.00	0.034
408.00	0.034
407.00	0.034
406.00	0.033
405.00	0.033
404.00	0.033
403.00	0.033
402.00	0.032
401.00	0.032
400.00	0.032
399.00	0.031
398.00	0.032
397.00	0.031
396.00	0.030
395.00	0.031
394.00	0.030
393.00	0.029
392.00	0.030
391.00	0.030
390.00	0.029
389.00	0.028
388.00	0.029
387.00	0.028
386.00	0.028
385.00	0.028
384.00	0.027
383.00	0.028
382.00	0.028
381.00	0.028
380.00	0.028
379.00	0.028
378.00	0.029
377.00	0.029
376.00	0.029
375.00	0.029
374.00	0.030
373.00	0.029
372.00	0.031
371.00	0.032
370.00	0.031
369.00	0.033
368.00	0.032
367.00	0.033
366.00	0.035
365.00	0.034
364.00	0.037
363.00	0.036
362.00	0.037
361.00	0.039
360.00	0.039
359.00	0.043
358.00	0.040
357.00	0.037
356.00	0.041
355.00	0.041
354.00	0.040
353.00	0.044
352.00	0.050
351.00	0.047
350.00	0.045
349.00	0.050
348.00	0.051
347.00	0.048
346.00	0.053
345.00	0.054
