םל	Ïמדכ.
700.00	0.003
699.00	0.003
698.00	0.003
697.00	0.003
696.00	0.003
695.00	0.003
694.00	0.003
693.00	0.003
692.00	0.003
691.00	0.003
690.00	0.003
689.00	0.003
688.00	0.003
687.00	0.003
686.00	0.003
685.00	0.003
684.00	0.003
683.00	0.003
682.00	0.003
681.00	0.003
680.00	0.003
679.00	0.003
678.00	0.003
677.00	0.003
676.00	0.002
675.00	0.003
674.00	0.003
673.00	0.004
672.00	0.004
671.00	0.004
670.00	0.004
669.00	0.004
668.00	0.005
667.00	0.005
666.00	0.005
665.00	0.005
664.00	0.005
663.00	0.005
662.00	0.004
661.00	0.005
660.00	0.004
659.00	0.004
658.00	0.005
657.00	0.005
656.00	0.005
655.00	0.004
654.00	0.004
653.00	0.004
652.00	0.005
651.00	0.005
650.00	0.004
649.00	0.005
648.00	0.004
647.00	0.004
646.00	0.005
645.00	0.005
644.00	0.005
643.00	0.005
642.00	0.004
641.00	0.005
640.00	0.005
639.00	0.005
638.00	0.004
637.00	0.005
636.00	0.004
635.00	0.005
634.00	0.005
633.00	0.005
632.00	0.005
631.00	0.005
630.00	0.005
629.00	0.005
628.00	0.005
627.00	0.005
626.00	0.005
625.00	0.005
624.00	0.005
623.00	0.005
622.00	0.005
621.00	0.005
620.00	0.005
619.00	0.005
618.00	0.005
617.00	0.005
616.00	0.005
615.00	0.005
614.00	0.005
613.00	0.005
612.00	0.005
611.00	0.005
610.00	0.005
609.00	0.005
608.00	0.005
607.00	0.005
606.00	0.005
605.00	0.005
604.00	0.005
603.00	0.005
602.00	0.005
601.00	0.005
600.00	0.005
599.00	0.005
598.00	0.005
597.00	0.006
596.00	0.005
595.00	0.005
594.00	0.006
593.00	0.006
592.00	0.005
591.00	0.006
590.00	0.005
589.00	0.006
588.00	0.006
587.00	0.006
586.00	0.006
585.00	0.006
584.00	0.006
583.00	0.006
582.00	0.006
581.00	0.006
580.00	0.006
579.00	0.006
578.00	0.006
577.00	0.006
576.00	0.006
575.00	0.006
574.00	0.006
573.00	0.006
572.00	0.006
571.00	0.006
570.00	0.006
569.00	0.006
568.00	0.006
567.00	0.006
566.00	0.006
565.00	0.006
564.00	0.006
563.00	0.006
562.00	0.006
561.00	0.006
560.00	0.007
559.00	0.006
558.00	0.006
557.00	0.007
556.00	0.007
555.00	0.006
554.00	0.007
553.00	0.006
552.00	0.006
551.00	0.007
550.00	0.007
549.00	0.006
548.00	0.007
547.00	0.007
546.00	0.006
545.00	0.007
544.00	0.006
543.00	0.007
542.00	0.007
541.00	0.007
540.00	0.007
539.00	0.007
538.00	0.007
537.00	0.007
536.00	0.007
535.00	0.007
534.00	0.007
533.00	0.007
532.00	0.007
531.00	0.007
530.00	0.007
529.00	0.007
528.00	0.007
527.00	0.007
526.00	0.007
525.00	0.007
524.00	0.007
523.00	0.007
522.00	0.007
521.00	0.008
520.00	0.008
519.00	0.008
518.00	0.008
517.00	0.008
516.00	0.008
515.00	0.008
514.00	0.008
513.00	0.008
512.00	0.008
511.00	0.009
510.00	0.008
509.00	0.008
508.00	0.009
507.00	0.009
506.00	0.009
505.00	0.009
504.00	0.009
503.00	0.010
502.00	0.009
501.00	0.010
500.00	0.010
499.00	0.010
498.00	0.010
497.00	0.011
496.00	0.011
495.00	0.011
494.00	0.011
493.00	0.011
492.00	0.012
491.00	0.012
490.00	0.012
489.00	0.013
488.00	0.013
487.00	0.013
486.00	0.013
485.00	0.014
484.00	0.014
483.00	0.014
482.00	0.015
481.00	0.015
480.00	0.016
479.00	0.016
478.00	0.016
477.00	0.017
476.00	0.017
475.00	0.017
474.00	0.018
473.00	0.018
472.00	0.019
471.00	0.019
470.00	0.020
469.00	0.021
468.00	0.021
467.00	0.021
466.00	0.022
465.00	0.022
464.00	0.022
463.00	0.023
462.00	0.024
461.00	0.024
460.00	0.025
459.00	0.025
458.00	0.026
457.00	0.026
456.00	0.027
455.00	0.028
454.00	0.028
453.00	0.028
452.00	0.029
451.00	0.029
450.00	0.030
449.00	0.030
448.00	0.031
447.00	0.032
446.00	0.032
445.00	0.032
444.00	0.033
443.00	0.032
442.00	0.033
441.00	0.033
440.00	0.034
439.00	0.034
438.00	0.035
437.00	0.035
436.00	0.036
435.00	0.036
434.00	0.036
433.00	0.036
432.00	0.037
431.00	0.037
430.00	0.037
429.00	0.038
428.00	0.038
427.00	0.038
426.00	0.038
425.00	0.038
424.00	0.039
423.00	0.039
422.00	0.039
421.00	0.039
420.00	0.039
419.00	0.039
418.00	0.039
417.00	0.039
416.00	0.039
415.00	0.039
414.00	0.040
413.00	0.039
412.00	0.039
411.00	0.039
410.00	0.039
409.00	0.039
408.00	0.039
407.00	0.038
406.00	0.038
405.00	0.039
404.00	0.038
403.00	0.038
402.00	0.038
401.00	0.037
400.00	0.037
399.00	0.037
398.00	0.037
397.00	0.038
396.00	0.036
395.00	0.036
394.00	0.037
393.00	0.037
392.00	0.036
391.00	0.036
390.00	0.036
389.00	0.035
388.00	0.036
387.00	0.037
386.00	0.036
385.00	0.036
384.00	0.036
383.00	0.036
382.00	0.036
381.00	0.037
380.00	0.038
379.00	0.038
378.00	0.039
377.00	0.040
376.00	0.039
375.00	0.040
374.00	0.041
373.00	0.041
372.00	0.042
371.00	0.043
370.00	0.044
369.00	0.046
368.00	0.045
367.00	0.046
366.00	0.048
365.00	0.050
364.00	0.050
363.00	0.051
362.00	0.053
361.00	0.052
360.00	0.055
359.00	0.054
358.00	0.058
357.00	0.059
356.00	0.056
355.00	0.057
354.00	0.061
353.00	0.063
352.00	0.064
351.00	0.067
350.00	0.069
349.00	0.070
348.00	0.070
347.00	0.076
346.00	0.075
345.00	0.075
344.00	0.080
343.00	0.077
342.00	0.076
341.00	0.082
340.00	0.082
339.00	0.083
338.00	0.088
337.00	0.089
336.00	0.090
335.00	0.093
334.00	0.093
333.00	0.094
332.00	0.098
331.00	0.096
330.00	0.100
329.00	0.104
328.00	0.104
327.00	0.107
326.00	0.110
325.00	0.111
324.00	0.114
323.00	0.115
322.00	0.116
321.00	0.122
320.00	0.122
319.00	0.122
318.00	0.127
317.00	0.128
316.00	0.128
315.00	0.131
314.00	0.133
313.00	0.136
312.00	0.140
311.00	0.140
310.00	0.144
309.00	0.150
308.00	0.149
307.00	0.153
306.00	0.155
305.00	0.158
304.00	0.162
303.00	0.162
302.00	0.165
301.00	0.171
300.00	0.174
299.00	0.178
298.00	0.182
297.00	0.185
296.00	0.189
295.00	0.191
294.00	0.195
293.00	0.199
292.00	0.204
291.00	0.206
290.00	0.214
289.00	0.220
288.00	0.224
287.00	0.230
286.00	0.235
285.00	0.241
284.00	0.248
283.00	0.249
282.00	0.257
281.00	0.263
280.00	0.270
279.00	0.281
278.00	0.288
277.00	0.296
276.00	0.304
275.00	0.312
274.00	0.322
273.00	0.330
272.00	0.337
271.00	0.346
270.00	0.355
269.00	0.364
268.00	0.376
267.00	0.386
266.00	0.398
265.00	0.410
264.00	0.422
263.00	0.435
262.00	0.447
261.00	0.460
260.00	0.474
259.00	0.486
258.00	0.495
257.00	0.508
256.00	0.523
255.00	0.537
254.00	0.547
253.00	0.560
252.00	0.572
251.00	0.582
250.00	0.591
249.00	0.599
248.00	0.608
247.00	0.616
246.00	0.622
245.00	0.629
244.00	0.633
243.00	0.640
242.00	0.646
241.00	0.651
240.00	0.655
239.00	0.659
238.00	0.663
237.00	0.669
236.00	0.676
235.00	0.683
234.00	0.690
233.00	0.694
232.00	0.704
231.00	0.716
230.00	0.733
229.00	0.754
228.00	0.776
227.00	0.796
226.00	0.820
225.00	0.831
224.00	0.850
223.00	0.709
222.00	0.528
221.00	0.414
220.00	0.351
219.00	0.335
218.00	0.304
217.00	0.289
216.00	0.220
215.00	0.249
214.00	0.188
213.00	0.186
212.00	0.182
211.00	0.117
210.00	0.177
209.00	0.129
208.00	0.110
207.00	0.105
206.00	0.060
205.00	0.089
204.00	0.001
203.00	0.142
202.00	-0.001
201.00	0.014
200.00	0.014
