םל	Ïמדכ.
700.00	0.001
699.00	0.001
698.00	0.001
697.00	0.001
696.00	0.001
695.00	0.001
694.00	0.001
693.00	0.001
692.00	0.001
691.00	0.001
690.00	0.001
689.00	0.001
688.00	0.001
687.00	0.001
686.00	0.001
685.00	0.001
684.00	0.001
683.00	0.001
682.00	0.001
681.00	0.001
680.00	0.001
679.00	0.001
678.00	0.001
677.00	0.001
676.00	0.001
675.00	0.001
674.00	0.001
673.00	0.001
672.00	0.002
671.00	0.002
670.00	0.002
669.00	0.002
668.00	0.003
667.00	0.003
666.00	0.003
665.00	0.003
664.00	0.003
663.00	0.003
662.00	0.003
661.00	0.003
660.00	0.002
659.00	0.002
658.00	0.002
657.00	0.003
656.00	0.002
655.00	0.002
654.00	0.002
653.00	0.002
652.00	0.002
651.00	0.002
650.00	0.002
649.00	0.002
648.00	0.002
647.00	0.002
646.00	0.002
645.00	0.002
644.00	0.003
643.00	0.003
642.00	0.002
641.00	0.003
640.00	0.002
639.00	0.002
638.00	0.002
637.00	0.002
636.00	0.002
635.00	0.003
634.00	0.003
633.00	0.003
632.00	0.003
631.00	0.002
630.00	0.003
629.00	0.003
628.00	0.003
627.00	0.003
626.00	0.003
625.00	0.003
624.00	0.003
623.00	0.003
622.00	0.003
621.00	0.003
620.00	0.003
619.00	0.003
618.00	0.003
617.00	0.003
616.00	0.003
615.00	0.003
614.00	0.003
613.00	0.003
612.00	0.003
611.00	0.003
610.00	0.003
609.00	0.003
608.00	0.003
607.00	0.003
606.00	0.003
605.00	0.003
604.00	0.003
603.00	0.003
602.00	0.003
601.00	0.003
600.00	0.003
599.00	0.003
598.00	0.003
597.00	0.003
596.00	0.003
595.00	0.003
594.00	0.003
593.00	0.003
592.00	0.003
591.00	0.004
590.00	0.003
589.00	0.003
588.00	0.004
587.00	0.003
586.00	0.003
585.00	0.003
584.00	0.004
583.00	0.003
582.00	0.003
581.00	0.003
580.00	0.003
579.00	0.003
578.00	0.004
577.00	0.004
576.00	0.004
575.00	0.003
574.00	0.004
573.00	0.004
572.00	0.004
571.00	0.004
570.00	0.004
569.00	0.004
568.00	0.004
567.00	0.004
566.00	0.004
565.00	0.004
564.00	0.004
563.00	0.004
562.00	0.004
561.00	0.004
560.00	0.004
559.00	0.004
558.00	0.004
557.00	0.004
556.00	0.004
555.00	0.004
554.00	0.004
553.00	0.004
552.00	0.004
551.00	0.004
550.00	0.004
