םל	Ïמדכ.
700.00	0.002
699.00	0.002
698.00	0.002
697.00	0.002
696.00	0.002
695.00	0.002
694.00	0.002
693.00	0.002
692.00	0.002
691.00	0.002
690.00	0.002
689.00	0.002
688.00	0.002
687.00	0.002
686.00	0.002
685.00	0.002
684.00	0.002
683.00	0.002
682.00	0.002
681.00	0.002
680.00	0.002
679.00	0.002
678.00	0.002
677.00	0.002
676.00	0.002
675.00	0.002
674.00	0.002
673.00	0.003
672.00	0.003
671.00	0.003
670.00	0.003
669.00	0.003
668.00	0.004
667.00	0.004
666.00	0.004
665.00	0.004
664.00	0.004
663.00	0.003
662.00	0.003
661.00	0.004
660.00	0.003
659.00	0.003
658.00	0.003
657.00	0.003
656.00	0.003
655.00	0.003
654.00	0.003
653.00	0.003
652.00	0.003
651.00	0.003
650.00	0.003
649.00	0.003
648.00	0.003
647.00	0.003
646.00	0.003
645.00	0.003
644.00	0.004
643.00	0.004
642.00	0.003
641.00	0.003
640.00	0.003
639.00	0.003
638.00	0.003
637.00	0.003
636.00	0.003
635.00	0.003
634.00	0.003
633.00	0.003
632.00	0.003
631.00	0.003
630.00	0.003
629.00	0.003
628.00	0.003
627.00	0.003
626.00	0.003
625.00	0.003
624.00	0.004
623.00	0.003
622.00	0.003
621.00	0.003
620.00	0.003
619.00	0.003
618.00	0.003
617.00	0.004
616.00	0.003
615.00	0.003
614.00	0.004
613.00	0.004
612.00	0.003
611.00	0.003
610.00	0.003
609.00	0.003
608.00	0.003
607.00	0.003
606.00	0.004
605.00	0.004
604.00	0.004
603.00	0.004
602.00	0.004
601.00	0.003
600.00	0.004
599.00	0.003
598.00	0.004
597.00	0.004
596.00	0.004
595.00	0.004
594.00	0.004
593.00	0.004
592.00	0.003
591.00	0.004
590.00	0.004
589.00	0.004
588.00	0.004
587.00	0.004
586.00	0.004
585.00	0.004
584.00	0.004
583.00	0.004
582.00	0.004
581.00	0.004
580.00	0.004
579.00	0.004
578.00	0.004
577.00	0.004
576.00	0.004
575.00	0.004
574.00	0.004
573.00	0.004
572.00	0.004
571.00	0.004
570.00	0.004
569.00	0.004
568.00	0.004
567.00	0.004
566.00	0.004
565.00	0.004
564.00	0.004
563.00	0.004
562.00	0.004
561.00	0.004
560.00	0.004
559.00	0.004
558.00	0.004
557.00	0.004
556.00	0.004
555.00	0.004
554.00	0.004
553.00	0.004
552.00	0.004
551.00	0.004
550.00	0.004
549.00	0.004
548.00	0.004
547.00	0.004
546.00	0.004
545.00	0.005
544.00	0.004
543.00	0.004
542.00	0.004
541.00	0.005
540.00	0.005
539.00	0.004
538.00	0.004
537.00	0.005
536.00	0.005
535.00	0.005
534.00	0.005
533.00	0.005
532.00	0.005
531.00	0.004
530.00	0.005
529.00	0.005
528.00	0.005
527.00	0.005
526.00	0.005
525.00	0.005
524.00	0.005
523.00	0.005
522.00	0.005
521.00	0.005
520.00	0.005
519.00	0.005
518.00	0.005
517.00	0.005
516.00	0.006
515.00	0.005
514.00	0.006
513.00	0.006
512.00	0.005
511.00	0.006
510.00	0.006
509.00	0.006
508.00	0.006
507.00	0.007
506.00	0.007
505.00	0.007
504.00	0.007
503.00	0.007
502.00	0.007
501.00	0.007
500.00	0.007
499.00	0.008
498.00	0.008
497.00	0.008
496.00	0.008
495.00	0.009
494.00	0.009
493.00	0.009
492.00	0.009
491.00	0.009
490.00	0.010
489.00	0.010
488.00	0.010
487.00	0.011
486.00	0.011
485.00	0.011
484.00	0.012
483.00	0.012
482.00	0.012
481.00	0.013
480.00	0.013
479.00	0.013
478.00	0.014
477.00	0.014
476.00	0.015
475.00	0.015
474.00	0.015
473.00	0.016
472.00	0.017
471.00	0.016
470.00	0.017
469.00	0.018
468.00	0.018
467.00	0.019
466.00	0.019
465.00	0.020
464.00	0.020
463.00	0.021
462.00	0.021
461.00	0.022
460.00	0.023
459.00	0.023
458.00	0.023
457.00	0.024
456.00	0.024
455.00	0.025
454.00	0.025
453.00	0.026
452.00	0.026
451.00	0.027
450.00	0.028
449.00	0.028
448.00	0.029
447.00	0.029
446.00	0.029
445.00	0.029
444.00	0.030
443.00	0.030
442.00	0.031
441.00	0.031
440.00	0.031
439.00	0.032
438.00	0.033
437.00	0.033
436.00	0.034
435.00	0.033
434.00	0.034
433.00	0.034
432.00	0.034
431.00	0.034
430.00	0.034
429.00	0.035
428.00	0.036
427.00	0.035
426.00	0.036
425.00	0.036
424.00	0.036
423.00	0.036
422.00	0.037
421.00	0.036
420.00	0.037
419.00	0.037
418.00	0.036
417.00	0.037
416.00	0.037
415.00	0.037
414.00	0.037
413.00	0.037
412.00	0.036
411.00	0.036
410.00	0.037
409.00	0.036
408.00	0.036
407.00	0.036
406.00	0.035
405.00	0.035
404.00	0.035
403.00	0.035
402.00	0.035
401.00	0.034
400.00	0.034
399.00	0.034
398.00	0.033
397.00	0.034
396.00	0.033
395.00	0.032
394.00	0.033
393.00	0.033
392.00	0.032
391.00	0.032
390.00	0.032
389.00	0.031
388.00	0.031
387.00	0.032
386.00	0.031
385.00	0.030
384.00	0.031
383.00	0.032
382.00	0.031
381.00	0.031
380.00	0.032
379.00	0.033
378.00	0.033
377.00	0.032
376.00	0.033
375.00	0.034
374.00	0.033
373.00	0.034
372.00	0.034
371.00	0.036
370.00	0.037
369.00	0.038
368.00	0.037
367.00	0.038
366.00	0.040
365.00	0.039
364.00	0.042
363.00	0.044
362.00	0.043
361.00	0.044
360.00	0.046
359.00	0.043
358.00	0.048
357.00	0.049
356.00	0.047
355.00	0.046
354.00	0.049
353.00	0.053
352.00	0.055
351.00	0.053
350.00	0.054
349.00	0.061
348.00	0.061
347.00	0.060
346.00	0.064
345.00	0.063
